ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,manager,2017,2018,2019,2020,2021,2022,all
515380.SH,泰康沪深300ETF,泰康资产,20191227,股票型,被动指数型,沪深300指数收益率,0.4,0.05,48.86,20211231,魏军,,,0.0005999999999999339,0.29462276634019596,-0.03335966137520782,-0.07573340674099027,0.1573531800000001
159993.SZ,龙头券商ETF,鹏华基金,20191226,股票型,被动指数型,国证证券龙头指数收益率,0.5,0.1,14.56,20211231,陈龙,,,0.0025999999999999357,0.23010173548773205,0.015486905051487792,-0.08144362823379102,0.1504000000000001
515350.SH,民生加银300ETF,民生加银基金,20191224,股票型,被动指数型,沪深300指数,0.15,0.05,2.56,20211231,何江 武杰,,,0.019300000000000095,0.3902340625919748,0.04046942555756656,-0.07426702664078448,0.36491311000000004
515980.SH,人工智能ETF,华富基金,20191224,股票型,被动指数型,中证人工智能产业指数收益率,0.5,0.1,3.31,20211231,张娅 郜哲,,,-9.999999999998899e-05,0.11071107110711073,0.06897172699441743,-0.11489218328840976,0.050799999999999956
159986.SZ,消费100ETF,弘毅远方基金,20191219,股票型,被动指数型,国证消费100指数收益率,0.3,0.1,0.94,20211231,戴家伟,,,0.01330000000000009,0.5119905260041447,-0.05880817179035316,-0.11553398058252418,0.2754000000000001
501090.SH,消费龙头LOF,华宝基金,20191219,股票型,被动指数型,中证消费龙头指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.75,0.1,4.86,20211231,胡洁,,,0.0,0.6995,-0.10026478375992945,-0.0736380877640441,0.4165000000000001
512730.SH,中证银行ETF,鹏华基金,20191219,股票型,被动指数型,中证银行指数收益率,0.3,0.1,2.54,20211231,张羽翔,,,-0.0010999999999999899,0.09650615677244963,0.044280105907057415,0.025703794369645126,0.17320000000000002
159970.SZ,深100ETF工银,工银瑞信基金,20191219,股票型,被动指数型,深证100指数收益率,0.45,0.1,0.37,20211231,赵栩,,,0.00466543999999991,0.46230937335716465,-0.012380809782954168,-0.09009036297885373,0.3202267000000001
161837.SZ,银华大盘定开,银华基金,20191216,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+中证综合债指数收益率*20%,1.5,0.25,9.98,20211231,张萍 李晓星 程桯,,,0.009500000000000064,0.8283308568598314,-0.06376984341984067,-0.07748842592592588,0.5941000000000001
159979.SZ,湾创100ETF,广发基金,20191216,股票型,被动指数型,同期粤港澳大湾区创新100指数收益率,0.3,0.1,0.14,20211231,刘杰,,,0.00029999999999996696,0.31560531840447875,-0.09969604863221883,-0.0583220796758948,0.11569999999999991
515390.SH,华安沪深300ETF,华安基金,20191213,股票型,被动指数型,沪深300指数收益率,0.15,0.05,14.79,20211231,许之彦,,,0.006999999999999895,0.2860973187686197,0.009883406686742448,-0.0746999006040218,0.21019999999999994
515070.SH,人工智能AIETF,华夏基金,20191209,股票型,被动指数型,中证人工智能主题指数收益率,0.5,0.1,8.31,20211231,李俊,,,-0.007596201899050415,0.20989022056601875,0.09506368101223663,-0.09996199163816037,0.18340829585207397
159990.SZ,小盘价值ETF,银华基金,20191206,股票型,被动指数型,巨潮小盘价值指数,0.5,0.1,1.07,20211231,张凯 王帅,,,0.0016000000000000458,0.12060702875399362,0.22906272273699205,-0.06937296121783247,0.28380000000000005
167506.SZ,安信深圳科技LOF,安信基金,20191206,股票型,被动指数型,中证深圳科技创新主题指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,1.22,20211231,徐黄玮 施荣盛,,,0.013600000000000056,0.4199881610102604,-0.021121378447856585,-0.1293207466818086,0.2266999999999999
515870.SH,先进制造ETF,嘉实基金,20191205,股票型,被动指数型,中证先进制造100策略指数收益率,0.5,0.1,0.5,20211231,李直 金猛 高峰,,,0.02540000000000009,0.2740393992588257,0.1102265768524188,-0.07287644787644781,0.3447
515330.SH,300ETF天弘,天弘基金,20191205,股票型,被动指数型,沪深300指数收益率,0.5,0.1,68.98,20211231,张子法 杨超 陈瑶,,,0.016905585763717146,0.3060470542484931,-0.034539228822390945,-0.07617579028527371,0.1845773603559069
515310.SH,沪深300添富ETF,汇添富基金,20191204,股票型,被动指数型,沪深300指数收益率,0.15,0.05,2.12,20211231,董瑾,,,0.020444799042585206,0.31391712275215,0.002900922344540326,-0.07142327375213235,0.24862870250324134
501089.SH,消费红利增强LOF,方正富邦基金,20191129,股票型,增强指数型,中证主要消费红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,1.2,0.2,0.18,20211231,吴昊,,,-0.0004999999999999449,0.4144072036018008,0.1075192756596167,-0.08839496710736416,0.4273
159984.SZ,湾区100ETF,南方基金,20191129,股票型,被动指数型,粤港澳大湾区创新100指数,0.3,0.1,0.74,20211231,崔蕾,,,0.0012000000000000899,0.3758489812225328,-0.0890018148820327,-0.054904773288708235,0.18599999999999994
515080.SH,中证红利ETF,招商基金,20191128,股票型,被动指数型,中证红利指数收益率,0.2,0.1,9.3,20211231,刘重杰 王平,,,0.06170000000000009,0.21808217010454917,0.22559646105004166,-0.03738897106407871,0.5257266599999999
515060.SH,房地产ETF基金,华夏基金,20191128,股票型,被动指数型,中证全指房地产指数收益率,0.5,0.1,1.73,20211231,李俊,,,0.0014000000000000679,-0.033353305372478624,0.05320247933884308,-0.014811181951937334,0.0043999999999999595
515180.SH,红利ETF易方达,易方达基金,20191126,股票型,被动指数型,中证红利指数收益率,0.15,0.05,15.5,20211231,宋钊贤 林伟斌,,,0.018376111055627656,0.13309630283416687,0.2008235891711253,-0.03782765916740069,0.33323622291021654
515660.SH,国联安沪深300ETF,国联安基金,20191125,股票型,被动指数型,沪深300指数,0.3,0.05,6.93,20211231,章椹元 黄欣,,,0.01336745605458338,0.3504474737164334,-0.01347180379650929,-0.07352400462645145,0.25080129891733943
159982.SZ,中证500ETF鹏华,鹏华基金,20191121,股票型,被动指数型,中证500指数收益率,0.15,0.05,3.91,20211231,陈龙,,,0.008299999999999974,0.33611028463750864,0.2512618764845606,-0.10286527851930949,0.5123
515750.SH,科技50ETF,富国基金,20191115,股票型,被动指数型,中证科技50策略指数收益率,0.5,0.1,8.23,20211231,王乐乐,,,0.06742925948223966,0.4095694679451024,0.10003334444814932,-0.12288572294634731,0.4517359020670279
515550.SH,中融中证500ETF,中融基金,20191115,股票型,被动指数型,中证500指数收益率,0.3,0.1,0.29,20211231,赵菲 陈薪羽,,,0.007972336951301697,0.22860682294644535,0.18087334212363304,-0.100623973727422,0.31524349245989824
515590.SH,500等权ETF,前海开源基金,20191114,股票型,被动指数型,中证500等权重指数,0.15,0.05,0.43,20211231,梁溥森,,,0.05230000000000001,0.294212676993253,0.2110287098905939,-0.09610137634147825,0.4907999999999999
159975.SZ,深100ETF招商,招商基金,20191107,股票型,被动指数型,深证100指数(价格)收益率,0.2,0.1,1.32,20211231,刘重杰,,,0.05971755999999995,0.5653017583288892,0.059453949997496994,-0.08958522871290477,0.59996169
515990.SH,国企一带一路ETF,汇添富基金,20191106,股票型,被动指数型,中证国企一带一路指数收益率,0.15,0.05,1.27,20211231,吴振翔,,,0.024899999999999922,0.14811201092789558,0.15415993881193166,-0.08217362491716379,0.24649999999999994
515110.SH,一带一路国企ETF,易方达基金,20191106,股票型,被动指数型,中证国企一带一路指数收益率,0.15,0.05,5.29,20211231,刘树荣 杨俊,,,0.009500000000000064,0.12818226844972755,0.16349108789182537,-0.08022036072749214,0.2188000000000001
166107.SZ,多因子LOF,信达澳银基金,20191106,混合型,混合型,中证500指数收益率*95%+银行活期存款利率(税后)*5%,1.5,0.25,0.03,20211231,王咏辉,,,0.06990699069906998,0.3149186763881099,-0.0006397952655151226,-0.10961729975814477,0.25182518251825187
515150.SH,一带一路ETF,富国基金,20191106,股票型,被动指数型,中证国企一带一路指数收益率,0.15,0.05,9.09,20211231,王保合,,,0.023600000000000065,0.1147909339585775,0.1439838752081324,-0.08143097901026494,0.19910000000000005
162216.SZ,泰达500增强LOF,泰达宏利基金,20191106,股票型,增强指数型,中证500指数收益率*95%+1年期定期存款利率(税后)*5%,1.0,0.2,5.42,20211231,刘欣 刘洋,,,0.07991535318685322,0.3499154339055872,0.18211969221720312,-0.09651474628293577,0.5569648175049937
159976.SZ,湾创ETF,工银瑞信基金,20191101,股票型,被动指数型,粤港澳大湾区创新100指数收益率,0.25,0.05,1.51,20211231,刘伟琳,,,0.025500000000000078,0.3245246221355436,-0.09821099904292127,-0.05314719568944416,0.15979999999999994
159987.SZ,科技创新ETF,银华基金,20191101,股票型,被动指数型,中证研发创新100指数,0.3,0.08,0.88,20211231,王帅,,,0.05207290206288798,0.5800494955263659,0.11259036144578317,-0.11559911202555635,0.6356899659523332
515200.SH,创新100ETF,申万菱信基金,20191025,股票型,被动指数型,中证研发创新100指数,0.5,0.1,2.75,20211231,王赟杰 龚丽丽,,,0.050164228127799346,0.8021040659653115,0.1407384032817924,-0.11825726141078835,0.903553299492386
515020.SH,银行ETF华夏,华夏基金,20191024,股票型,被动指数型,中证银行指数收益率,0.5,0.1,6.97,20211231,李俊,,,0.03215111021802486,0.09150199552224263,0.04191563363952549,0.026191902764701007,0.20456143876218238
510530.SH,工银中证500ETF,工银瑞信基金,20191017,股票型,被动指数型,中证500指数收益率,0.45,0.07,3.64,20211231,刘伟琳 赵栩,,,0.015764590000000078,0.21560305621600767,0.16372575175222986,-0.1052525383950259,0.28568912999999996
515650.SH,消费50ETF,富国基金,20191014,股票型,被动指数型,中证消费50指数收益率,0.5,0.1,18.27,20211231,王乐乐,,,-0.005186417457676957,0.6971276805036397,-0.12722425085492378,-0.06607783238145831,0.37616205108131917
502020.SH,上证50增强LOF,国金基金,20191014,股票型,增强指数型,上证50指数收益率*95%+同期银行活期存款利率(税后)*5%,1.0,0.1,0.34,20211231,宫雪,0.3027176282517075,-0.1770414993306559,0.43079842754507264,0.24054950260540006,-0.10783564991599207,-0.06454374250984414,0.588141258538003
515800.SH,800ETF,汇添富基金,20191008,股票型,被动指数型,中证800指数收益率,0.15,0.05,21.16,20211231,乐无穹 过蓓蓓,,,0.05196982397317684,0.299402390438247,0.02038939138433233,-0.08188100961538461,0.2805951383067895
515810.SH,中证800ETF,易方达基金,20191008,股票型,被动指数型,中证800指数收益率,0.15,0.05,1.01,20211231,刘树荣 林伟斌,,,0.060599617265575216,0.4386527666399358,0.019439799331103704,-0.08304285421365605,0.4263236232192217
515580.SH,科技100ETF,华泰柏瑞基金,20190927,股票型,被动指数型,中证科技100指数收益率,0.5,0.1,5.48,20211231,柳军,,,0.08618981573211805,0.5082998905508938,0.1784483279917761,-0.10724548440065684,0.7235981771349316
167302.SZ,大湾区LOF,方正富邦基金,20190926,股票型,被动指数型,恒生沪深港通大湾区综合指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.75,0.15,0.08,20211231,吴昊,,,0.029099999999999904,0.1848216888543389,-0.13975231690314122,-0.03508437410620645,0.0121
515520.SH,MSCI价值100ETF,大成基金,20190926,股票型,被动指数型,MSCI中国A股质优价值100指数,0.5,0.1,0.34,20211231,刘淼 张钟玉,,,0.041050407485662486,0.33545955349376627,-0.03828339846576925,-0.06697268417488146,0.24750980984002413
515860.SH,科技ETF基金,嘉实基金,20190926,股票型,被动指数型,中证新兴科技100策略指数收益率,0.5,0.1,2.72,20211231,李直 金猛 高峰,,,0.08084639185547456,0.3444454704958907,0.03688440140119519,-0.12519872813990465,0.31809561832518213
515360.SH,方正沪深300ETF,方正富邦基金,20190924,股票型,被动指数型,沪深300指数收益率,0.5,0.1,1.98,20211231,吴昊 张超梁,,,0.04735448685521957,0.4333201138461381,0.060823543910330936,-0.07489403399056478,0.4732332924507818
512970.SH,大湾区ETF,平安基金,20190923,股票型,被动指数型,中证粤港澳大湾区发展主题指数收益率,0.15,0.05,4.19,20211231,刘洁倩 成钧,,,0.02859128362950455,0.4418492423511244,-0.023629426333757354,-0.08556149732620308,0.3241338230914325
161118.SZ,中小企业100LOF,易方达基金,20190920,股票型,被动指数型,中小企业100指数收益率*95%+活期存款利率(税后)*5%,1.0,0.22,2.63,20211231,刘树荣,,,0.050990937157653536,0.4537098455415523,0.07659213871325203,-0.08609832889319441,0.5032367294094214
159974.SZ,央企创新ETF,富国基金,20190920,股票型,被动指数型,中证央企创新驱动指数收益率,0.15,0.05,6.2,20211231,王乐乐,,,-0.08179999999999998,0.16891744717926366,0.33066244293301034,-0.06938804089063154,0.32909999999999995
515600.SH,央企创新ETF,广发基金,20190920,股票型,被动指数型,中证央企创新驱动指数收益率,0.15,0.05,20.13,20211231,刘杰,,,-0.07220000000000004,0.1157577064022418,0.2994590417310665,-0.0697294082664287,0.25140000000000007
515680.SH,嘉实央企创新ETF,嘉实基金,20190920,股票型,被动指数型,中证央企创新驱动指数收益率,0.15,0.05,20.88,20211231,刘珈吟 金猛,,,0.028386672512056153,0.1192582329745284,0.2811845362788039,-0.06919360832404309,0.3726435773783428
515900.SH,央创ETF,博时基金,20190920,股票型,被动指数型,中证央企创新驱动指数收益率,0.15,0.05,54.19,20211231,杨振建 赵云阳,,,-0.05900000000000005,0.11253985122210415,0.2842678383799791,-0.06872443287467463,0.2521
515010.SH,券商ETF基金,华夏基金,20190917,股票型,被动指数型,中证全指证券公司指数收益率,0.5,0.1,11.46,20211231,李俊,,,0.06719999999999993,0.24475262368815603,-0.004215597711532708,-0.08353492591472637,0.21229999999999993
515050.SH,5GETF,华夏基金,20190917,股票型,被动指数型,中证5G通信主题指数收益率,0.5,0.1,117.06,20211231,李俊,,,-0.0029000000000000137,0.19215725604252343,0.06494489778749889,-0.13255391421123308,0.09810000000000008
159977.SZ,创业板ETF天弘,天弘基金,20190912,股票型,被动指数型,创业板指数收益率,0.5,0.1,36.5,20211231,张子法 杨超,,,0.05958909000000001,0.6618244625376427,0.12452274001798458,-0.12452347072590007,0.7335460199999999
510100.SH,上证50ETF易方达,易方达基金,20190906,股票型,被动指数型,上证50指数收益率,0.15,0.05,7.71,20211231,余海燕,,,0.06230000000000002,0.31676550880165677,-0.052259079210752034,-0.0667571848834578,0.23720000000000008
501088.SH,嘉实瑞虹,嘉实基金,20190904,混合型,混合型,沪深300指数收益率*60%+中债综合财富指数收益率*30%+恒生指数收益率*10%,1.5,0.25,35.83,20211231,洪流,,,0.07279999999999998,0.4677479492915735,-0.07563825733519623,-0.09811061490896601,0.3127
501087.SH,交银瑞丰,交银施罗德基金,20190904,混合型,混合型,沪深300指数收益率*70%+中证综合债券指数收益率*25%+恒生指数收益率*5%,1.5,0.25,48.38,20211231,王崇,,,0.0532999999999999,0.591854172600399,-0.026778791674121883,-0.05490868979041544,0.5422
512530.SH,沪深300红利ETF,建信基金,20190823,股票型,被动指数型,沪深300红利指数,0.5,0.1,0.52,20211231,龚佳佳,,,0.05489999999999995,0.10437008247227234,0.029871244635193084,0.0005834305717618961,0.2004999999999999
501086.SH,ESG基金LOF,华宝基金,20190821,股票型,被动指数型,MSCI中国A股国际通ESG通用指数*95%+人民币银行活期存款利率(税后)*5%,0.5,0.1,0.39,20211231,胡洁,,,0.0757000000000001,0.3756623593938829,0.02703067982159754,-0.0761942360836953,0.4039999999999999
515880.SH,通信ETF,国泰基金,20190816,股票型,被动指数型,中证全指通信设备指数收益率,0.5,0.1,18.97,20211231,艾小军,,,0.0706,-0.022697552774145327,0.0736882347319124,-0.10610646252447924,0.0041999999999999815
515300.SH,红利低波ETF基金,嘉实基金,20190808,股票型,被动指数型,沪深300红利低波动指数收益率,0.5,0.1,0.73,20211231,何如 陈正宪,,,0.048799999999999955,0.03222730739893216,0.10022168852761873,-0.009487028796910492,0.17979999999999996
512190.SH,浙商之江凤凰ETF,浙商资管,20190805,股票型,被动指数型,中证浙江凤凰行动50指数收益率,0.5,0.1,0.46,20211231,马斌博,,,0.06020000000000003,0.36747783437087334,0.2350669057801076,-0.05037417625376972,0.7003999999999999
159968.SZ,中证500ETF博时,博时基金,20190801,股票型,被动指数型,中证500指数收益率,0.15,0.05,6.22,20211231,万琼,,,0.038553690000000085,0.28684230085398843,0.22551477647407503,-0.10370102574960806,0.46799890999999993
512650.SH,长三角ETF,汇添富基金,20190726,股票型,被动指数型,中证长三角一体化发展主题指数收益率,0.15,0.05,7.46,20211231,乐无穹 吴振翔,,,0.019600000000000062,0.23636720282463697,0.014675551324765954,-0.09240872488468445,0.16090000000000004
512710.SH,军工龙头ETF,富国基金,20190723,股票型,被动指数型,中证军工龙头指数收益率,0.5,0.1,48.13,20211231,牛志冬 王乐乐,,,0.043500000000000094,0.7365596550071872,0.13536780530875772,-0.17040925439875562,0.7068000000000001
515000.SH,科技ETF,华宝基金,20190722,股票型,被动指数型,中证科技龙头指数收益率,0.5,0.1,49.61,20211231,胡洁,,,0.2588999999999999,0.443085233140043,-0.02928386635107608,-0.12373121633115972,0.5452999999999999
501079.SH,科创大成,大成基金,20190718,混合型,灵活配置型,中国战略新兴产业成份指数收益率*60%+中债综合全价指数收益率*40%,1.2,0.2,21.81,20211231,李博 谢家乐,,,0.1321000000000001,0.8552248034625913,0.20292339189639583,-0.13041757371858298,1.197
161729.SZ,招商瑞利,招商基金,20190718,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.2,6.32,20211231,王景,,,0.12359999999999993,0.8228907084371664,0.08558734498584124,-0.10173150438497862,0.9973000000000001
159973.SZ,民企领先100ETF,弘毅远方基金,20190716,股票型,被动指数型,国证民企领先100指数收益率,0.3,0.2,7.08,20211231,戴家伟,,,0.1519999999999999,0.6219618055555557,0.02156810275622157,-0.11095976529756914,0.6970000000000001
512930.SH,AIETF,平安基金,20190712,股票型,被动指数型,中证人工智能主题指数收益率,0.15,0.05,2.88,20211231,钱晶,,,0.18169999999999997,0.2647033934162647,0.14255813984610236,-0.09763504636816153,0.5408361100000001
501085.SH,财通科创3年封闭,财通基金,20190711,混合型,灵活配置型,中国战略新兴产业成份指数收益率*75%+上证国债指数收益率*25%,1.5,0.25,13.31,20211231,金梓才,,,0.038899999999999935,0.46289344498989327,0.12949072246348195,0.0009903297215426046,0.7182999999999999
501080.SH,科创主题投资基金,中金基金,20190711,混合型,灵活配置型,中国战略新兴产业成份指数收益率*65%+中债-综合全价(总值)指数收益率*35%,1.0,0.2,18.23,20211231,丁杨,,,0.1531,0.4774954470557627,0.07935669425368315,-0.08961879384414599,0.6740999999999999
512720.SH,计算机ETF,国泰基金,20190711,股票型,被动指数型,中证计算机主题指数收益率,0.5,0.1,7.17,20211231,艾小军,,,0.1493,0.2355346732793874,0.004788732394366295,-0.09622932436220911,0.2895000000000001
501083.SH,科创银华,银华基金,20190705,混合型,灵活配置型,中国战略新兴产业成份指数收益率*60%+中债综合财富指数收益率*40%,1.5,0.25,19.17,20211231,唐能,,,0.12060000000000004,0.740763876494735,-0.006920592607781856,-0.07082386950237456,0.8
512670.SH,国防ETF,鹏华基金,20190705,股票型,被动指数型,中证国防指数收益率,0.3,0.1,15.91,20211231,张羽翔,,,0.05899999999999994,0.9520302171860248,0.16611842105263153,-0.20409856467269558,0.9186000000000001
159969.SZ,深100ETF银华,银华基金,20190628,股票型,被动指数型,深证100指数,0.2,0.1,0.35,20211231,张凯 王帅,,,0.1443000000000001,0.4827405400681639,-0.009017504567690276,-0.08891400023789697,0.5319
501081.SH,科创中欧,中欧基金,20190628,混合型,灵活配置型,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,1.5,0.25,20.5,20211231,张跃鹏 王培 邵洁,,,0.10759999999999992,0.5479414951245938,0.2091571886847479,-0.09840335729101354,0.8691
501082.SH,科创投资LOF,博时基金,20190627,混合型,灵活配置型,中国战略新兴产业成份指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)*20%,1.0,0.15,22.05,20211231,曾鹏 肖瑞瑾 黄继晨,,,0.1380999999999999,0.6868464985502154,0.1521512657568497,-0.11668701116687011,0.9538
160645.SZ,鹏华精选回报定开,鹏华基金,20190625,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(经汇率调整后)*20%+中证综合债指数收益率*20%,1.5,0.25,4.22,20211231,王宗合,,,0.11109999999999998,0.8964089640896409,-0.15661335484789524,-0.0925665409937538,0.6126
159967.SZ,创成长ETF,华夏基金,20190621,股票型,被动指数型,创业板动量成长指数收益率,0.5,0.1,32.37,20211231,荣膺,,,0.20550000000000002,0.9720652343425963,0.21227425632537938,-0.1232167637196267,1.52686251
159966.SZ,创蓝筹ETF,华夏基金,20190614,股票型,被动指数型,创业板低波蓝筹指数收益率,0.5,0.1,7.65,20211231,荣膺,,,0.22340000000000004,0.6267619421284943,0.0017004185791062551,-0.14891975665500098,0.69668353
513000.SH,日经225ETF易方达,易方达基金,20190612,股票型,被动指数型,日经225指数收益率(使用估值汇率折算),0.2,0.05,0.61,20211231,余海燕 范冰,,,0.1198999999999999,0.14635235288865092,-0.07026016513475623,-0.07473190348525464,0.10440000000000005
513520.SH,日经ETF,华夏基金,20190612,股票型,被动指数型,日经225指数收益率(经汇率调整后),0.2,0.05,0.6,20211231,赵宗庭,,,0.11630000000000007,0.1501388515631998,-0.07858867513046186,-0.07734573119188515,0.09149999999999991
513800.SH,东京证券指数ETF,南方基金,20190612,股票型,被动指数型,"东证指数(Tokyo Stock Price Index,“TOPIX”)(经汇率调整后)",0.2,0.05,0.51,20211231,崔蕾,,,0.1218999999999999,0.05553079597112045,-0.019506840060800456,-0.06416329342864525,0.08660000000000001
513880.SH,日经225ETF,华安基金,20190612,股票型,被动指数型,日经225指数收益率(经汇率调整后),0.2,0.05,0.5,20211231,倪斌,,,0.09830000000000005,0.13011017026313396,-0.07653883338704477,-0.07537951491886234,0.059800000000000075
501075.SH,科创主题,万家基金,20190612,混合型,灵活配置型,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*50%,1.5,0.25,21.7,20211231,李文宾,,,0.13280000000000003,0.5277189265536723,0.2977580030047382,-0.13883075827062644,0.9340999999999999
501078.SH,科创配置LOF,广发基金,20190611,混合型,灵活配置型,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*40%,1.5,0.25,26.08,20211231,李巍,,,0.12640000000000007,0.8460582386363636,0.2680580936808694,-0.12264866504854366,1.3134000000000001
501077.SH,科创富国,富国基金,20190611,混合型,灵活配置型,中国战略新兴产业成份指数收益率*50%+中债总指数收益率*50%,1.5,0.25,25.39,20211231,俞晓斌 李元博,,,0.22409999999999997,0.9507393186831143,0.07579881904602372,-0.11946747635174594,1.262
501073.SH,科创混合,华安基金,20190611,混合型,灵活配置型,中债综合指数收益率*60%+中国战略新兴产业成份指数收益率*40%,1.2,0.2,11.63,20211231,李欣 胡宜斌 谢昌旭 郑如熙,,,0.028200000000000003,0.10795565065162419,0.03247893258426959,-0.05203196735249101,0.11499999999999999
159971.SZ,创业板ETF富国,富国基金,20190611,股票型,被动指数型,创业板指数收益率,0.3,0.1,0.09,20211231,曹璐迪,,,0.23740000000000006,0.6331824793922741,0.10703152060962934,-0.12345789379581619,0.9610000000000001
501076.SH,科创基金,鹏华基金,20190610,混合型,灵活配置型,中国战略新兴产业成份指数收益率*50%+中债总指数收益率*50%,1.2,0.2,16.45,20211231,李君 李韵怡 金笑非,,,0.09129999999999994,0.4964720974983965,0.018737370644785967,-0.041233395443890125,0.5951
501072.SH,标普红利增强LOF,国金基金,20190605,股票型,增强指数型,标普中国A股低波红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,1.2,0.2,0.02,20211207,宫雪,,,0.010999999999999899,-0.01147378832838768,0.039123474084450695,,0.03849999999999998
160526.SZ,博时优势企业,博时基金,20190603,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,1.5,0.25,14.81,20211231,李洋 王俊,,,0.1775,0.3055249511677282,-0.009044084619810445,-0.03983263729835456,0.46267341000000006
512910.SH,中证100ETF,广发基金,20190527,股票型,被动指数型,中证100指数,0.5,0.1,5.04,20211231,罗国庆,,,0.1036999999999999,0.3624173235480658,-0.06324399813792642,-0.06382223484310669,0.3187
512750.SH,基本面50ETF,嘉实基金,20190523,股票型,被动指数型,中证锐联基本面50指数收益率,0.5,0.1,1.22,20211231,何如 陈正宪,,,0.06370000000000009,0.056500893108959116,-0.028118882363409727,0.0008240249038636705,0.09309999999999996
510350.SH,工银沪深300ETF,工银瑞信基金,20190520,股票型,被动指数型,沪深300指数收益率,0.45,0.1,47.75,20211231,刘伟琳,,,0.06960453000000011,0.28379471242516136,-0.03325247949128222,-0.07594436488882256,0.22667638
512170.SH,医疗ETF,华宝基金,20190520,股票型,被动指数型,中证医疗指数收益率,0.5,0.1,140.64,20211231,胡洁,,,0.25849999999999995,0.8729439809296783,-0.13923889525264088,-0.17773177583912475,0.6682999999999999
512760.SH,芯片ETF,国泰基金,20190516,股票型,被动指数型,中华交易服务半导体芯片行业指数收益率,0.5,0.1,121.58,20211231,艾小军,,,0.5569999999999999,0.5280667951188183,0.29001344989912575,-0.15704418089404398,1.5872000000000002
161029.SZ,银行龙头LOF,富国基金,20190510,股票型,被动指数型,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.0,0.22,15.13,20211231,王保合,,,0.10597302504816944,0.07055749128919878,0.011391375101708715,0.02333065164923565,0.22543352601156066
512480.SH,半导体ETF,国联安基金,20190508,股票型,被动指数型,中证全指半导体产品与设备指数收益率,0.5,0.1,99.91,20211231,章椹元 黄欣,,,0.43142144638404,0.45825783972125433,0.2431425021504348,-0.1479203505804566,1.2110723192019952
166025.SZ,中欧远见定开,中欧基金,20190424,混合型,混合型,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25,54.85,20211231,周应波 成雨轩,,,0.24631961999999996,0.5493035967772056,-0.05297636580829219,-0.07729875079700885,0.68728283
512290.SH,生物医药ETF,国泰基金,20190418,股票型,被动指数型,中证生物医药指数收益率,0.5,0.1,39.22,20211231,梁杏,,,0.1956,0.6043827367012378,-0.159941611927849,-0.15421372719374454,0.3629
512690.SH,酒ETF,鹏华基金,20190404,股票型,被动指数型,中证酒指数收益率,0.5,0.1,60.51,20211231,张羽翔,,,0.19120000000000004,1.2531900604432507,-0.03013593144560356,-0.11837843547421097,1.2949624599999998
501071.SH,泓德丰泽,泓德基金,20190328,混合型,灵活配置型,中证800指数收益率*70%+中国债券综合全价指数收益率*30%,1.5,0.25,21.26,20211231,邬传雁,,,0.25970000000000004,0.7696496705564817,-0.14147189244720004,-0.10729908990005156,0.70849977
161912.SZ,社会责任定开,万家基金,20190321,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,15.04,20211231,莫海波,,,0.34925592000000005,0.9426539925798508,0.3006274413542763,-0.12730311013134013,1.97513124
160925.SZ,沪深港300LOF,大成基金,20190320,股票型,被动指数型,中华交易服务沪深港300指数(人民币)收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,0.71,20211231,冉凌浩,,,0.05469999999999997,0.25229923200910215,-0.08706844336765596,-0.03814894675733956,0.15979999999999994
159965.SZ,央视50ETF,中融基金,20190319,股票型,被动指数型,央视财经50指数收益率,0.5,0.1,0.82,20211231,赵菲 陈薪羽,,,0.12759999999999994,0.3490599503369991,-0.026886668419668785,-0.0612713639127204,0.38959999999999995
512380.SH,MSCI中国ETF,银华基金,20190319,股票型,被动指数型,MSCI中国A股人民币指数收益率,0.5,0.1,2.24,20211231,周大鹏,,,0.0464,0.40672782874617736,0.07425271739130432,-0.08290646936065263,0.45019999999999993
