ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
160119.SZ,500ETF联接LOF,南方基金,股票型,20090925,0.5,0.1,中证500指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,罗文杰,79.41,20220930,-0.17%,16.05%,36.29%,44.14%,-15.18%,0.64%,-30.76%,26.18%,23.41%,16.49%,-17.46%,101.40%
501036.SH,中证500LOF,汇添富基金,股票型,20170810,0.5,0.1,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,吴振翔,2.64,20220930,,,,,,-4.92%,-29.82%,27.89%,27.99%,20.61%,-17.52%,8.64%
513230.SH,港股消费ETF,华夏基金,股票型,20220112,0.5,0.1,经估值汇率调整后的中证港股通消费主题指数收益率,被动指数型,E,严筱娴,0.5,20220930,,,,,,,,,,,-17.56%,-17.56%
160807.SZ,长盛沪深300LOF,长盛基金,股票型,20100804,0.75,0.15,沪深300指数收益率*95%+一年期银行定期存款利率(税后)*5%,被动指数型,E,陈亘斯,2.21,20220930,8.01%,-6.22%,49.36%,5.47%,-10.61%,19.11%,-22.49%,38.53%,43.84%,3.48%,-17.58%,123.98%
510020.SH,超大盘ETF,博时基金,股票型,20091229,0.5,0.1,上证超级大盘指数,被动指数型,E,唐屹兵 尹浩,0.99,20220930,17.27%,-21.18%,51.40%,-1.05%,1.90%,20.71%,-16.03%,29.71%,22.42%,-7.35%,-17.61%,73.39%
516550.SH,农业ETF,嘉实基金,股票型,20210330,0.5,0.1,中证大农业指数收益率,被动指数型,E,李直,1.08,20220930,,,,,,,,,,-5.69%,-17.63%,-22.32%
159717.SZ,ESGETF,鹏华基金,股票型,20210915,0.5,0.1,国证ESG300指数收益率,被动指数型,E,罗英宇,0.53,20220930,,,,,,,,,,4.17%,-17.64%,-14.21%
510050.SH,上证50ETF,华夏基金,股票型,20041230,0.5,0.1,上证50指数,被动指数型,E,张弘弢 徐猛,614.08,20220930,17.00%,-12.34%,65.88%,-4.99%,-3.25%,27.16%,-18.32%,35.72%,20.64%,-9.13%,-17.68%,98.95%
501037.SH,中证500LOFC,汇添富基金,股票型,20170810,0.5,0.1,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,吴振翔,1.32,20220930,,,,,,-4.96%,-29.98%,27.59%,27.66%,20.31%,-17.74%,7.29%
561350.SH,国泰中证500ETF,国泰基金,股票型,20210818,0.5,0.1,中证500指数收益率,被动指数型,E,黄岳,1.85,20220930,,,,,,,,,,4.72%,-17.78%,-13.90%
160221.SZ,有色金属LOF,国泰基金,股票型,20150330,1,0.22,国证有色金属行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,谢东旭,17.52,20220930,,,,-22.75%,-6.80%,12.82%,-38.90%,23.26%,36.61%,37.71%,-17.80%,-5.36%
513150.SH,港股通科技50ETF,华泰柏瑞基金,股票型,20220125,0.5,0.1,中证港股通科技指数收益率(使用估值汇率折算),被动指数型,E,何琦 谭弘翔,1.88,20220930,,,,,,,,,,,-17.86%,-17.86%
512520.SH,MSCIETF,华泰柏瑞基金,股票型,20180426,0.15,0.05,MSCI中国A股国际通指数收益率,被动指数型,E,柳军,5.78,20220930,,,,,,,-18.45%,41.87%,45.09%,5.90%,-17.87%,46.02%
512180.SH,MSCIA股ETF基金,建信基金,股票型,20180419,0.5,0.1,MSCI中国A股国际通指数收益率,被动指数型,E,梁洪昀,1.31,20220930,,,,,,,-18.62%,37.06%,36.20%,10.65%,-17.91%,38.00%
159968.SZ,中证500ETF博时,博时基金,股票型,20190801,0.15,0.05,中证500指数收益率,被动指数型,E,万琼,7.26,20220930,,,,,,,,3.86%,28.68%,22.55%,-17.92%,34.43%
515550.SH,中融中证500ETF,中融基金,股票型,20191115,0.3,0.1,中证500指数收益率,被动指数型,E,赵菲 陈薪羽,0.33,20220930,,,,,,,,0.80%,22.86%,18.09%,-17.95%,19.99%
512070.SH,证券保险ETF,易方达基金,股票型,20140626,0.5,0.1,沪深300非银行金融指数,被动指数型,E,余海燕,38.64,20220930,,,137.12%,-20.70%,-10.60%,22.02%,-23.11%,47.98%,12.75%,-15.02%,-17.98%,83.42%
159863.SZ,光伏ETF基金,鹏华基金,股票型,20210222,0.5,0.1,中证光伏产业指数收益率,被动指数型,E,闫冬,2.64,20220930,,,,,,,,,,65.06%,-18.00%,35.35%
516720.SH,ESGETF,浦银安盛基金,股票型,20210722,0.5,0.1,中证ESG120策略指数收益率,被动指数型,E,陈士俊 高钢杰,0.5,20220930,,,,,,,,,,-0.02%,-18.01%,-18.03%
510580.SH,中证500ETF易方达,易方达基金,股票型,20150827,0.15,0.05,中证500指数,被动指数型,E,余海燕,18.94,20220930,,,,20.47%,-15.89%,-1.71%,-35.97%,28.75%,30.85%,20.89%,-18.02%,7.51%
159916.SZ,深F60ETF,建信基金,股票型,20110908,0.5,0.1,深证基本面60指数收益率,被动指数型,E,薛玲,3.55,20220930,2.44%,-7.95%,54.88%,18.45%,-4.45%,45.17%,-23.43%,54.56%,27.54%,-4.67%,-18.04%,183.03%
512090.SH,MSCIA股ETF易方达,易方达基金,股票型,20180517,0.15,0.05,MSCI中国A股国际通指数(MSCI China A Inclusion RMB Index)收益率,被动指数型,E,宋钊贤 范冰,4.87,20220930,,,,,,,-16.93%,39.28%,46.80%,6.43%,-18.06%,48.14%
165309.SZ,沪深300LOF建信,建信基金,股票型,20091105,0.75,0.15,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,梁洪昀,4.03,20220930,8.43%,-6.00%,50.09%,6.35%,-9.58%,24.02%,-21.47%,35.87%,36.03%,2.52%,-18.07%,122.49%
165511.SZ,信诚500LOF,中信保诚基金,股票型,20110211,1,0.22,中证500指数收益率*95%+金融同业存款利率*5%,被动指数型,E,黄稚,2.23,20220930,-0.56%,17.17%,39.66%,46.97%,-11.17%,4.73%,-29.48%,30.50%,33.77%,25.88%,-18.10%,182.40%
515160.SH,MSCI中国ETF招商,招商基金,股票型,20200203,0.5,0.1,MSCI中国A股国际通指数(MSCI China A Inclusion RMB Index)收益率,被动指数型,E,王超 白海峰,6.28,20220930,,,,,,,,,44.35%,4.38%,-18.12%,23.37%
159881.SZ,有色60ETF,国泰基金,股票型,20210617,0.5,0.1,中证有色金属指数收益率,被动指数型,E,徐成城,1.11,20220930,,,,,,,,,,22.04%,-18.13%,-0.08%
515090.SH,可持续发展ETF,博时基金,股票型,20200119,0.5,0.1,中证可持续发展100指数收益率,被动指数型,E,万琼 唐屹兵,1.36,20220930,,,,,,,,,34.87%,2.08%,-18.17%,12.65%
162711.SZ,中证500LOF,广发基金,股票型,20091126,0.5,0.1,中证500指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,刘杰,14.25,20220930,0.14%,15.76%,35.10%,35.58%,-16.14%,0.90%,-30.53%,24.56%,22.13%,17.01%,-18.21%,81.75%
159910.SZ,基本面120ETF,嘉实基金,股票型,20110801,0.5,0.1,深证基本面120指数,被动指数型,E,刘珈吟 李直,3.42,20220930,0.94%,-5.49%,53.32%,21.85%,-5.89%,35.28%,-26.45%,49.27%,25.12%,-2.88%,-18.21%,147.71%
515500.SH,中证长三角领先,海富通基金,股票型,20200813,0.15,0.05,中证长三角领先指数收益率,被动指数型,E,江勇 陈林海,0.3,20220930,,,,,,,,,3.57%,8.14%,-18.31%,-8.51%
160806.SZ,长盛中证800LOF,长盛基金,股票型,20150522,1,0.22,中证800指数收益率*95%+一年期银行定期存款利率(税后)*5%,被动指数型,E,陈亘斯,1.11,20220930,,,,-22.62%,-12.29%,16.43%,-23.10%,43.02%,39.01%,8.46%,-18.32%,7.02%
159735.SZ,港股消费ETF,银华基金,股票型,20210525,0.5,0.1,中证港股通消费主题指数收益率,被动指数型,E,李宜璇,0.75,20220930,,,,,,,,,,-19.33%,-18.33%,-34.12%
517880.SH,品牌消费ETF,华泰柏瑞基金,股票型,20211117,0.5,0.1,中证沪港深品牌消费50指数收益率,被动指数型,E,谭弘翔,0.47,20220930,,,,,,,,,,0.00%,-18.35%,-18.35%
512380.SH,MSCI中国ETF,银华基金,股票型,20190319,0.5,0.1,MSCI中国A股人民币指数收益率,被动指数型,E,周大鹏,1.91,20220930,,,,,,,,4.64%,40.67%,7.43%,-18.35%,29.11%
510590.SH,平安中证500ETF,平安基金,股票型,20180323,0.5,0.1,中证500指数收益率,被动指数型,E,成钧,5.3,20220930,,,,,,,-28.99%,27.30%,26.14%,19.00%,-18.36%,10.78%
159820.SZ,中证500ETF天弘,天弘基金,股票型,20200807,0.5,0.1,中证500指数收益率,被动指数型,E,陈瑶,22.24,20220930,,,,,,,,,-2.47%,18.40%,-18.38%,-5.75%
512280.SH,景顺MSCIA股ETF,景顺长城基金,股票型,20180427,0.5,0.1,MSCI中国A股国际通指数收益率,被动指数型,E,张晓南,0.83,20220930,,,,,,,-18.74%,37.27%,41.76%,12.04%,-18.41%,44.57%
516650.SH,有色50ETF,华夏基金,股票型,20210609,0.5,0.1,中证细分有色金属产业主题指数收益率,被动指数型,E,赵宗庭,0.3,20220930,,,,,,,,,,21.48%,-18.41%,-0.89%
501086.SH,ESG基金LOF,华宝基金,股票型,20190821,0.5,0.1,MSCI中国A股国际通ESG通用指数*95%+人民币银行活期存款利率(税后)*5%,被动指数型,E,张放 胡洁,0.42,20220930,,,,,,,,7.57%,37.57%,2.70%,-18.42%,23.99%
510500.SH,中证500ETF,南方基金,股票型,20130206,0.5,0.1,中证500指数,被动指数型,E,罗文杰,387.7,20220930,,7.17%,39.20%,47.56%,-16.52%,0.50%,-32.27%,27.90%,23.60%,17.18%,-18.44%,89.00%
510570.SH,兴业中证500ETF,兴业基金,股票型,20200630,0.5,0.1,中证500指数收益率,被动指数型,E,那赛男,0.09,20220930,,,,,,,,,-5.09%,14.33%,-18.55%,-11.62%
515530.SH,泰康中证500ETF,泰康基金,股票型,20200918,0.4,0.05,中证500指数收益率,被动指数型,E,魏军,0.63,20220930,,,,,,,,,0.49%,17.33%,-18.56%,-3.97%
159922.SZ,中证500ETF,嘉实基金,股票型,20130206,0.15,0.05,中证500指数,被动指数型,E,何如 李直,64.35,20220930,,7.58%,38.49%,40.06%,-15.26%,1.87%,-32.24%,28.00%,25.02%,17.96%,-18.56%,87.66%
516560.SH,养老ETF,华宝基金,股票型,20210908,0.5,0.1,中证养老产业指数收益率,被动指数型,E,张放,0.74,20220930,,,,,,,,,,4.59%,-18.58%,-14.84%
161127.SZ,标普生物科技LOF,易方达基金,股票型,20161213,0.8,0.25,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,宋钊贤,3.12,20220930,,,,,-0.14%,23.22%,-11.45%,33.52%,32.56%,-21.34%,-18.60%,20.45%
159999.SZ,永赢中证500ETF,永赢基金,股票型,20200714,0.15,0.05,中证500指数收益率,被动指数型,E,万纯,0.42,20220930,,,,,,,,,2.75%,15.68%,-18.60%,-3.25%
512780.SH,京津冀ETF,广发基金,股票型,20180419,0.5,0.1,中证京津冀协同发展主题指数收益率,被动指数型,E,姚曦,0.04,20221019,,,,,,,-31.31%,12.93%,11.81%,13.45%,-18.61%,-19.86%
165515.SZ,信诚300LOF,中信保诚基金,股票型,20120201,1,0.22,沪深300指数收益率*95%+金融同业存款利率*5%,被动指数型,E,HAN YILING,1.39,20220930,-2.30%,-6.37%,44.94%,0.63%,-7.02%,25.31%,-22.34%,34.73%,34.89%,4.69%,-18.65%,86.86%
160615.SZ,鹏华300LOF,鹏华基金,股票型,20090403,0.75,0.15,沪深300指数收益率*95%+银行同业存款利率*5%,被动指数型,E,苏俊杰,19.68,20220930,8.39%,-5.64%,51.88%,7.02%,-6.12%,24.63%,-22.47%,39.31%,38.48%,0.40%,-18.65%,137.60%
515930.SH,永赢沪深300ETF,永赢基金,股票型,20200413,0.15,0.05,沪深300指数收益率,被动指数型,E,万纯,0.59,20220930,,,,,,,,,49.52%,5.25%,-18.67%,28.00%
163418.SZ,兴全合兴,兴证全球基金,混合型,20210112,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,混合型,E,陈宇,59.33,20220930,,,,,,,,,,-0.49%,-29.76%,-30.10%
512500.SH,500ETF基金,华夏基金,股票型,20150505,0.5,0.1,中证500指数,被动指数型,E,荣膺,36.51,20220930,,,,-20.61%,-16.45%,0.87%,-32.05%,27.69%,23.73%,17.20%,-18.67%,-31.52%
512990.SH,MSCIA股ETF,华夏基金,股票型,20150212,0.5,0.1,MSCI中国A股国际通指数收益率,被动指数型,E,司帆,2.86,20220930,,,,8.98%,-9.43%,18.98%,-23.98%,40.75%,40.84%,5.89%,-18.69%,52.38%
510150.SH,消费ETF,招商基金,股票型,20101208,0.5,0.1,上证消费80指数,被动指数型,E,许荣漫,11.46,20220930,6.67%,12.94%,19.94%,29.07%,-7.61%,31.05%,-23.56%,42.14%,81.06%,-7.27%,-18.72%,235.25%
159935.SZ,景顺中证500ETF,景顺长城基金,股票型,20131226,0.5,0.1,中证500指数,被动指数型,E,张晓南,0.53,20220930,,-0.39%,39.97%,42.24%,-17.82%,2.19%,-30.89%,27.42%,28.65%,16.86%,-18.75%,79.31%
515780.SH,浦银MSCI中国ETF,浦银安盛基金,股票型,20200430,0.15,0.05,MSCI中国A股人民币指数收益率,被动指数型,E,陈士俊 高钢杰,1.69,20220930,,,,,,,,,47.38%,10.82%,-18.78%,32.65%
561500.SH,漂亮50ETF,华泰柏瑞基金,股票型,20210617,0.5,0.1,中证企业核心竞争力50指数收益率,被动指数型,E,谭弘翔,0.98,20220930,,,,,,,,,,-10.31%,-18.79%,-27.16%
516180.SH,光伏ETF平安,平安基金,股票型,20210209,0.5,0.1,中证光伏产业指数收益率,被动指数型,E,刘洁倩,1.02,20220930,,,,,,,,,,39.37%,-18.81%,13.16%
159871.SZ,有色金属ETF,银华基金,股票型,20210310,0.5,0.1,中证有色金属指数收益率,被动指数型,E,张亦驰 谭跃峰,0.5,20220930,,,,,,,,,,31.51%,-18.84%,6.73%
515190.SH,中银证券500ETF,中银证券,股票型,20200430,0.15,0.05,中证500指数收益率,被动指数型,E,张艺敏 计伟,0.64,20220930,,,,,,,,,25.84%,15.73%,-18.85%,18.19%
159708.SZ,红利ETF,西部利得基金,股票型,20210618,0.4,0.08,深证红利指数收益率,被动指数型,E,蔡路平,2.1,20220930,,,,,,,,,,-7.39%,-18.89%,-24.88%
513330.SH,恒生互联网ETF,华夏基金,股票型,20210126,0.5,0.15,恒生互联网科技业指数收益率(使用估值汇率折算),被动指数型,E,徐猛,204.59,20220930,,,,,,,,,,-42.99%,-18.93%,-53.78%
515660.SH,国联安沪深300ETF,国联安基金,股票型,20191125,0.3,0.05,沪深300指数,被动指数型,E,章椹元 黄欣,20.76,20220930,,,,,,,,1.34%,35.04%,-1.35%,-18.96%,9.41%
516290.SH,光伏ETF基金,汇添富基金,股票型,20210809,0.15,0.05,中证光伏产业指数收益率,被动指数型,E,董瑾,2.57,20220930,,,,,,,,,,4.39%,-18.99%,-15.43%
510560.SH,国寿500ETF,国寿安保基金,股票型,20150529,0.5,0.1,中证500指数,被动指数型,E,李康,2.23,20220930,,,,-27.71%,-16.78%,1.86%,-32.57%,26.46%,21.94%,17.67%,-19.02%,-39.30%
510530.SH,工银中证500ETF,工银瑞信基金,股票型,20191017,0.45,0.07,中证500指数收益率,被动指数型,E,赵栩,2.58,20220930,,,,,,,,1.58%,21.56%,16.37%,-19.02%,16.36%
159876.SZ,有色龙头ETF,华宝基金,股票型,20210312,0.5,0.1,中证有色金属指数收益率,被动指数型,E,陈建华,0.31,20220930,,,,,,,,,,35.88%,-19.02%,10.03%
501206.SH,添富创新未来LOF,汇添富基金,混合型,20201013,1.5,0.2,中证800指数收益率*55%+恒生指数收益率(使用估值汇率折算)*25%+中债综合指数收益率*20%,混合型,E,劳杰男 樊勇,40.51,20220930,,,,,,,,,7.27%,-7.39%,-33.00%,-33.44%
501207.SH,华夏创新未来LOF,华夏基金,混合型,20201013,1.5,0.2,中证800指数收益率*70%+上证国债指数收益率*20%+经汇率调整的恒生指数收益率*10%,混合型,E,周克平,44.72,20220930,,,,,,,,,10.00%,4.04%,-28.84%,-18.56%
501208.SH,中欧创新未来LOF,中欧基金,混合型,20201009,1.5,0.2,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,混合型,E,刘金辉 周蔚文 邵洁,55.17,20220930,,,,,,,,,10.84%,11.08%,-28.10%,-11.48%
501205.SH,鹏华创新未来,鹏华基金,混合型,20200930,1.5,0.2,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),混合型,E,王宗合,27.73,20220930,,,,,,,,,5.33%,-27.15%,-24.93%,-42.40%
515360.SH,方正沪深300ETF,方正富邦基金,股票型,20190924,0.5,0.1,沪深300指数收益率,被动指数型,E,徐维君,1.52,20220930,,,,,,,,4.74%,43.33%,6.08%,-19.08%,28.86%
160140.SZ,美国REIT精选LOF,南方基金,股票型,20171026,0.8,0.25,道琼斯美国精选REIT指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,张其思,0.78,20220930,,,,,,-0.43%,-1.52%,21.30%,-17.41%,37.44%,-19.10%,8.94%
501203.SH,易方达创新未来,易方达基金,混合型,20200929,1.5,0.2,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,混合型,E,陈皓,53.16,20220930,,,,,,,,,6.48%,19.74%,-16.81%,6.07%
159857.SZ,光伏ETF,天弘基金,股票型,20210204,0.5,0.1,中证光伏产业指数收益率,被动指数型,E,刘笑明,11.43,20220930,,,,,,,,,,42.43%,-19.13%,15.19%
512360.SH,平安MSCI国际ETF,平安基金,股票型,20180615,0.5,0.1,MSCI中国A股国际指数(MSCI China A International Index)收益率,被动指数型,E,钱晶,0.84,20220930,,,,,,,-15.40%,39.54%,42.98%,8.98%,-19.15%,48.73%
510510.SH,中证500ETF基金,广发基金,股票型,20130411,0.5,0.1,中证500指数,被动指数型,E,刘杰,23.97,20220930,,7.68%,38.71%,38.78%,-16.75%,0.77%,-32.03%,27.50%,23.60%,17.82%,-19.15%,77.46%
561900.SH,沪深300ESGETF,招商基金,股票型,20210706,0.5,0.1,沪深300ESG基准指数收益率,被动指数型,E,刘重杰,0.64,20220930,,,,,,,,,,-3.46%,-19.15%,-21.95%
510550.SH,方正中证500ETF,方正富邦基金,股票型,20181130,0.5,0.1,中证500指数收益率,被动指数型,E,于润泽,0.19,20220930,,,,,,,-0.03%,25.11%,24.15%,15.22%,-19.17%,44.59%
162720.SZ,广发创业板定开,广发基金,混合型,20200924,1.5,0.25,创业板指数收益率*80%+中债综合财富(总值)指数收益率*20%,混合型,E,李巍,6.33,20220930,,,,,,,,,1.33%,24.61%,-21.56%,-0.96%
563000.SH,中国A50ETF,易方达基金,股票型,20211029,0.5,0.1,MSCI中国A50互联互通人民币指数收益率,被动指数型,E,宋钊贤 林伟斌,60.38,20220930,,,,,,,,,,-0.21%,-19.18%,-19.35%
512160.SH,MSCI中国A股ETF,南方基金,股票型,20180403,0.5,0.1,MSCI中国A股国际通指数收益率,被动指数型,E,罗文杰,4.64,20220930,,,,,,,-16.96%,40.29%,43.32%,4.41%,-19.20%,40.86%
161811.SZ,沪深300LOF银华,银华基金,股票型,20140107,1,0.22,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,张凯 杨腾,0.94,20220930,,,52.08%,1.43%,-10.83%,21.68%,-23.59%,41.31%,39.30%,-1.90%,-19.22%,99.52%
160529.SZ,创业板博时定开,博时基金,混合型,20200903,1.5,0.25,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,混合型,E,郭晓林,2.07,20220930,,,,,,,,,11.16%,20.37%,-27.80%,-3.40%
160143.SZ,创业板定开南方,南方基金,混合型,20200901,1.5,0.25,创业板指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数收益率*10%,混合型,E,应帅,3.38,20220930,,,,,,,,,14.48%,12.60%,-24.27%,-2.38%
518890.SH,中银上海金ETF,中银基金,商品型,20200828,0.5,0.1,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,黄金现货合约,E,瞿明昱 赵建忠,0.76,20220930,,,,,,,,,-5.24%,-5.57%,8.66%,-2.77%
159905.SZ,深红利ETF,工银瑞信基金,股票型,20101105,0.5,0.1,深证红利价格指数,被动指数型,E,赵栩,24.33,20220930,5.20%,-4.55%,55.32%,15.61%,-6.54%,49.20%,-26.28%,60.01%,34.12%,-12.74%,-19.25%,180.25%
515770.SH,上投摩根MSCIAETF,上投摩根基金,股票型,20200513,0.15,0.05,MSCI中国A股人民币指数收益率,被动指数型,E,何智豪 胡迪,1.13,20220930,,,,,,,,,33.97%,5.70%,-19.25%,14.35%
168207.SZ,创业定开,中融基金,混合型,20200821,1.5,0.25,创业板创新指数收益率*70%+中债综合财富指数收益率*25%+恒生指数收益率*5%,混合型,E,杨鑫桐 甘传琦,1.02,20220930,,,,,,,,,7.60%,24.39%,-23.16%,2.84%
161914.SZ,创业板2年定开,万家基金,混合型,20200814,1.5,0.25,创业板综合指数收益率*80%+中债综合指数收益率*20%,混合型,E,黄兴亮,7.3,20220930,,,,,,,,,5.20%,5.63%,-21.47%,-12.74%
159602.SZ,中国A50ETF,南方基金,股票型,20211029,0.5,0.1,MSCI中国A50互联互通指数(人民币)收益率,被动指数型,E,李佳亮,17.44,20220930,,,,,,,,,,-0.03%,-19.26%,-19.28%
515800.SH,800ETF,汇添富基金,股票型,20191008,0.15,0.05,中证800指数收益率,被动指数型,E,乐无穹 过蓓蓓,18.56,20220930,,,,,,,,5.20%,29.94%,2.04%,-19.33%,12.52%
159976.SZ,湾创ETF,工银瑞信基金,股票型,20191101,0.25,0.05,粤港澳大湾区创新100指数收益率,被动指数型,E,史宝珖,1.01,20220930,,,,,,,,2.55%,32.45%,-9.82%,-19.33%,-1.19%
518860.SH,黄金ETFAU,建信基金,商品型,20200805,0.5,0.1,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率,黄金现货合约,E,朱金钰,0.58,20220930,,,,,,,,,-7.05%,-5.53%,8.92%,-4.36%
516790.SH,医疗保健ETF,华泰柏瑞基金,股票型,20210812,0.5,0.1,中证全指医疗保健设备与服务指数收益率,被动指数型,E,柳军,1.62,20220930,,,,,,,,,,-4.27%,-19.34%,-22.78%
506001.SH,万家科创板,万家基金,混合型,20200803,1.5,0.25,中国战略新兴产业成份指数收益率*75%+中债综合指数收益率*25%,混合型,E,李文宾,7.1,20220930,,,,,,,,,12.65%,23.51%,-25.05%,4.29%
159601.SZ,A50ETF,华夏基金,股票型,20211101,0.5,0.1,MSCI中国A50互联互通人民币指数收益率,被动指数型,E,荣膺,46.42,20220930,,,,,,,,,,0.04%,-19.34%,-19.31%
501043.SH,沪深300LOF,汇添富基金,股票型,20170906,0.5,0.1,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,董瑾,1.98,20220930,,,,,,3.26%,-21.29%,38.64%,37.00%,0.17%,-19.35%,24.70%
506005.SH,科创板博时,博时基金,混合型,20200729,1.5,0.25,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,混合型,E,肖瑞瑾,21.62,20220930,,,,,,,,,11.47%,13.30%,-33.22%,-15.66%
506003.SH,富国科创板,富国基金,混合型,20200729,1.5,0.25,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生港股通指数收益率(使用估值汇率折算)*10%,混合型,E,李元博,15.49,20220930,,,,,,,,,-4.87%,11.65%,-28.21%,-23.75%
506006.SH,汇添富科创板,汇添富基金,混合型,20200728,1.5,0.25,中国战略新兴产业成份指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,混合型,E,马翔,16.61,20220930,,,,,,,,,12.94%,15.63%,-24.30%,-1.14%
506000.SH,科创板基金,南方基金,混合型,20200728,1.5,0.25,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*5%,混合型,E,王博,25.21,20220930,,,,,,,,,2.66%,15.27%,-28.63%,-15.54%
506002.SH,易方达科创板,易方达基金,混合型,20200728,1.5,0.25,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率*10%,混合型,E,郑希,15.32,20220930,,,,,,,,,4.64%,20.61%,-19.15%,2.04%
163821.SZ,沪深300等权LOF,中银基金,股票型,20120517,0.75,0.15,沪深300等权重指数收益率*95%+同期银行活期存款利率*5%,被动指数型,E,赵建忠,0.42,20220930,0.80%,-1.98%,42.51%,16.83%,-13.74%,5.21%,-26.66%,36.89%,39.09%,1.82%,-19.36%,71.20%
160325.SZ,华夏创业板定开,华夏基金,混合型,20200724,1.5,0.25,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,混合型,E,屠环宇 张景松 林晶,8.96,20220930,,,,,,,,,13.42%,13.19%,-27.98%,-7.54%
501201.SH,科创红土,红土创新基金,混合型,20200723,1.5,0.25,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,灵活配置型,E,盖俊龙,3.85,20220930,,,,,,,,,47.64%,45.56%,-24.52%,62.20%
501202.SH,科创华泰,华泰证券资管,混合型,20200717,1.2,0.2,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*40%,灵活配置型,E,刘瑞,9.12,20220930,,,,,,,,,16.94%,8.47%,-20.03%,1.43%
560050.SH,MSCI中国A50ETF,汇添富基金,股票型,20211029,0.5,0.1,MSCI中国A50互联互通人民币指数收益率,被动指数型,E,乐无穹 吴振翔,70.51,20220930,,,,,,,,,,-0.27%,-19.38%,-19.60%
160926.SZ,创业板定开,大成基金,混合型,20200716,1.5,0.25,创业板综合指数收益率*60%+中债综合全价指数收益率*30%+恒生综合指数收益率*10%,混合型,E,谢家乐 邹建,7.68,20220930,,,,,,,,,19.97%,14.73%,-22.28%,6.98%
166027.SZ,中欧创业定开,中欧基金,混合型,20200716,1.5,0.25,创业板指数收益率*70%+中证短债指数收益率*20%+中证港股通指数收益率*10%,混合型,E,许文星,8.11,20220930,,,,,,,,,7.03%,14.80%,-18.17%,0.55%
161040.SZ,创业富国定开,富国基金,混合型,20200714,1.5,0.25,创业板指数收益率*55%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%,混合型,E,曹晋,11.31,20220930,,,,,,,,,17.12%,31.73%,-21.66%,20.86%
159983.SZ,粤港澳大湾区ETF,华夏基金,股票型,20200225,0.3,0.1,粤港澳大湾区创新100指数收益率,被动指数型,E,华龙,0.63,20220930,,,,,,,,,42.40%,-5.44%,-19.41%,8.51%
518600.SH,上海金ETF,广发基金,商品型,20200708,0.5,0.1,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,黄金现货合约,E,霍华明,1.12,20220930,,,,,,,,,-4.26%,-5.71%,8.41%,-2.14%
518680.SH,金ETF,富国基金,商品型,20200706,0.5,0.1,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,黄金现货合约,E,王乐乐,1.69,20220930,,,,,,,,,-2.45%,-5.77%,8.46%,-0.30%
160706.SZ,沪深300LOF,嘉实基金,股票型,20050829,0.5,0.1,沪深300指数增长率*95%+银行活期存款利率(税后)*5%,被动指数型,E,何如 刘珈吟,91.54,20220930,8.81%,-5.16%,51.12%,6.98%,-8.72%,22.18%,-22.78%,35.78%,26.53%,-3.56%,-19.44%,91.77%
