ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,all
517200.SH,互联网ETF,嘉实基金,股票型,20210125,0.5,0.1,中证沪港深互联网指数,被动指数型,E,田光远,1.52,20230630,,,,,,,,,,-0.2723,-0.23223855984609046,0.14354752103096483,-0.3611
159843.SZ,食品饮料ETF,招商基金,股票型,20210125,0.5,0.1,国证食品饮料行业指数收益率,被动指数型,E,侯昊 刘重杰,2.12,20230630,,,,,,,,,,-0.044399999999999995,-0.13164503976559233,-0.015666425644733684,-0.18320000000000003
516160.SH,新能源ETF,南方基金,股票型,20210122,0.15,0.05,中证新能源指数收益率,被动指数型,E,龚涛,64.43,20230630,,,,,,,,,,0.35830000000000006,-0.2741662372082751,-0.1227429498884155,-0.1352
159856.SZ,互联网龙头ETF,工银瑞信基金,股票型,20210122,0.45,0.07,中证沪港深互联网指数收益率,被动指数型,E,史宝珖,3.82,20230630,,,,,,,,,,-0.28969999999999996,-0.2335632831198086,0.14382806759735495,-0.37729999999999997
515910.SH,质量ETF,中金基金,股票型,20210121,0.3,0.05,MSCI中国A股国际质量指数收益率,被动指数型,E,耿帅军,2.78,20230630,,,,,,,,,,-0.13990000000000002,-0.21764911056853845,-0.08024966562639328,-0.3811
516050.SH,科技龙头ETF,工银瑞信基金,股票型,20210121,0.45,0.07,中证科技龙头指数收益率,被动指数型,E,刘伟琳,5.0,20230630,,,,,,,,,,-0.09230000000000005,-0.34207337225955714,0.12089752176825193,-0.3306
159837.SZ,生物科技ETF,易方达基金,股票型,20210114,0.15,0.05,中证生物科技主题指数收益率,被动指数型,E,张湛,16.01,20230630,,,,,,,,,,-0.1886,-0.2648508750308109,-0.11248952221290871,-0.4706
163418.SZ,兴全合兴LOF,兴证全球基金,混合型,20210112,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,混合型,E,陈宇,46.4,20230630,,,,,,,,,,-0.0049000000000000155,-0.2975580343684052,-0.058217708482334526,-0.3416
515400.SH,大数据ETF,富国基金,股票型,20210107,0.5,0.1,中证大数据产业指数收益率,被动指数型,E,蔡卡尔,11.92,20230630,,,,,,,,,,-0.005600000000000049,-0.2550281576830249,0.2984611231101511,-0.03810000000000002
516880.SH,光伏50ETF,银华基金,股票型,20210105,0.5,0.1,中证光伏产业指数收益率,被动指数型,E,王帅,10.82,20230630,,,,,,,,,,0.4120999999999999,-0.1966574605197931,-0.13776994270603798,-0.02180000000000004
515920.SH,智能消费ETF,博时基金,股票型,20201230,0.5,0.1,中证智能消费主题指数,被动指数型,E,尹浩,2.22,20230630,,,,,,,,,0.00039999999999995595,-0.015493802479008355,-0.3087623108945071,0.14010867968864746,-0.2237
513550.SH,港股通50ETF,华泰柏瑞基金,股票型,20201230,0.5,0.1,中证港股通50指数收益率(使用估值汇率折算),被动指数型,E,何琦 李茜,43.13,20230630,,,,,,,,,0.00029999999999996696,-0.14895531340597823,-0.058146364383883466,0.032925916687453344,-0.17179999999999995
515170.SH,食品饮料ETF,华夏基金,股票型,20201230,0.5,0.1,中证细分食品饮料产业主题指数收益率,被动指数型,E,徐猛,35.17,20230630,,,,,,,,,0.00029999999999996696,-0.12056383085074471,-0.14095714448107308,-0.03136165144898776,-0.268
515250.SH,智能汽车ETF,富国基金,股票型,20201224,0.5,0.1,中证智能汽车主题指数收益率,被动指数型,E,张圣贤,7.42,20230630,,,,,,,,,0.004999999999999893,0.2047761194029853,-0.35728444003964327,0.18748393729118482,-0.07589999999999997
159828.SZ,医疗ETF,国泰基金,股票型,20201224,0.5,0.1,中证医疗指数收益率,被动指数型,E,梁杏 黄岳,22.19,20230630,,,,,,,,,-0.00019999999999997797,-0.15933186637327465,-0.24723378941106483,-0.16105579263473999,-0.46919999999999995
515710.SH,食品ETF,华宝基金,股票型,20201224,0.5,0.1,中证细分食品饮料产业主题指数收益率,被动指数型,E,蒋俊阳,8.54,20230630,,,,,,,,,0.013900000000000023,-0.10148929874741097,-0.13754116355653137,-0.026855033727885974,-0.23540000000000005
515290.SH,银行ETF天弘,天弘基金,股票型,20201211,0.5,0.1,中证银行指数收益率,被动指数型,E,陈瑶,50.42,20230630,,,,,,,,,0.010299999999999976,-0.009700089082450788,-0.04437781109445277,0.07843547375026129,0.031199999999999894
159824.SZ,新能车ETF,博时基金,股票型,20201210,0.5,0.1,中证新能源汽车指数收益率,被动指数型,E,尹浩,3.2,20230630,,,,,,,,,0.050000000000000044,0.4390476190476189,-0.2845797485109199,-0.06790009250693795,0.007600000000000051
159827.SZ,农业50ETF,银华基金,股票型,20201210,0.5,0.1,中证农业主题指数,被动指数型,E,张亦驰 谭跃峰,1.42,20230630,,,,,,,,,0.02980000000000005,0.034375606913963755,-0.1589372887720615,-0.07712053571428577,-0.17310000000000003
159825.SZ,农业ETF,富国基金,股票型,20201210,0.5,0.1,中证农业主题指数收益率,被动指数型,E,张圣贤,29.05,20230630,,,,,,,,,0.026499999999999968,-0.008085728202630272,-0.1593007267727362,-0.08246700151851419,-0.21450000000000002
515790.SH,光伏ETF,华泰柏瑞基金,股票型,20201207,0.5,0.1,中证光伏产业指数收益率,被动指数型,E,李沐阳 李茜,164.95,20230630,,,,,,,,,0.13660000000000005,0.5023755058947739,-0.19577184352307334,-0.13871695914949383,0.18280000000000007
515120.SH,创新药ETF,广发基金,股票型,20201203,0.5,0.1,中证创新药产业指数,被动指数型,E,罗国庆,32.17,20230630,,,,,,,,,0.026799999999999935,-0.09427347097779498,-0.2532258064516129,-0.11159107271418288,-0.383
515320.SH,电子50ETF,华安基金,股票型,20201125,0.5,0.1,中证电子50指数收益率,被动指数型,E,许之彦,2.54,20230630,,,,,,,,,0.009100000000000108,0.034287979387573046,-0.3745329117562518,0.13371113493643733,-0.25980000000000003
513300.SH,纳斯达克ETF,华夏基金,股票型,20201022,0.6,0.2,估值汇率调整后的纳斯达克100指数收益,被动指数型,E,赵宗庭,19.96,20230630,,,,,,,,,0.06980000000000008,0.2305103757711721,-0.2725615314494075,0.44830827067669177,0.3869
501206.SH,添富创新未来LOF,汇添富基金,混合型,20201013,1.5,0.2,中证800指数收益率*55%+恒生指数收益率(使用估值汇率折算)*25%+中债综合指数收益率*20%,混合型,E,劳杰男 樊勇,34.13,20230630,,,,,,,,,0.07269999999999999,-0.0739256082781766,-0.3299778538353131,-0.02073317307692296,-0.34819999999999995
501207.SH,华夏创新未来LOF,华夏基金,混合型,20201013,1.5,0.2,中证800指数收益率*70%+上证国债指数收益率*20%+经汇率调整的恒生指数收益率*10%,混合型,E,周克平,38.67,20230630,,,,,,,,,0.10000000000000009,0.04036363636363636,-0.2883607130373996,-0.09958251473477414,-0.26670000000000005
501208.SH,中欧创新未来LOF,中欧基金,混合型,20201009,1.5,0.2,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,混合型,E,刘金辉 周蔚文 邵洁,49.25,20230630,,,,,,,,,0.10840000000000005,0.11079032840129918,-0.28102664067576355,0.02744832260250761,-0.09040000000000004
501205.SH,鹏华创新未来LOF,鹏华基金,混合型,20200930,1.5,0.2,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),混合型,E,闫思倩,25.54,20230630,,,,,,,,,0.0532999999999999,-0.2715275799867084,-0.24931578261436207,-0.12899305555555543,-0.49829999999999997
159821.SZ,BOCI创业板ETF,中银证券,股票型,20200929,0.15,0.05,创业板指数收益率,被动指数型,E,张艺敏 计伟,0.24,20230630,,,,,,,,,0.10539999999999994,0.10738194318798629,-0.2940119271301364,-0.03239990742883582,-0.16379999999999995
159822.SZ,新经济ETF,银华基金,股票型,20200929,0.25,0.1,标普中国新经济行业(A股上限)指数收益率,被动指数型,E,李宜璇 马君,1.88,20230630,,,,,,,,,0.0693999999999999,-0.2920329156536375,-0.1318187821952186,0.014148790506617945,-0.33340000000000003
501203.SH,易方达创新未来,易方达基金,混合型,20200929,1.5,0.2,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,混合型,E,陈皓,41.72,20230630,,,,,,,,,0.06479999999999997,0.1974079639368895,-0.168078431372549,-0.09247737556561084,-0.0373
588000.SH,科创50ETF,华夏基金,股票型,20200928,0.5,0.1,上证科创板50成份指数收益率,被动指数型,E,张弘弢 荣膺,671.92,20230630,,,,,,,,,-0.0027885899999999797,0.012117841692164254,-0.31136035229961295,0.019484408161494046,-0.29141667000000004
588080.SH,科创50ETF易方达,易方达基金,股票型,20200928,0.5,0.1,上证科创板50成份指数收益率,被动指数型,E,成曦 林伟斌,236.83,20230630,,,,,,,,,-0.0032143000000000033,0.01075420724835843,-0.316063982350704,0.01616675097605217,-0.2997908
588050.SH,科创ETF,工银瑞信基金,股票型,20200928,0.5,0.1,上证科创板50成份指数收益率,被动指数型,E,赵栩,63.68,20230630,,,,,,,,,-0.007410240000000012,0.010600955625413596,-0.31260854219930895,0.016675094379042497,-0.29897127999999995
588090.SH,科创板ETF,华泰柏瑞基金,股票型,20200928,0.5,0.1,上证科创板50成份指数收益率,被动指数型,E,柳军,39.36,20230630,,,,,,,,,0.005192040000000064,0.007849942783072493,-0.3155500408584594,0.017019143978945446,-0.29479440999999995
159823.SZ,H股ETF基金,嘉实基金,股票型,20200924,0.15,0.05,恒生中国企业指数收益率(使用估值汇率折算),被动指数型,E,刘珈吟,0.3,20230630,,,,,,,,,0.034399999999999986,-0.24719644238205726,-0.09862591498651598,0.04303220290681106,-0.268
162720.SZ,广发创业板定开,广发基金,混合型,20200924,1.5,0.25,创业板指数收益率*80%+中债综合财富(总值)指数收益率*20%,混合型,E,李巍,3.2,20230630,,,,,,,,,0.01330000000000009,0.2461265173196485,-0.21564900609804388,-0.13307754442649428,-0.14139999999999997
515530.SH,中证500ETF泰康,泰康基金,股票型,20200918,0.4,0.05,中证500指数收益率,被动指数型,E,魏军,0.77,20230630,,,,,,,,,0.004900640000000012,0.17332628029772176,-0.18556701074645443,0.056594573883130286,0.015087450000000002
515760.SH,浙江国资ETF,华夏基金,股票型,20200917,0.45,0.05,中证浙江国资创新发展指数收益率,被动指数型,E,余昊 鲁亚运,2.19,20230630,,,,,,,,,0.0524,0.14367160775370583,-0.13276836158192085,0.09580379383023555,0.14379999999999993
510370.SH,300指数ETF,兴业基金,股票型,20200911,0.5,0.1,沪深300指数收益率,被动指数型,E,那赛男,0.52,20230630,,,,,,,,,0.09610000000000007,-0.05574308913420322,-0.20144927536231877,0.05166364186327884,-0.13080000000000003
160529.SZ,创业板博时定开,博时基金,混合型,20200903,1.5,0.25,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,混合型,E,郭晓林,2.06,20230630,,,,,,,,,0.11159999999999992,0.2036703850305867,-0.2780269058295965,-0.021428571428571366,-0.05469999999999997
160143.SZ,创业板定开南方,南方基金,混合型,20200901,1.5,0.25,创业板指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数收益率*10%,混合型,E,应帅,3.37,20230630,,,,,,,,,0.14480000000000004,0.12604821802934998,-0.24272748429136606,0.006146281499692692,-0.017800000000000038
502056.SH,医疗基金LOF,广发基金,股票型,20200826,0.5,0.15,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,霍华明,9.42,20230630,,,,-0.07509999999999994,-0.2088874472915991,-0.09401475813063674,-0.10571113122171955,0.47058301146997833,0.6553272260263722,-0.11485971596813298,-0.2351882288487126,-0.15532589788191953,-0.1745
168207.SZ,创业定开,中融基金,混合型,20200821,1.5,0.25,创业板创新指数收益率*70%+中债综合财富指数收益率*25%+恒生指数收益率*5%,混合型,E,甘传琦,0.89,20230630,,,,,,,,,0.07600000000000007,0.24386617100371744,-0.23161984459055593,-0.12357802625182304,-0.09860000000000002
510760.SH,上证综指ETF,国泰基金,股票型,20200821,0.5,0.1,上证综合指数收益率,被动指数型,E,吴中昊 梁杏,4.91,20230630,,,,,,,,,0.0026999999999999247,0.10571457065922021,-0.0726977541264544,0.07605524217078394,0.10640000000000005
161914.SZ,创业板2年定开,万家基金,混合型,20200814,1.5,0.25,创业板综合指数收益率*80%+中债综合指数收益率*20%,混合型,E,黄兴亮,8.24,20230630,,,,,,,,,0.052000000000000046,0.056273764258555056,-0.214722822174226,0.0262404033459378,-0.10440000000000005
161121.SZ,银行LOF易方达,易方达基金,股票型,20200807,0.5,0.1,中证银行指数收益率*95%+活期存款利率(税后)*5%,被动指数型,E,刘树荣,9.8,20230630,,,,-0.14080000000000004,-0.02688547486033521,0.15247548433389135,-0.13092644465193484,0.2481203007518798,0.07075922738573326,0.006072512948740972,-0.04029824249955628,0.07038475767665563,0.1573
159820.SZ,中证500ETF天弘,天弘基金,股票型,20200807,0.5,0.1,中证500指数收益率,被动指数型,E,陈瑶,22.78,20230630,,,,,,,,,-0.024700000000000055,0.1840459345842306,-0.18384135781087638,0.06281167108753319,0.0017000000000000348
159808.SZ,创业板ETF融通,融通基金,股票型,20200805,0.3,0.1,创业板指数收益率,被动指数型,E,何天翔 蔡志伟,0.86,20230630,,,,,,,,,0.11109999999999998,0.12015120151201508,-0.2940703840591354,-0.03367463026166093,-0.15059999999999996
506001.SH,万家科创板,万家基金,混合型,20200803,1.5,0.25,中国战略新兴产业成份指数收益率*75%+中债综合指数收益率*25%,混合型,E,李文宾,7.44,20230630,,,,,,,,,0.12650000000000006,0.23510587660896573,-0.250461069457185,0.10234539909472971,0.14960137000000007
513990.SH,港股通ETF,招商基金,股票型,20200803,0.2,0.05,上证港股通指数收益率,被动指数型,E,苏燕青,0.64,20230630,,,,,,,,,0.04610000000000003,-0.15103718573750122,-0.060353563787861705,0.026350461133069852,-0.1431
506005.SH,科创板博时,博时基金,混合型,20200729,1.5,0.25,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,混合型,E,肖瑞瑾,20.9,20230630,,,,,,,,,0.11470000000000002,0.1330371938638198,-0.3321954178560866,-0.030872647517918253,-0.18250241
506003.SH,富国科创板,富国基金,混合型,20200729,1.5,0.25,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生港股通指数收益率(使用估值汇率折算)*10%,混合型,E,李元博,14.67,20230630,,,,,,,,,-0.048699999999999966,0.11647219594239462,-0.2820826664155918,-0.003278688524590094,-0.24
506006.SH,汇添富科创板,汇添富基金,混合型,20200728,1.5,0.25,中国战略新兴产业成份指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,混合型,E,夏正安 马翔,17.65,20230630,,,,,,,,,0.12939999999999996,0.15634104834425364,-0.24302030370369926,-0.05804694519834072,-0.06879089000000005
506000.SH,科创板基金,南方基金,混合型,20200728,1.5,0.25,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*5%,混合型,E,王博,22.71,20230630,,,,,,,,,0.026599999999999957,0.1527371907266706,-0.28625474057799555,-0.12278341791747259,-0.2590624
506002.SH,易方达科创板,易方达基金,混合型,20200728,1.5,0.25,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率*10%,混合型,E,郑希,15.14,20230630,,,,,,,,,0.0464,0.20613532110091742,-0.1914768877268046,-0.040503361981124406,-0.020894109999999966
159819.SZ,人工智能ETF,易方达基金,股票型,20200727,0.15,0.05,中证人工智能主题指数收益率,被动指数型,E,张湛,38.84,20230630,,,,,,,,,-0.05300000000000005,0.0833157338965154,-0.3445754946875914,0.3312016656751934,-0.1049
160325.SZ,华夏创业板定开,华夏基金,混合型,20200724,1.5,0.25,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,混合型,E,屠环宇 张景松,8.4,20230630,,,,,,,,,0.1342000000000001,0.131899135954858,-0.27979436049228856,-0.002703579539309989,-0.07779999999999998
501201.SH,科创红土,红土创新基金,混合型,20200723,1.5,0.25,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,灵活配置型,E,盖俊龙,3.72,20230630,,,,,,,,,0.47639999999999993,0.45556759685722037,-0.24523033969288036,-0.15911472782195918,0.3640000000000001
501202.SH,科创华泰,华泰证券资管,混合型,20200717,1.2,0.2,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*40%,灵活配置型,E,刘瑞,9.18,20230630,,,,,,,,,0.1694,0.08465879938429963,-0.20033112582781457,-0.03845016267376519,-0.024700000000000055
515260.SH,电子ETF,华宝基金,股票型,20200717,0.5,0.1,中证电子50指数收益率,被动指数型,E,蒋俊阳,5.08,20230630,,,,,,,,,0.0039000000000000146,0.07261679450144433,-0.3734212481426449,0.14495331258337038,-0.22750000000000004
160926.SZ,创业板定开,大成基金,混合型,20200716,1.5,0.25,创业板综合指数收益率*60%+中债综合全价指数收益率*30%+恒生综合指数收益率*10%,混合型,E,谢家乐 邹建,7.04,20230630,,,,,,,,,0.1997,0.14728682170542642,-0.2227550130775937,-0.11815292578051978,-0.056599999999999984
166027.SZ,中欧创业定开,中欧基金,混合型,20200716,1.5,0.25,创业板指数收益率*70%+中证短债指数收益率*20%+中证港股通指数收益率*10%,混合型,E,许文星,9.16,20230630,,,,,,,,,0.07030000000000003,0.14799588900308314,-0.18165540815496042,-0.019791148682247666,-0.014399999999999968
161040.SZ,创业富国定开,富国基金,混合型,20200714,1.5,0.25,创业板指数收益率*55%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%,混合型,E,曹晋,11.74,20230630,,,,,,,,,0.17120000000000002,0.31728142076502724,-0.2166191340420016,-0.045751633986928206,0.15339999999999998
510570.SH,兴业中证500ETF,兴业基金,股票型,20200630,0.5,0.1,中证500指数收益率,被动指数型,E,那赛男,0.55,20230630,,,,,,,,,-0.050899999999999945,0.14329364661258023,-0.18551285595797615,0.05916958932005884,-0.06379999999999997
515560.SH,证券ETF建信,建信基金,股票型,20200629,0.2,0.05,中证全指证券公司指数,被动指数型,E,龚佳佳,3.98,20230630,,,,,,,,,0.08099999999999996,-0.019518963922294078,-0.2558731955844892,0.22644858628122239,-0.03269999999999995
512320.SH,工银MSCI中国ETF,工银瑞信基金,股票型,20200629,0.5,0.1,MSCI中国A股人民币指数收益率,被动指数型,E,邓皓友,0.28,20230630,,,,,,,,,0.10020000000000007,0.011543355753499303,-0.20262377572108908,0.022535211267605656,-0.09250000000000003
159814.SZ,创业大盘ETF,西部利得基金,股票型,20200619,0.5,0.1,创业板大盘指数收益率,被动指数型,E,蔡路平,5.25,20230630,,,,,,,,,0.18720000000000003,0.12109181266846361,-0.2950185587818479,-0.06956331043182837,-0.12696916999999996
159810.SZ,浦银创业板ETF,浦银安盛基金,股票型,20200612,0.15,0.05,创业板指数收益率,被动指数型,E,高钢杰,0.71,20230630,,,,,,,,,0.16710000000000003,0.13203667209322242,-0.2983651226158037,-0.034196332254584745,-0.10470000000000002
513080.SH,法国CAC40ETF,华安基金,股票型,20200529,0.5,0.15,法国CAC40指数收益率(经汇率调整后),被动指数型,E,倪斌,0.99,20230630,,,,,,,,,0.13369999999999993,0.15603775249184093,-0.05135052647642295,0.2068688168583607,0.5005
515100.SH,红利100ETF,景顺长城基金,股票型,20200522,0.5,0.1,中证红利低波动100指数收益率,被动指数型,E,张晓南 郑天行,8.54,20230630,,,,,,,,,0.19789999999999996,0.26220886551465067,0.008002645502645503,0.2159023814209801,0.8533999999999999
501200.SH,科创加银IOF,民生加银基金,混合型,20200515,1.5,0.25,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生互联网科技业指数收益率*10%,混合型,E,孙伟 王晓岩,2.27,20230630,,,,,,,,,0.3050999999999999,-0.04022680254386637,-0.39901005907711956,0.01899574920297553,-0.2329
515770.SH,摩根MSCIAETF,摩根基金,股票型,20200513,0.15,0.05,MSCI中国A股人民币指数收益率,被动指数型,E,何智豪 胡迪,0.95,20230630,,,,,,,,,0.3396999999999999,0.05702769276703742,-0.19250052962361414,0.030432881504153863,0.1782999999999999
167508.SZ,安信价值发现定开,安信基金,混合型,20200430,1.5,0.25,沪深300指数收益率*70%+中债总指数(全价)收益率*25%+恒生指数收益率*5%,混合型,E,张明 陈一峰,3.58,20230630,,,,,,,,,0.34329999999999994,0.06655251991364561,-0.07810427863474566,0.09660811629315562,0.4483999999999999
515190.SH,中银证券500ETF,中银证券,股票型,20200430,0.15,0.05,中证500指数收益率,被动指数型,E,张艺敏 计伟,0.63,20230630,,,,,,,,,0.25839999999999996,0.15734265734265732,-0.188478439989014,0.056152219873149924,0.2488999999999999
515780.SH,浦银MSCI中国ETF,浦银安盛基金,股票型,20200430,0.15,0.05,MSCI中国A股人民币指数收益率,被动指数型,E,高钢杰,0.23,20230630,,,,,,,,,0.4738,0.10815578775953318,-0.18779084006857702,0.018539452860049706,0.3514999999999999
515960.SH,医药健康ETF,嘉实基金,股票型,20200424,0.5,0.1,中证医药健康100策略指数收益率,被动指数型,E,王紫菡,2.86,20230630,,,,,,,,,0.37640000000000007,-0.12002324905550713,-0.22787318361955086,-0.09173527210520686,-0.15049999999999997
159813.SZ,半导体ETF,鹏华基金,股票型,20200417,0.5,0.1,国证半导体芯片指数收益率,被动指数型,E,罗英宇,40.53,20230630,,,,,,,,,0.1257999999999999,0.38767987209095756,-0.38358137301968315,0.04517133956386291,0.00649999999999995
515670.SH,中银中证100ETF,中银基金,股票型,20200417,0.45,0.09,中证100指数收益率,被动指数型,E,赵建忠,0.9,20230630,,,,,,,,,0.3576999999999999,-0.09052073359357739,-0.2054583738257207,0.04912852920191635,0.029300000000000104
515930.SH,永赢沪深300ETF,永赢基金,股票型,20200413,0.15,0.05,沪深300指数收益率,被动指数型,E,万纯,0.2,20230612,,,,,,,,,0.49519018000000004,0.052537209681246054,-0.18604766736735281,-0.003942046613153384,0.2758765299999999
501099.SH,平安新兴产业LOF,平安基金,混合型,20200410,0.6,0.1,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*20%+恒生指数收益率(经汇率估值调整)*15%,混合型,E,翟森,2.03,20230630,,,,,,,,,0.5915999999999999,0.251759235988942,-0.33032173869397174,0.11481675785055834,0.48750000000000004
510200.SH,上证券商ETF,汇安基金,股票型,20200409,0.5,0.1,上证证券行业指数,被动指数型,E,朱晨歌 陈欣,0.75,20230630,,,,,,,,,0.28,-0.008828125000000069,-0.23504374556632768,0.26282711724706365,0.2257
168701.SZ,金融科技LOF,合煦智远基金,股票型,20200403,0.5,0.1,国证香蜜湖金融科技指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,E,杨志勇,0.37,20230630,,,,,,,,,0.0826,0.03925734343247735,-0.19820460403519685,0.19842589513357714,0.08109999999999995
515130.SH,沪深300ETF博时,博时基金,股票型,20200403,0.15,0.05,沪深300指数收益率,被动指数型,E,唐屹兵,0.79,20230630,,,,,,,,,0.46619999999999995,-0.0013640703860319204,-0.20140691162409505,0.05454390014533648,0.23350000000000004
515280.SH,银行龙头ETF,富国基金,股票型,20200401,0.5,0.1,中证银行指数收益率,被动指数型,E,张圣贤,0.49,20230630,,,,,,,,,0.1786000000000001,-0.008569489224503646,-0.04912280701754396,0.07259152649095979,0.1923999999999999
159811.SZ,5G50ETF,博时基金,股票型,20200327,0.45,0.1,中证5G产业50指数收益率,被动指数型,E,尹浩,2.3,20230630,,,,,,,,,0.14650000000000007,0.11077191452245966,-0.34173537495092265,0.31575808183227955,0.10299999999999998
164508.SZ,国富中证100LOF,国海富兰克林基金,股票型,20200327,0.85,0.15,中证100指数收益率*95%+银行同业存款利率*5%,增强指数型,E,张志强,0.22,20230630,,,,,,,,,0.4447646493756005,-0.08710106382978723,-0.20029133284777853,0.036429872495446096,0.09317963496637846
501097.SH,科创国寿LOF,国寿安保基金,混合型,20200326,1.5,0.25,中证500指数收益率*70%+中证全债指数收益率*30%,混合型,E,吴坚,1.43,20230630,,,,,,,,,0.21419999999999995,0.11101960138362711,-0.11845811712379536,-0.062058526740666066,0.11539999999999995
501098.SH,科创建信LOF,建信基金,混合型,20200326,1.2,0.2,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,混合型,E,江映德,1.94,20230630,,,,,,,,,0.2593000000000001,0.12927817041213358,-0.2603895647282187,-0.027283962353835865,0.02320000000000011
159991.SZ,创大盘ETF,招商基金,股票型,20200320,0.2,0.1,创业板大盘指数收益率,被动指数型,E,苏燕青,0.99,20230630,,,,,,,,,0.6355,0.20128505044328954,-0.2781150644904517,-0.06505204444344964,0.32655703999999997
159992.SZ,创新药ETF,银华基金,股票型,20200320,0.5,0.05,中证创新药产业指数,被动指数型,E,王帅 马君,77.31,20230630,,,,,,,,,0.3918999999999999,-0.09900136504059194,-0.25261143449485685,-0.11671823322308765,-0.17210000000000003
501096.SH,国联安科创LOF,国联安基金,混合型,20200320,1.5,0.25,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,灵活配置型,E,潘明,3.87,20230630,,,,,,,,,0.1915,0.06898866974402018,-0.35714846510167236,-0.0355398143624817,-0.21030000000000004
159998.SZ,计算机ETF,天弘基金,股票型,20200320,0.5,0.1,中证计算机主题指数收益率,被动指数型,E,林心龙,22.36,20230630,,,,,,,,,0.10159999999999991,-0.00626361655773412,-0.26692244450534397,0.22878504672897196,-0.013900000000000023
160527.SZ,博时研究优选LOF,博时基金,混合型,20200320,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,灵活配置型,E,吴鹏 许少波,14.34,20230630,,,,,,,,,0.12369999999999992,0.06511673044406872,-0.27375021751496553,0.04056770895463437,-0.09550963000000001
515890.SH,红利ETF博时,博时基金,股票型,20200320,0.15,0.05,中证红利指数收益率,被动指数型,E,唐屹兵,3.52,20230630,,,,,,,,,0.19910000000000005,0.15244766908514706,-0.0029259280700484488,0.1237940637290748,0.5485542699999999
515950.SH,医药龙头ETF,富国基金,股票型,20200316,0.5,0.1,中证医药50指数收益率,被动指数型,E,王乐乐,9.14,20230630,,,,,,,,,0.6902999999999999,-0.060521800863751904,-0.22600755667506295,-0.0698885363273941,0.1432
159807.SZ,科技ETF,易方达基金,股票型,20200316,0.15,0.05,中证科技50指数收益率,被动指数型,E,张湛,5.51,20230630,,,,,,,,,0.6214,0.002096953250277581,-0.327917282127031,0.04157509157509147,0.13739999999999997
513090.SH,香港证券ETF,易方达基金,股票型,20200313,0.15,0.05,中证香港证券投资主题指数收益率(使用估值汇率折算),被动指数型,E,宋钊贤 范冰,15.32,20230630,,,,,,,,,0.2371000000000001,0.050683049066364866,-0.17356516387136484,0.1502373638648422,0.23570000000000002
501095.SH,中银证券科技创新LOF,中银证券,混合型,20200312,1.2,0.2,中国战略新兴产业成份指数收益率*80%+中债综合全价指数收益率*20%,混合型,E,张少华 林博程,5.52,20230630,,,,,,,,,0.1561999999999999,-0.036844836533471696,-0.2007004310344827,-0.18759829251853521,-0.27680000000000005
159806.SZ,新能源车ETF,国泰基金,股票型,20200310,0.5,0.1,中证新能源汽车指数收益率,被动指数型,E,徐成城,18.98,20230630,,,,,,,,,1.1143999999999998,0.43440219447597445,-0.28909624451844773,-0.069152636705162,1.0070000000000001
501093.SH,华夏翔阳LOF,华夏基金,混合型,20200306,1.5,0.25,中证800指数收益率*50%+中债综合指数收益率*30%+经汇率调整的恒生指数收益率*20%,混合型,E,季新星 阳琨,6.94,20230630,,,,,,,,,0.792,-0.2107142857142857,-0.18580316742081457,0.053664466828760055,0.21340000000000003
