ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee
011352.OF,金鹰年年邮益一年持有C,金鹰基金,20210309,混合型,混合型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,1.0,0.2
011566.OF,富国美丽中国C,富国基金,20210309,混合型,混合型,沪深300指数收益率*60%+中债综合全价指数收益率*40%,1.5,0.25
011042.OF,国泰价值先锋A,国泰基金,20210309,股票型,股票型,沪深300指数收益率*85%+中证综合债指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,1.5,0.25
011367.OF,创金合信群力一年定开A,创金合信基金,20210309,混合型,混合型,沪深300指数收益率*65%+中证短融AAA指数收益率*30%+恒生中国企业指数收益率(经汇率调整后)*5%,1.5,0.2
010814.OF,华安添益一年持有C,华安基金,20210309,混合型,混合型,中债综合全价指数收益率*85%+中证800指数收益率*15%,0.8,0.2
011287.OF,前海开源聚慧三年持有,前海开源基金,20210309,混合型,混合型,MSCI中国A股指数收益率*35%+恒生指数收益率*35%+银行活期存款利率(税后)*30%,1.5,0.25
011565.OF,富国周期优势C,富国基金,20210309,混合型,混合型,沪深300指数收益率*80%+中债综合全价指数收益率*20%,1.5,0.25
011129.OF,华安精致生活C,华安基金,20210309,混合型,混合型,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,1.5,0.25
011461.OF,鹏华创新成长C,鹏华基金,20210309,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%(经汇率估值调整)+中证综合债指数收益率*20%,1.5,0.25
011487.OF,博时创新精选C,博时基金,20210309,混合型,混合型,中国战略新兴产业成份指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,1.5,0.25
011128.OF,华安精致生活A,华安基金,20210309,混合型,混合型,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,1.5,0.25
011522.OF,鹏扬景源一年持有C,鹏扬基金,20210309,混合型,混合型,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,0.8,0.2
011486.OF,博时创新精选A,博时基金,20210309,混合型,混合型,中国战略新兴产业成份指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,1.5,0.25
011511.OF,国寿安保稳鑫一年持有C,国寿安保基金,20210309,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*10%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,0.8,0.15
011368.OF,创金合信群力一年定开C,创金合信基金,20210309,混合型,混合型,沪深300指数收益率*65%+中证短融AAA指数收益率*30%+恒生中国企业指数收益率(经汇率调整后)*5%,1.5,0.2
011567.OF,富国消费升级C,富国基金,20210309,混合型,混合型,申银万国消费品指数收益率*30%+中证港股通大消费主题指数收益率*30%+中证沪深港1100TMT指数收益率*20%+中债综合全价(总值)指数收益率*20%,1.5,0.25
010813.OF,华安添益一年持有A,华安基金,20210309,混合型,混合型,中债综合全价指数收益率*85%+中证800指数收益率*15%,0.8,0.2
011351.OF,金鹰年年邮益一年持有A,金鹰基金,20210309,混合型,混合型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,1.0,0.2
011521.OF,鹏扬景源一年持有A,鹏扬基金,20210309,混合型,混合型,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,0.8,0.2
011391.OF,民生加银新战略C,民生加银基金,20210309,混合型,灵活配置型,一年期银行定期存款利率(税后)+1%,1.5,0.25
011510.OF,国寿安保稳鑫一年持有A,国寿安保基金,20210309,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*10%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,0.8,0.15
011383.OF,富安达医药创新,富安达基金,20210309,混合型,混合型,中证医药卫生指数收益率*75%+上证国债指数收益率*25%,1.5,0.25
011410.OF,中信建投量化进取A,中信建投基金,20210309,混合型,混合型,中证500指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25
011093.OF,永赢宏泽一年定开,永赢基金,20210309,混合型,灵活配置型,沪深300指数收益率*50%+中国债券综合全价指数收益率*50%,1.5,0.25
011411.OF,中信建投量化进取C,中信建投基金,20210309,混合型,混合型,中证500指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25
011414.OF,鹏华宁华一年持有A,鹏华基金,20210309,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%(经汇率估值调整),0.6,0.15
011683.OF,华夏鼎华一年定开,华夏基金,20210309,债券型,债券型,中债综合指数收益率,0.3,0.1
011460.OF,鹏华创新成长A,鹏华基金,20210309,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%(经汇率估值调整)+中证综合债指数收益率*20%,1.5,0.25
011466.OF,兴业医疗保健A,兴业基金,20210308,混合型,混合型,中证医药卫生指数收益率*75%+中债综合全价指数收益率*25%,1.5,0.2
011231.OF,光大锦弘A,光大保德信基金,20210308,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,0.6,0.15
011256.OF,交银施罗德鸿光一年持有A,交银施罗德基金,20210308,混合型,混合型,中证综合债券指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,0.6,0.2
011556.OF,富国民裕沪港深精选C,富国基金,20210308,混合型,混合型,恒生综合指数收益率(经汇率调整后)*70%+中债综合全价(总值)指数*20%+沪深300指数收益率*10%,1.5,0.25
011707.OF,东吴配置优化C,东吴基金,20210308,混合型,灵活配置型,沪深300指数*50%+中国债券综合全价指数*50%,1.5,0.25
011258.OF,招商保证金快线D,招商基金,20210308,货币市场型,货币型,人民币活期存款基准利率(税后),0.2,0.08
011257.OF,交银施罗德鸿光一年持有C,交银施罗德基金,20210308,混合型,混合型,中证综合债券指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,0.6,0.2
011467.OF,兴业医疗保健C,兴业基金,20210308,混合型,混合型,中证医药卫生指数收益率*75%+中债综合全价指数收益率*25%,1.5,0.2
011232.OF,光大锦弘C,光大保德信基金,20210308,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,0.6,0.15
010467.OF,华安锦溶0-5年金融债3个月定开债,华安基金,20210305,债券型,债券型,中债-金融债券总全价(总值)指数收益率,0.3,0.05
010115.OF,易方达远见成长A,易方达基金,20210305,混合型,混合型,中证500指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,1.5,0.25
011614.OF,工银科创板50ETF联接A,工银瑞信基金,20210305,股票型,被动指数型,上证科创板50成份指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
011412.OF,易方达远见成长C,易方达基金,20210305,混合型,混合型,中证500指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,1.5,0.25
010997.OF,招商品质升级C,招商基金,20210305,混合型,混合型,沪深300指数收益率*60%+中债综合(全价)指数收益率*30%+恒生综合指数收益率(经汇率调整后)*10%,1.5,0.25
010795.OF,民生加银价值发现一年持有A,民生加银基金,20210305,混合型,混合型,中证800指数收益率*60%+恒生综合指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1.5,0.25
011615.OF,工银科创板50ETF联接C,工银瑞信基金,20210305,股票型,被动指数型,上证科创板50成份指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
010796.OF,民生加银价值发现一年持有C,民生加银基金,20210305,混合型,混合型,中证800指数收益率*60%+恒生综合指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1.5,0.25
010996.OF,招商品质升级A,招商基金,20210305,混合型,混合型,沪深300指数收益率*60%+中债综合(全价)指数收益率*30%+恒生综合指数收益率(经汇率调整后)*10%,1.5,0.25
860058.OF,光大阳光稳健增长C,光证资管,20210304,混合型,混合型,中债综合指数收益率*50%+沪深300指数收益率*40%+中证港股通综合指数(人民币)收益率*10%,1.0,0.1
011526.OF,中信保诚丰裕一年持有C,中信保诚基金,20210304,混合型,混合型,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,0.8,0.15
860009.OF,光大阳光稳健增长A,光证资管,20210304,混合型,混合型,中债综合指数收益率*50%+沪深300指数收益率*40%+中证港股通综合指数(人民币)收益率*10%,1.0,0.1
011394.OF,中欧融益稳健一年持有C,中欧基金,20210304,混合型,混合型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*17%+中证港股通综合指数(人民币)收益率*3%,0.6,0.13
011393.OF,中欧融益稳健一年持有A,中欧基金,20210304,混合型,混合型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*17%+中证港股通综合指数(人民币)收益率*3%,0.6,0.13
011613.OF,华夏科创板50ETF联接C,华夏基金,20210304,股票型,被动指数型,上证科创板50成份指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1
011611.OF,华泰柏瑞科创板50ETF联接C,华泰柏瑞基金,20210304,股票型,被动指数型,上证科创板50成份指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
011118.OF,汇添富稳健睿选一年持有A,汇添富基金,20210304,混合型,混合型,中债综合指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整)*5%,0.6,0.15
011610.OF,华泰柏瑞科创板50ETF联接A,华泰柏瑞基金,20210304,股票型,被动指数型,上证科创板50成份指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
009466.OF,东方可转债C,东方基金,20210304,债券型,债券型,中证可转换债券指数收益率*70%+中债综合指数收益率*30%,0.7,0.2
011173.OF,银华心享一年持有,银华基金,20210304,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+上证国债指数收益率*20%,1.5,0.25
009465.OF,东方可转债A,东方基金,20210304,债券型,债券型,中证可转换债券指数收益率*70%+中债综合指数收益率*30%,0.7,0.2
011525.OF,中信保诚丰裕一年持有A,中信保诚基金,20210304,混合型,混合型,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,0.8,0.15
011119.OF,汇添富稳健睿选一年持有C,汇添富基金,20210304,混合型,混合型,中债综合指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整)*5%,0.6,0.15
011612.OF,华夏科创板50ETF联接A,华夏基金,20210304,股票型,被动指数型,上证科创板50成份指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1
011421.OF,广发全球科技三个月定开A美元,广发基金,20210303,混合型,混合型,人民币计价的中证香港美国上市中美科技指数收益率*40%+中证TMT产业主题指数收益率*30%+中债新综合财富(总值)指数收益率*30%,1.5,0.35
011358.OF,华泰柏瑞品质成长C,华泰柏瑞基金,20210303,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*20%,1.5,0.25
011357.OF,华泰柏瑞品质成长A,华泰柏瑞基金,20210303,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*20%,1.5,0.25
011422.OF,广发全球科技三个月定开C人民币,广发基金,20210303,混合型,混合型,人民币计价的中证香港美国上市中美科技指数收益率*40%+中证TMT产业主题指数收益率*30%+中债新综合财富(总值)指数收益率*30%,1.5,0.35
010815.OF,农银汇理新兴消费,农银汇理基金,20210303,股票型,股票型,中证内地消费主题指数收益率*80%+中证全债指数收益率*20%,1.5,0.25
011420.OF,广发全球科技三个月定开A人民币,广发基金,20210303,混合型,混合型,人民币计价的中证香港美国上市中美科技指数收益率*40%+中证TMT产业主题指数收益率*30%+中债新综合财富(总值)指数收益率*30%,1.5,0.35
011702.OF,广发睿享稳健增利C,广发基金,20210303,混合型,混合型,中证全债指数收益率*75%+中证800指数收益率*25%,1.0,0.2
011423.OF,广发全球科技三个月定开C美元,广发基金,20210303,混合型,混合型,人民币计价的中证香港美国上市中美科技指数收益率*40%+中证TMT产业主题指数收益率*30%+中债新综合财富(总值)指数收益率*30%,1.5,0.35
010954.OF,天弘国证A50C,天弘基金,20210302,股票型,被动指数型,国证A50指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
011164.OF,富国兴远优选12个月持有A,富国基金,20210302,混合型,混合型,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,1.5,0.25
011165.OF,富国兴远优选12个月持有C,富国基金,20210302,混合型,混合型,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,1.5,0.25
010632.OF,工银瑞信瑞达一年定开,工银瑞信基金,20210302,债券型,债券型,中债综合财富(总值)指数收益率,0.3,0.1
011186.OF,信达澳银至诚精选,信达澳银基金,20210302,混合型,混合型,沪深300指数收益率*75%+中证港股通综合指数收益率*20%+中债综合财富(总值)指数收益率*5%,1.5,0.25
010592.OF,南方医药创新A,南方基金,20210302,股票型,股票型,中证医药卫生指数收益率*65%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*15%,1.5,0.25
010843.OF,富国天润回报A,富国基金,20210302,混合型,混合型,中债综合全价指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,0.8,0.1
010694.OF,万家内需增长一年持有,万家基金,20210302,混合型,混合型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25
010844.OF,富国天润回报C,富国基金,20210302,混合型,混合型,中债综合全价指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,0.8,0.1
010593.OF,南方医药创新C,南方基金,20210302,股票型,股票型,中证医药卫生指数收益率*65%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*15%,1.5,0.25
010953.OF,天弘国证A50A,天弘基金,20210302,股票型,被动指数型,国证A50指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
011169.OF,建信臻选,建信基金,20210302,混合型,混合型,沪深300指数收益率*60%+中债综合全价(总值)指数收益率*20%+中国战略新兴产业成份指数收益率*10%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
011608.OF,易方达科创板50ETF联接A,易方达基金,20210301,股票型,被动指数型,上证科创板50成份指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1
970020.OF,信达价值精选一年持有期A,信达证券,20210301,混合型,灵活配置型,沪深300指数收益率*50%+中债总财富指数收益率*50%,0.6,0.1
970021.OF,信达价值精选一年持有期B,信达证券,20210301,混合型,灵活配置型,沪深300指数收益率*50%+中债总财富指数收益率*50%,0.6,0.1
011609.OF,易方达科创板50ETF联接C,易方达基金,20210301,股票型,被动指数型,上证科创板50成份指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1
010253.OF,兴银中证500指数增强A,兴银基金,20210301,股票型,增强指数型,中证500指数收益率*95%+银行活期存款利率(税后)*5%,0.8,0.2
011205.OF,兴银中证500指数增强C,兴银基金,20210301,股票型,增强指数型,中证500指数收益率*95%+银行活期存款利率(税后)*5%,0.8,0.2
011531.OF,朱雀恒心一年持有,朱雀基金,20210301,混合型,混合型,中证800指数收益率*50%+中证港股通综合指数(人民币)收益率*25%+中债综合全价(总值)指数收益率*25%,1.5,0.25
011622.OF,汇添富短债E,汇添富基金,20210226,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1
011623.OF,汇添富中短债E,汇添富基金,20210226,债券型,债券型,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1
011236.OF,上投摩根行业睿选A,上投摩根基金,20210226,股票型,股票型,中证800指数收益率*65%+中证港股通指数收益率*20%+上证国债指数收益率*15%,1.5,0.25
011516.OF,嘉实浦盈一年持有A,嘉实基金,20210226,混合型,混合型,中债综合财富指数收益率*85%+中证800股票指数收益率*10%+恒生指数收益率*5%(人民币计价),0.6,0.2
011237.OF,上投摩根行业睿选C,上投摩根基金,20210226,股票型,股票型,中证800指数收益率*65%+中证港股通指数收益率*20%+上证国债指数收益率*15%,1.5,0.25
011517.OF,嘉实浦盈一年持有C,嘉实基金,20210226,混合型,混合型,中债综合财富指数收益率*85%+中证800股票指数收益率*10%+恒生指数收益率*5%(人民币计价),0.6,0.2
011166.OF,万家陆家嘴金融城金融债一年定开,万家基金,20210225,债券型,债券型,中债金融债总财富指数收益率,0.3,0.1
009947.OF,华宝宝泓纯债,华宝基金,20210225,债券型,债券型,中证综合债指数收益率,0.3,0.1
011580.OF,民生加银稳健配置6个月,民生加银基金,20210225,混合型,混合型,中债综合指数收益率*75%+沪深300指数收益率*20%+一年期定期存款基准利率(税后)*5%,0.6,0.15
011400.OF,汇添富数字未来C,汇添富基金,20210224,混合型,混合型,中证500指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中债综合指数收益率*20%,1.5,0.15
850004.OF,海通量化价值精选一年持有B,海通资管,20210224,混合型,混合型,沪深300指数收益率*80%+商业银行活期存款利率(税后)*20%,0.7,0.15
011592.OF,博时军工主题C,博时基金,20210224,股票型,股票型,中证军工指数收益率*80%+上证国债指数收益率*20%,1.5,0.25
850099.OF,海通量化价值精选一年持有C,海通资管,20210224,混合型,混合型,沪深300指数收益率*80%+商业银行活期存款利率(税后)*20%,0.8,0.15
850088.OF,海通量化价值精选一年持有A,海通资管,20210224,混合型,混合型,沪深300指数收益率*80%+商业银行活期存款利率(税后)*20%,0.8,0.15
010322.OF,大摩新兴产业,摩根士丹利华鑫基金,20210224,股票型,股票型,中证新兴产业指数收益率*85%+中证综合债券指数收益率*15%,1.5,0.25
010438.OF,嘉实竞争力优选C,嘉实基金,20210224,混合型,混合型,中证800指数收益率*60%+恒生指数收益率*20%+中债综合财富指数收益率*20%,1.5,0.25
011399.OF,汇添富数字未来A,汇添富基金,20210224,混合型,混合型,中证500指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中债综合指数收益率*20%,1.5,0.15
010437.OF,嘉实竞争力优选A,嘉实基金,20210224,混合型,混合型,中证800指数收益率*60%+恒生指数收益率*20%+中债综合财富指数收益率*20%,1.5,0.25
010792.OF,华安成长先锋A,华安基金,20210223,混合型,混合型,中证800成长指数收益率*65%+中债综合全价指数收益率*20%+恒生指数收益率(经汇率调整)*15%,1.5,0.25
010908.OF,大成沪深300增强A,大成基金,20210223,股票型,增强指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,0.8,0.15
010793.OF,华安成长先锋C,华安基金,20210223,混合型,混合型,中证800成长指数收益率*65%+中债综合全价指数收益率*20%+恒生指数收益率(经汇率调整)*15%,1.5,0.25
010909.OF,大成沪深300增强C,大成基金,20210223,股票型,增强指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,0.8,0.15
011187.OF,中加穗盈,中加基金,20210223,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
011617.OF,汇添富AAA级信用纯债E,汇添富基金,20210222,债券型,债券型,中债高信用等级债券财富指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1
011597.OF,汇添富多策略E,汇添富基金,20210222,债券型,债券型,中债综合指数收益率*90%+银行活期存款利率(税后)*10%,0.4,0.1
011329.OF,景顺长城新能源产业C,景顺长城基金,20210222,股票型,股票型,中证新能源指数收益率*75%+中证全债指数收益率*15%+恒生能源行业指数收益率*10%,1.5,0.25
011328.OF,景顺长城新能源产业A,景顺长城基金,20210222,股票型,股票型,中证新能源指数收益率*75%+中证全债指数收益率*15%+恒生能源行业指数收益率*10%,1.5,0.25
011508.OF,易方达悦弘一年持有A,易方达基金,20210219,混合型,混合型,中债新综合指数(财富)收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,0.6,0.18
011509.OF,易方达悦弘一年持有C,易方达基金,20210219,混合型,混合型,中债新综合指数(财富)收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,0.6,0.18
011454.OF,华泰柏瑞景气优选C,华泰柏瑞基金,20210219,混合型,混合型,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+银行活期存款利率(税后)*20%,1.5,0.25
011452.OF,华泰柏瑞质量成长C,华泰柏瑞基金,20210219,混合型,混合型,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+上证国债指数收益率*20%,1.5,0.25
010598.OF,创金合信景雯C,创金合信基金,20210219,混合型,灵活配置型,中债综合指数收益率*60%+沪深300指数收益率*40%,0.8,0.1
008719.OF,德邦安顺A,德邦基金,20210219,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2
010597.OF,创金合信景雯A,创金合信基金,20210219,混合型,灵活配置型,中债综合指数收益率*60%+沪深300指数收益率*40%,0.8,0.1
008720.OF,德邦安顺C,德邦基金,20210219,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2
010926.OF,兴银科技增长1个月滚动持有C,兴银基金,20210218,混合型,混合型,中国战略新兴产业成份指数收益率*80%+中证综合债指数收益率*20%,1.5,0.2
010925.OF,兴银科技增长1个月滚动持有A,兴银基金,20210218,混合型,混合型,中国战略新兴产业成份指数收益率*80%+中证综合债指数收益率*20%,1.5,0.2
011078.OF,诺德品质消费6个月持有,诺德基金,20210210,混合型,混合型,申银万国消费品指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,1.5,0.25
011462.OF,东吴兴享成长C,东吴基金,20210210,混合型,混合型,中证500指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,1.5,0.25
160727.OF,嘉实创业板两年定开,嘉实基金,20210210,混合型,混合型,创业板综合指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(人民币计价)*10%,1.5,0.25
011201.OF,财通优势行业轮动A,财通基金,20210209,混合型,混合型,沪深300指数收益率*55%+中债综合指数收益率*25%+恒生指数收益率*20%,1.5,0.25
010657.OF,海富通欣睿A,海富通基金,20210209,混合型,混合型,中证全债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(经汇率调整)*5%,0.6,0.1
011202.OF,财通优势行业轮动C,财通基金,20210209,混合型,混合型,沪深300指数收益率*55%+中债综合指数收益率*25%+恒生指数收益率*20%,1.5,0.25
011071.OF,鹏华安悦一年持有A,鹏华基金,20210209,混合型,混合型,中证综合债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%(经汇率估值调整),0.6,0.15
010826.OF,大成产业趋势A,大成基金,20210209,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合全价指数收益率*20%,1.5,0.25
010480.OF,汇添富稳进双盈一年持有,汇添富基金,20210209,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,0.8,0.2
010847.OF,南方卓越优选3个月持有C,南方基金,20210209,混合型,混合型,中证800指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
010673.OF,兴全中证800六个月持有指数增强A,兴证全球基金,20210209,股票型,增强指数型,中证800指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+银行活期存款利率(税后)*5%,1.1,0.15
010827.OF,大成产业趋势C,大成基金,20210209,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合全价指数收益率*20%,1.5,0.25
010697.OF,中融行业先锋6个月持有A,中融基金,20210209,混合型,混合型,沪深300指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率*10%,1.5,0.25
011333.OF,鹏华品质优选A,鹏华基金,20210209,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),1.5,0.25
011334.OF,鹏华品质优选C,鹏华基金,20210209,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),1.5,0.25
010350.OF,景顺长城品质长青,景顺长城基金,20210209,混合型,混合型,沪深300指数收益率*60%+中证港股通综合指数收益率(使用估值汇率折算)*20%+中证综合债券指数*20%,1.5,0.25
010412.OF,汇安均衡优选,汇安基金,20210209,混合型,混合型,沪深300指数收益率*80%+中债综合(全价)指数收益率*20%,1.5,0.25
010204.OF,中银港股通优势成长,中银基金,20210209,股票型,股票型,恒生指数收益率*65%+中债综合全价(总值)指数收益率*20%+沪深300指数收益率*15%,1.5,0.25
011425.OF,广发优势成长A,广发基金,20210209,股票型,股票型,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中证全债指数收益率*20%,1.5,0.25
011163.OF,博时港股通领先趋势C,博时基金,20210209,混合型,混合型,中证港股通综合指数(CNY)收益率*65%+中债综合财富(总值)指数收益率*20%+沪深300指数收益率*15%,1.5,0.25
011076.OF,大成恒享春晓一年定开C,大成基金,20210209,混合型,混合型,中证综合债券指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,0.8,0.2
011072.OF,鹏华安悦一年持有C,鹏华基金,20210209,混合型,混合型,中证综合债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%(经汇率估值调整),0.6,0.15
011162.OF,博时港股通领先趋势A,博时基金,20210209,混合型,混合型,中证港股通综合指数(CNY)收益率*65%+中债综合财富(总值)指数收益率*20%+沪深300指数收益率*15%,1.5,0.25
011337.OF,兴全汇吉一年持有C,兴证全球基金,20210209,混合型,混合型,中债综合(全价)指数收益率*60%+沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*5%,1.0,0.1
011278.OF,华夏内需驱动A,华夏基金,20210209,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,1.5,0.25
011212.OF,富国稳健策略6个月持有A,富国基金,20210209,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,1.5,0.25
011259.OF,汇添富高质量成长30C,汇添富基金,20210209,混合型,混合型,中证500指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
011401.OF,汇添富成长精选A,汇添富基金,20210209,混合型,混合型,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,1.5,0.25
011426.OF,广发优势成长C,广发基金,20210209,股票型,股票型,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中证全债指数收益率*20%,1.5,0.25
011336.OF,兴全汇吉一年持有A,兴证全球基金,20210209,混合型,混合型,中债综合(全价)指数收益率*60%+沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*5%,1.0,0.1
010698.OF,中融行业先锋6个月持有C,中融基金,20210209,混合型,混合型,沪深300指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率*10%,1.5,0.25
011213.OF,富国稳健策略6个月持有C,富国基金,20210209,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,1.5,0.25
010599.OF,汇添富高质量成长30A,汇添富基金,20210209,混合型,混合型,中证500指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
010674.OF,兴全中证800六个月持有指数增强C,兴证全球基金,20210209,股票型,增强指数型,中证800指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+银行活期存款利率(税后)*5%,1.1,0.15
011279.OF,华夏内需驱动C,华夏基金,20210209,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,1.5,0.25
011104.OF,光大保德信智能汽车主题,光大保德信基金,20210209,股票型,股票型,中信汽车指数收益率*75%+中证全债指数收益率*15%+中信港股通汽车指数收益率*10%,1.5,0.25
010846.OF,南方卓越优选3个月持有A,南方基金,20210209,混合型,混合型,中证800指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
