ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee
970164.OF,银河水星现金添利,银河金汇,20220826,货币市场型,货币型,同期中国人民银行公布的3个月定期存款利率(税后),0.9,0.05
970176.OF,东莞证券旗峰天添利,东莞证券,20220826,货币市场型,货币型,同期中国人民银行公布的七天通知存款利率(税后),0.3,0.05
016344.OF,易方达裕惠回报C,易方达基金,20220825,混合型,混合型,三年期银行定期整存整取存款利率(税后)+1.75%,0.4,0.1
015925.OF,万家鑫融A,万家基金,20220825,债券型,债券型,中债新综合指数(全价)收益率,0.3,0.1
016556.OF,万家量化睿选C,万家基金,20220825,混合型,灵活配置型,中证500指数收益率*90%+一年期银行定期存款收益率(税后)*10%,1.5,0.25
016520.OF,中银稳进策略C,中银基金,20220825,混合型,灵活配置型,沪深300指数收益率*60%+中国债券总指数收益率*40%,1.5,0.25
016127.OF,景顺长城景泰永利纯债C,景顺长城基金,20220825,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
016371.OF,信澳业绩驱动C,信达澳亚基金,20220825,混合型,混合型,中证800指数收益率*50%+中证港股通综合指数收益率*40%+银行活期存款利率(税后)*10%,1.5,0.25
015926.OF,万家鑫融C,万家基金,20220825,债券型,债券型,中债新综合指数(全价)收益率,0.3,0.1
016370.OF,信澳业绩驱动A,信达澳亚基金,20220825,混合型,混合型,中证800指数收益率*50%+中证港股通综合指数收益率*40%+银行活期存款利率(税后)*10%,1.5,0.25
016003.OF,广发集远A,广发基金,20220825,债券型,债券型,中债总全价(总值)指数收益率*90%+沪深300指数收益率*7%+人民币计价的恒生指数收益率*3%,0.7,0.15
016126.OF,景顺长城景泰永利纯债A,景顺长城基金,20220825,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
016580.OF,万家双利C,万家基金,20220825,债券型,债券型,中债总全价指数(总值),0.7,0.2
016480.OF,中银改革红利C,中银基金,20220825,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,1.5,0.25
016213.OF,中银证券安添3个月定开C,中银证券,20220825,债券型,债券型,中债综合全价指数收益率,0.3,0.1
016212.OF,中银证券安添3个月定开A,中银证券,20220825,债券型,债券型,中债综合全价指数收益率,0.3,0.1
016004.OF,广发集远C,广发基金,20220825,债券型,债券型,中债总全价(总值)指数收益率*90%+沪深300指数收益率*7%+人民币计价的恒生指数收益率*3%,0.7,0.15
015698.OF,华夏磐润两年定开C,华夏基金,20220824,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*30%+中证港股通综合指数收益率*10%,1.5,0.25
016563.OF,金鹰红利价值C,金鹰基金,20220824,混合型,价值型,中证红利指数收益率*60%+上证国债指数收益率*40%,1.5,0.25
016461.OF,华宝核心优势C,华宝基金,20220824,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25
014452.OF,天弘惠享一年定开,天弘基金,20220824,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
016540.OF,中加颐鑫纯债C,中加基金,20220824,债券型,债券型,中债总财富(1-3年)指数收益率,0.3,0.1
016105.OF,申万菱信兴乐优选A,申万菱信基金,20220824,混合型,混合型,沪深300指数收益率*65%+中证全债指数收益率*25%+恒生指数收益率*10%,1.5,0.25
014969.OF,中信建投景润3个月定开C,中信建投基金,20220824,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
015697.OF,华夏磐润两年定开A,华夏基金,20220824,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*30%+中证港股通综合指数收益率*10%,1.5,0.25
014968.OF,中信建投景润3个月定开A,中信建投基金,20220824,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
016106.OF,申万菱信兴乐优选C,申万菱信基金,20220824,混合型,混合型,沪深300指数收益率*65%+中证全债指数收益率*25%+恒生指数收益率*10%,1.5,0.25
015357.OF,上投摩根慧享成长A,上投摩根基金,20220823,混合型,混合型,中证800指数收益率*65%+中证港股通综合指数收益率*20%+上证国债指数收益率*15%,1.5,0.25
016308.OF,景顺长城北交所精选两年定开C,景顺长城基金,20220823,混合型,混合型,中证1000指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
016277.OF,招商中证800指数增强C,招商基金,20220823,股票型,增强指数型,中证800指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,0.6,0.1
014784.OF,招商远见成长C,招商基金,20220823,混合型,混合型,中证500指数收益率*60%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*20%,1.5,0.25
015358.OF,上投摩根慧享成长C,上投摩根基金,20220823,混合型,混合型,中证800指数收益率*65%+中证港股通综合指数收益率*20%+上证国债指数收益率*15%,1.5,0.25
015228.OF,华夏创新研选C,华夏基金,20220823,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,1.5,0.25
016479.OF,易方达裕丰回报C,易方达基金,20220823,债券型,债券型,中债新综合财富指数收益率*90%+沪深300指数收益率*10%,0.4,0.1
016311.OF,中欧优质企业A,中欧基金,20220823,混合型,混合型,中证800指数收益率*80%+银行活期存款利率(税后)*15%+中证港股通综合指数收益率*5%,1.5,0.25
016142.OF,华安沣悦A,华安基金,20220823,债券型,债券型,中债综合全价指数收益率*90%+中证800指数收益率*8%+中证港股通综合指数收益率*2%,0.6,0.15
016313.OF,富国研究精选C,富国基金,20220823,混合型,灵活配置型,沪深300指数收益率*65%+中债综合指数收益率*35%,1.5,0.25
014146.OF,景顺长城港股通数字经济主题A,景顺长城基金,20220823,混合型,混合型,恒生互联网科技业指数收益率(使用估值汇率折算)*65%+中债综合全价(总值)指数收益率*20%+中证800指数收益率*15%,1.5,0.25
016312.OF,中欧优质企业C,中欧基金,20220823,混合型,混合型,中证800指数收益率*80%+银行活期存款利率(税后)*15%+中证港股通综合指数收益率*5%,1.5,0.25
016276.OF,招商中证800指数增强A,招商基金,20220823,股票型,增强指数型,中证800指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,0.6,0.1
015311.OF,华泰柏瑞南方东英恒生科技联接C,华泰柏瑞基金,20220823,股票型,被动指数型,恒生科技指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,0.5,0.1
014147.OF,景顺长城港股通数字经济主题C,景顺长城基金,20220823,混合型,混合型,恒生互联网科技业指数收益率(使用估值汇率折算)*65%+中债综合全价(总值)指数收益率*20%+中证800指数收益率*15%,1.5,0.25
015227.OF,华夏创新研选A,华夏基金,20220823,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,1.5,0.25
015310.OF,华泰柏瑞南方东英恒生科技联接A,华泰柏瑞基金,20220823,股票型,被动指数型,恒生科技指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,0.5,0.1
015288.OF,永赢优质生活C,永赢基金,20220823,混合型,混合型,沪深300指数收益率*70%+中债-综合指数(全价)收益率*20%+恒生指数收益率*10%,1.5,0.25
009819.OF,嘉实鑫福一年持有,嘉实基金,20220823,混合型,混合型,中债总全价指数收益率*85%+中证800指数收益率*15%,0.6,0.2
014783.OF,招商远见成长A,招商基金,20220823,混合型,混合型,中证500指数收益率*60%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*20%,1.5,0.25
015814.OF,国新国证优选配置6个月持有C,国新国证基金,20220823,混合型,混合型,中债综合全价(总值)指数收益率*85%+沪深300指数收益率*15%,0.6,0.15
016143.OF,华安沣悦C,华安基金,20220823,债券型,债券型,中债综合全价指数收益率*90%+中证800指数收益率*8%+中证港股通综合指数收益率*2%,0.6,0.15
015287.OF,永赢优质生活A,永赢基金,20220823,混合型,混合型,沪深300指数收益率*70%+中债-综合指数(全价)收益率*20%+恒生指数收益率*10%,1.5,0.25
015813.OF,国新国证优选配置6个月持有A,国新国证基金,20220823,混合型,混合型,中债综合全价(总值)指数收益率*85%+沪深300指数收益率*15%,0.6,0.15
014947.OF,南方高质量优选C,南方基金,20220823,混合型,混合型,沪深300指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
014946.OF,南方高质量优选A,南方基金,20220823,混合型,混合型,沪深300指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
016307.OF,景顺长城北交所精选两年定开A,景顺长城基金,20220823,混合型,混合型,中证1000指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
016235.OF,浦银安盛普诚A,浦银安盛基金,20220822,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1
016236.OF,浦银安盛普诚C,浦银安盛基金,20220822,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1
015902.OF,博时优质精选A,博时基金,20220822,混合型,混合型,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合财富(总值)指数收益率*20%,1.5,0.25
014474.OF,中欧安悦一年定开,中欧基金,20220822,债券型,债券型,中债-综合指数(全价)收益率,0.3,0.1
016536.OF,中加颐享纯债C,中加基金,20220822,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
015903.OF,博时优质精选C,博时基金,20220822,混合型,混合型,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合财富(总值)指数收益率*20%,1.5,0.25
015879.OF,富国中证农业主题联接C,富国基金,20220819,股票型,被动指数型,中证农业主题指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
016418.OF,上投摩根创新商业模式C,上投摩根基金,20220819,混合型,灵活配置型,中证800指数收益率*50%+中债总指数收益率*40%+恒生综合指数收益率*10%,1.5,0.25
016078.OF,华夏中证农业主题联接C,华夏基金,20220819,股票型,被动指数型,中证农业主题指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1
016077.OF,华夏中证农业主题联接A,华夏基金,20220819,股票型,被动指数型,中证农业主题指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1
014778.OF,国寿安保安和,国寿安保基金,20220819,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1
015878.OF,富国中证农业主题联接A,富国基金,20220819,股票型,被动指数型,中证农业主题指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
850007.OF,海通智选一年持有B,海通资管,20220819,股票型,股票型,中证1000指数收益率*80%+商业银行活期存款利率(税后)*20%,0.7,0.15
850788.OF,海通智选一年持有A,海通资管,20220819,股票型,股票型,中证1000指数收益率*80%+商业银行活期存款利率(税后)*20%,0.8,0.15
850799.OF,海通智选一年持有C,海通资管,20220819,股票型,股票型,中证1000指数收益率*80%+商业银行活期存款利率(税后)*20%,0.8,0.15
015092.OF,汇安远见成长A,汇安基金,20220818,混合型,混合型,沪深300指数收益率*60%+中证全债指数收益率*20%+恒生指数收益率*20%,1.5,0.25
016467.OF,国泰君安量化选股C,国泰君安资管,20220818,混合型,混合型,中证全指指数收益率*80%+中债综合全价指数收益率*20%,1.0,0.15
008569.OF,中航瑞智A,中航基金,20220818,债券型,债券型,中债综合指数收益率,0.3,0.05
015095.OF,华商300智选C,华商基金,20220818,混合型,混合型,沪深300指数收益率*75%+中债-综合全价(总值)指数收益率*20%+中证港股通综合指数收益率*5%,1.2,0.2
008570.OF,中航瑞智C,中航基金,20220818,债券型,债券型,中债综合指数收益率,0.3,0.05
015094.OF,华商300智选A,华商基金,20220818,混合型,混合型,沪深300指数收益率*75%+中债-综合全价(总值)指数收益率*20%+中证港股通综合指数收益率*5%,1.2,0.2
015093.OF,汇安远见成长C,汇安基金,20220818,混合型,混合型,沪深300指数收益率*60%+中证全债指数收益率*20%+恒生指数收益率*20%,1.5,0.25
016466.OF,国泰君安量化选股A,国泰君安资管,20220818,混合型,混合型,中证全指指数收益率*80%+中债综合全价指数收益率*20%,1.0,0.15
015035.OF,银华核心动力精选A,银华基金,20220818,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数(全价)收益率*20%,1.5,0.25
016497.OF,建信鑫享短债D,建信基金,20220818,债券型,债券型,中债综合财富(1年以下)指数收益率,0.3,0.05
015036.OF,银华核心动力精选C,银华基金,20220818,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数(全价)收益率*20%,1.5,0.25
015795.OF,天弘创业板指数增强C,天弘基金,20220818,股票型,增强指数型,创业板指数收益率*95%+银行活期存款利率(税后)*5%,0.6,0.1
015794.OF,天弘创业板指数增强A,天弘基金,20220818,股票型,增强指数型,创业板指数收益率*95%+银行活期存款利率(税后)*5%,0.6,0.1
016427.OF,汇添富丰利短债D,汇添富基金,20220817,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.25,0.08
016509.OF,天弘弘新C,天弘基金,20220817,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,0.6,0.1
015891.OF,富国上证50基本面精选A,富国基金,20220817,股票型,股票型,上证50全收益指数收益率*80%+恒生指数收益率(使用汇率估值折算)*10%+中债综合全价指数收益率*10%,1.5,0.25
016474.OF,交银稳固收益C,交银施罗德基金,20220817,债券型,债券型,三年期银行定期存款收益率(税后),0.7,0.2
016302.OF,兴业180天持有C,兴业基金,20220817,债券型,债券型,中债综合(全价)指数收益率,0.3,0.05
016462.OF,华宝生态中国C,华宝基金,20220817,混合型,混合型,中证800指数收益率*80%+上证国债指数收益率*20%,1.5,0.25
015892.OF,富国上证50基本面精选C,富国基金,20220817,股票型,股票型,上证50全收益指数收益率*80%+恒生指数收益率(使用汇率估值折算)*10%+中债综合全价指数收益率*10%,1.5,0.25
016301.OF,兴业180天持有A,兴业基金,20220817,债券型,债券型,中债综合(全价)指数收益率,0.3,0.05
016296.OF,英大通佑一年定开,英大基金,20220817,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
014992.OF,嘉合磐恒C,嘉合基金,20220816,债券型,债券型,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*7%+恒生指数收益率*3%,0.8,0.2
015868.OF,国泰君安中证1000指数增强C,国泰君安资管,20220816,股票型,增强指数型,中证1000指数收益率*95%+同期银行活期存款利率(税后)*5,1.0,0.15
015088.OF,易方达优势先锋一年持有C,易方达基金,20220816,混合型,混合型,中证800指数收益率*75%+中债新综合指数(财富)收益率*25%,1.0,0.15
015087.OF,易方达优势先锋一年持有A,易方达基金,20220816,混合型,混合型,中证800指数收益率*75%+中债新综合指数(财富)收益率*25%,1.0,0.15
015867.OF,国泰君安中证1000指数增强A,国泰君安资管,20220816,股票型,增强指数型,中证1000指数收益率*95%+同期银行活期存款利率(税后)*5,1.0,0.15
014991.OF,嘉合磐恒A,嘉合基金,20220816,债券型,债券型,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*7%+恒生指数收益率*3%,0.8,0.2
014444.OF,汇丰晋信丰盈C,汇丰晋信基金,20220816,债券型,债券型,中债新综合全价(总值)指数收益率*90%+同业存款利率*10%,0.3,0.1
016303.OF,中信建投北交所精选两年定开A,中信建投基金,20220816,混合型,混合型,中证1000指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
014443.OF,汇丰晋信丰盈A,汇丰晋信基金,20220816,债券型,债券型,中债新综合全价(总值)指数收益率*90%+同业存款利率*10%,0.3,0.1
015026.OF,鹏华增华A,鹏华基金,20220816,混合型,混合型,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率(经汇率调整)*10%,1.5,0.25
016114.OF,华宝高端装备C,华宝基金,20220816,股票型,股票型,中证高端装备细分50指数收益率*80%+中证港股通综合指数收益率(经汇率调整)*10%+人民币活期存款利率(税后)*10%,1.0,0.1
015994.OF,博时中证光伏产业C,博时基金,20220816,股票型,被动指数型,中证光伏产业指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
016113.OF,华宝高端装备A,华宝基金,20220816,股票型,股票型,中证高端装备细分50指数收益率*80%+中证港股通综合指数收益率(经汇率调整)*10%+人民币活期存款利率(税后)*10%,1.0,0.1
016304.OF,中信建投北交所精选两年定开C,中信建投基金,20220816,混合型,混合型,中证1000指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
015027.OF,鹏华增华C,鹏华基金,20220816,混合型,混合型,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率(经汇率调整)*10%,1.5,0.25
015993.OF,博时中证光伏产业A,博时基金,20220816,股票型,被动指数型,中证光伏产业指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
015382.OF,东方兴瑞趋势领航C,东方基金,20220816,混合型,混合型,中证800指数收益率*60%+中债综合全价指数收益率*30%+恒生指数收益率(使用估值汇率调整)*10%,1.5,0.25
015381.OF,东方兴瑞趋势领航A,东方基金,20220816,混合型,混合型,中证800指数收益率*60%+中债综合全价指数收益率*30%+恒生指数收益率(使用估值汇率调整)*10%,1.5,0.25
016024.OF,工银瑞信稳健丰瑞90天持有A,工银瑞信基金,20220812,债券型,债券型,中债-综合财富(1年以下)指数收益率*85%+一年期定期存款基准利率(税后)*15%,0.3,0.05
016025.OF,工银瑞信稳健丰瑞90天持有C,工银瑞信基金,20220812,债券型,债券型,中债-综合财富(1年以下)指数收益率*85%+一年期定期存款基准利率(税后)*15%,0.3,0.05
016470.OF,广发纳斯达克生物科技C人民币,广发基金,20220812,股票型,被动指数型,人民币计价的纳斯达克生物科技指数收益率*95%+人民币活期存款收益率(税后)*5%,0.8,0.25
015335.OF,上银慧信利三个月定开,上银基金,20220812,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
016471.OF,广发纳斯达克生物科技C美元,广发基金,20220812,股票型,被动指数型,人民币计价的纳斯达克生物科技指数收益率*95%+人民币活期存款收益率(税后)*5%,0.8,0.25
016241.OF,嘉实稳泽纯债C,嘉实基金,20220812,债券型,债券型,中债总全价指数收益率,0.3,0.1
015247.OF,国投瑞银兴源6个月定开C,国投瑞银基金,20220812,混合型,混合型,中债综合指数收益率*70%+中证800指数收益率*25%+银行活期存款利率(税后)*5%,0.6,0.1
015246.OF,国投瑞银兴源6个月定开A,国投瑞银基金,20220812,混合型,混合型,中债综合指数收益率*70%+中证800指数收益率*25%+银行活期存款利率(税后)*5%,0.6,0.1
015730.OF,东海鑫宁利率债三个月定开,东海基金,20220812,债券型,债券型,中债-国债及政策性银行债指数收益率,0.3,0.08
016289.OF,华安沪港深通精选C,华安基金,20220811,混合型,灵活配置型,中国债券总指数收益率*40%+中证800指数收益率*30%+恒生综合指数收益率*30%,1.5,0.25
016099.OF,华安成长创新C,华安基金,20220811,混合型,混合型,中证800成长指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,1.5,0.25
014391.OF,华安添信,华安基金,20220811,债券型,债券型,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
016291.OF,华安大国新经济C,华安基金,20220811,股票型,股票型,中证800指数收益率*90%+中国债券总指数收益率*10%,1.5,0.25
016290.OF,华安国企改革C,华安基金,20220811,混合型,灵活配置型,中证800指数收益率*50%+中国债券总指数收益率*50%,1.5,0.25
016294.OF,华安宏利C,华安基金,20220811,混合型,混合型,沪深300指数收益率*90%+同业存款利率*10%,1.5,0.25
016292.OF,华安物联网主题C,华安基金,20220811,股票型,股票型,中证800指数收益率*80%+中国债券总指数收益率*20%,1.5,0.25
016293.OF,华安核心优选C,华安基金,20220811,混合型,混合型,沪深300指数收益率*80%+中债国债总财富指数收益率*20%,1.5,0.25
015465.OF,兴证全球兴益C,兴证全球基金,20220811,债券型,债券型,中债综合(全价)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率折算)*5%,0.75,0.1
014785.OF,华安添顺,华安基金,20220811,债券型,债券型,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
016472.OF,天弘增益回报D,天弘基金,20220811,债券型,债券型,中债综合指数,0.35,0.1
015464.OF,兴证全球兴益A,兴证全球基金,20220811,债券型,债券型,中债综合(全价)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率折算)*5%,0.75,0.1
015653.OF,鹏华永平6个月定开,鹏华基金,20220811,债券型,债券型,中证综合债指数收益率*100%,0.3,0.1
016402.OF,上投摩根内需动力C,上投摩根基金,20220810,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25
015732.OF,尚正新能源产业A,尚正基金,20220810,混合型,混合型,中证新能源指数收益率*60%+中证全债指数收益率*30%+中证港股通能源综合指数收益率(人民币)*10%,1.5,0.25
015733.OF,尚正新能源产业C,尚正基金,20220810,混合型,混合型,中证新能源指数收益率*60%+中证全债指数收益率*30%+中证港股通能源综合指数收益率(人民币)*10%,1.5,0.25
016081.OF,财通资管通达稳健3个月持有C,财通证券资管,20220810,债券型,债券型,中债综合指数(全价)收益率*90%+沪深300指数收益率*10%,0.5,0.15
016400.OF,上投摩根智选30C,上投摩根基金,20220810,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25
016080.OF,财通资管通达稳健3个月持有A,财通证券资管,20220810,债券型,债券型,中债综合指数(全价)收益率*90%+沪深300指数收益率*10%,0.5,0.15
016403.OF,财通多利E,财通基金,20220810,债券型,债券型,中债综合(全价)指数收益率,0.3,0.05
014803.OF,汇安添利18个月持有A,汇安基金,20220810,混合型,混合型,中债综合财富指数收益率*85%+沪深300指数收益率*12.5%+恒生指数收益率*2.5%,1.0,0.2
014804.OF,汇安添利18个月持有C,汇安基金,20220810,混合型,混合型,中债综合财富指数收益率*85%+沪深300指数收益率*12.5%+恒生指数收益率*2.5%,1.0,0.2
016401.OF,上投摩根大盘蓝筹C,上投摩根基金,20220810,股票型,股票型,沪深300指数收益率*85%+上证国债指数收益率*15%,1.5,0.25
016437.OF,银华巨潮小盘价值ETF联接C,银华基金,20220810,股票型,被动指数型,巨潮小盘价值指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
015939.OF,平安盈福6个月持有C,平安基金,20220809,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,0.5,0.13
016156.OF,鹏扬消费行业C,鹏扬基金,20220809,混合型,混合型,中证内地消费主题指数收益率*65%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*15%,1.5,0.25
014762.OF,金鹰民稳C,金鹰基金,20220809,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,0.7,0.1
014761.OF,金鹰民稳A,金鹰基金,20220809,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,0.7,0.1
015938.OF,平安盈福6个月持有A,平安基金,20220809,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,0.5,0.13
016155.OF,鹏扬消费行业A,鹏扬基金,20220809,混合型,混合型,中证内地消费主题指数收益率*65%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*15%,1.5,0.25
014944.OF,蜂巢润和六个月持有A,蜂巢基金,20220809,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*17%+恒生指数收益率*3%,0.8,0.2
016383.OF,国泰君安价值精选C,国泰君安资管,20220809,混合型,混合型,沪深300指数收益率*70%+中债总指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25
014593.OF,西部利得聚优一年持有,西部利得基金,20220809,混合型,混合型,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%(经汇率估值调整),0.8,0.15
014945.OF,蜂巢润和六个月持有C,蜂巢基金,20220809,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*17%+恒生指数收益率*3%,0.8,0.2
015610.OF,万家匠心致远一年持有A,万家基金,20220809,混合型,混合型,沪深300指数收益率*60%+上证国债指数收益率*30%+恒生指数收益率*10%,1.5,0.25
016382.OF,国泰君安价值精选A,国泰君安资管,20220809,混合型,混合型,沪深300指数收益率*70%+中债总指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25
015611.OF,万家匠心致远一年持有C,万家基金,20220809,混合型,混合型,沪深300指数收益率*60%+上证国债指数收益率*30%+恒生指数收益率*10%,1.5,0.25
016190.OF,中融恒通C,中融基金,20220808,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1
970185.OF,招商资管核心优势C,招商资管,20220808,混合型,混合型,沪深300指数收益率*60%+中债综合全价(总值)指数收益率*40%,1.5,0.2
880006.OF,招商资管核心优势D,招商资管,20220808,混合型,混合型,沪深300指数收益率*60%+中债综合全价(总值)指数收益率*40%,,0.2
970191.OF,申万宏源天天增,申万宏源证券,20220808,货币市场型,货币型,活期存款利率(税后),0.9,0.05
970187.OF,申万宏源天添利,申万宏源证券,20220808,货币市场型,货币型,活期存款利率(税后),0.9,0.05
970184.OF,招商资管核心优势A,招商资管,20220808,混合型,混合型,沪深300指数收益率*60%+中债综合全价(总值)指数收益率*40%,1.5,0.2
016189.OF,中融恒通A,中融基金,20220808,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1
016015.OF,博远利兴一年定开,博远基金,20220808,债券型,债券型,中债综合全价(总值)指数收益率*90%+一年期银行定期存款利率(税后)*10%,0.3,0.1
016309.OF,银华玉衡定投三个月持有A,银华基金,20220808,混合型,混合型,中证800指数收益率*60%+中证国债指数收益率*40%,1.0,0.2
016310.OF,银华玉衡定投三个月持有C,银华基金,20220808,混合型,混合型,中证800指数收益率*60%+中证国债指数收益率*40%,1.0,0.2
016361.OF,工银瑞信货币B,工银瑞信基金,20220805,货币市场型,货币型,六个月银行定期存款利率(税后),0.33,0.1
015607.OF,广发集祥C,广发基金,20220805,债券型,债券型,中债新综合财富(总值)指数收益率*90%+沪深300指数收益率*7%+人民币计价的恒生指数收益率*3%,0.5,0.1
015606.OF,广发集祥A,广发基金,20220805,债券型,债券型,中债新综合财富(总值)指数收益率*90%+沪深300指数收益率*7%+人民币计价的恒生指数收益率*3%,0.5,0.1
016349.OF,景顺长城国证新能源车电池联接D,景顺长城基金,20220805,股票型,被动指数型,国证新能源车电池指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1
016322.OF,嘉实安益A,嘉实基金,20220805,混合型,灵活配置型,沪深300指数收益率*50%+中债总财富指数收益率*50%,0.6,0.1
016237.OF,华夏数字经济龙头A,华夏基金,20220805,混合型,混合型,中证数字经济主题指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,1.2,0.2
016238.OF,华夏数字经济龙头C,华夏基金,20220805,混合型,混合型,中证数字经济主题指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,1.2,0.2
016374.OF,华泰柏瑞新金融地产C,华泰柏瑞基金,20220804,混合型,灵活配置型,沪深300金融地产行业指数收益率*80%+上证国债指数收益率*20%,1.5,0.25
016398.OF,九泰锐益C,九泰基金,20220803,混合型,灵活配置型,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,2.0,0.25
014988.OF,华安产业趋势C,华安基金,20220803,混合型,混合型,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,1.5,0.25
014962.OF,中融兴鸿优选一年封闭C,中融基金,20220803,混合型,混合型,沪深300指数收益率*65%+中债综合指数收益率*20%+恒生指数收益率*15%,1.5,0.25
014961.OF,中融兴鸿优选一年封闭A,中融基金,20220803,混合型,混合型,沪深300指数收益率*65%+中债综合指数收益率*20%+恒生指数收益率*15%,1.5,0.25
014987.OF,华安产业趋势A,华安基金,20220803,混合型,混合型,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,1.5,0.25
