ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,all
512910.SH,中证100ETF,广发基金,20190527,股票型,被动指数型,中证100指数,0.5,0.1,5.47,20210930,,,,,,,,0.1037,0.362417324,-0.063243998,0.4086
512750.SH,基本面50ETF,嘉实基金,20190523,股票型,被动指数型,中证锐联基本面50指数收益率,0.5,0.1,1.37,20210930,,,,,,,,0.0637,0.056500893,-0.028118882,0.0922
510350.SH,工银沪深300ETF,工银瑞信基金,20190520,股票型,被动指数型,沪深300指数收益率,0.45,0.1,30.85,20210930,,,,,,,,0.06960453,0.283794712,-0.033252479,0.32749191
512170.SH,医疗ETF,华宝基金,20190520,股票型,被动指数型,中证医疗指数收益率,0.5,0.1,96.6,20210930,,,,,,,,0.2585,0.872943981,-0.139238895,1.0289
512760.SH,芯片ETF,国泰基金,20190516,股票型,被动指数型,中华交易服务半导体芯片行业指数收益率,0.5,0.1,120.12,20210930,,,,,,,,0.557,0.528066795,0.29001345,2.0692
161029.SZ,银行龙头LOF,富国基金,20190510,股票型,被动指数型,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,1,0.22,12.74,20210930,,,,,,,,0.105973025,0.070557491,0.011391375,0.197495183
512480.SH,半导体ETF,国联安基金,20190508,股票型,被动指数型,中证全指半导体产品与设备指数收益率,0.5,0.1,90.63,20210930,,,,,,,,0.431421446,0.45825784,0.243142502,1.594912718
166025.SZ,中欧远见定开,中欧基金,20190424,混合型,混合型,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25,55.89,20210930,,,,,,,,0.24631962,0.549303597,-0.052976366,0.82863395
512290.SH,生物医药ETF,国泰基金,20190418,股票型,被动指数型,中证生物医药指数收益率,0.5,0.1,29.18,20210930,,,,,,,,0.1956,0.604382737,-0.159941612,0.6114
512690.SH,酒ETF,鹏华基金,20190404,股票型,被动指数型,中证酒指数收益率,0.5,0.1,78.64,20210930,,,,,,,,0.1912,1.25319006,-0.030135931,1.60311516
501071.SH,泓德丰泽,泓德基金,20190328,混合型,灵活配置型,中证800指数收益率*70%+中国债券综合全价指数收益率*30%,1.5,0.25,21.04,20210930,,,,,,,,0.2597,0.769649671,-0.141471892,0.91385463
161912.SZ,社会责任定开,万家基金,20190321,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,14.02,20210930,,,,,,,,0.34925592,0.942653993,0.300627441,2.40912323
160925.SZ,沪深港300LOF,大成基金,20190320,股票型,被动指数型,中华交易服务沪深港300指数(人民币)收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,0.98,20210930,,,,,,,,0.0547,0.252299232,-0.087068443,0.2058
159965.SZ,央视50ETF,中融基金,20190319,股票型,被动指数型,央视财经50指数收益率,0.5,0.1,0.86,20210930,,,,,,,,0.1276,0.34905995,-0.026886668,0.4803
512380.SH,MSCI中国ETF,银华基金,20190319,股票型,被动指数型,MSCI中国A股人民币指数收益率,0.5,0.1,2.7,20210930,,,,,,,,0.0464,0.406727829,0.074252717,0.5813
159964.SZ,平安创业板ETF,平安基金,20190315,股票型,被动指数型,创业板指数收益率,0.15,0.05,4.67,20210930,,,,,,,,0.0725,0.67030303,0.144747125,1.0507
159962.SZ,四川ETF,华夏基金,20190306,股票型,被动指数型,中证四川国企改革指数收益率,0.5,0.05,0.57,20210930,,,,,,,,0.0681,0.408014231,0.4042822,1.1119
501063.SH,添富悦享,汇添富基金,20190131,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,1.5,0.25,2.4,20210930,,,,,,,,0.0835,0.347045205,-0.023156613,0.42572586
501070.SH,广发睿阳,广发基金,20190131,混合型,混合型,中证800指数收益率*65%+中证全债指数收益率*35%,1.5,0.25,11.92,20210930,,,,,,,,0.32197092,0.537597113,0.068026817,1.17093397
512590.SH,高股息ETF,浦银安盛基金,20190129,股票型,被动指数型,中证高股息精选指数收益率,0.5,0.1,1.13,20210930,,,,,,,,0.0596,0.27397131,0.221720127,0.6492
501069.SH,质量基金LOF,华宝基金,20190124,股票型,被动指数型,标普中国A股质量价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.75,0.1,0.18,20210930,,,,,,,,0.1298,0.27677465,0.118682842,0.6137
501311.SH,新经济港股通LOF,嘉实基金,20190114,股票型,被动指数型,恒生港股通新经济指数收益率(人民币计价)*95%+银行活期存款利率(税后)*5%,0.75,0.15,12.98,20210930,,,,,,,,0.0496,0.41320503,-0.207442864,0.1756
501064.SH,国泰价值,国泰基金,20190110,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,8.66,20210930,,,,,,,,0.4219,0.668401435,0.37722885,2.2672
511030.SH,公司债ETF,平安基金,20181227,债券型,被动指数型,中债-中高等级公司债利差因子指数收益率,0.25,0.08,52.29,20210930,,,,,,,0.0002,0.03655412,0.029230659,0.040194168,0.10973456
511020.SH,活跃国债ETF,平安基金,20181221,债券型,被动指数型,中证5-10年期国债活跃券指数收益率*100%,0.25,0.05,12.11,20210930,,,,,,,0.001,0.030110694,0.021531057,0.048103845,0.10357101
512150.SH,A50ETF,汇安基金,20181221,股票型,被动指数型,富时中国A50指数收益率,0.5,0.1,0.71,20210930,,,,,,,-0.0058,0.343429261,0.376975507,-0.039871628,0.7651
512890.SH,红利低波ETF,华泰柏瑞基金,20181219,股票型,被动指数型,中证红利低波动指数收益率,0.5,0.1,1.14,20210930,,,,,,,-0.0002,0.216229738,0.094611271,0.195640737,0.5908
512870.SH,杭州湾区ETF,南华基金,20181214,股票型,被动指数型,中证杭州湾区指数收益率,0.5,0.1,0.67,20210930,,,,,,,-0.0275,0.327745784,0.395554179,0.084859585,0.9547
513680.SH,恒生国企ETF,建信基金,20181213,股票型,被动指数型,恒生中国企业指数收益率(经汇率调整),0.5,0.1,0.3,20210930,,,,,,,0.0015,0.018975332,-0.062530628,-0.174803973,-0.2107
510850.SH,工银上证50ETF,工银瑞信基金,20181207,股票型,被动指数型,上证50指数收益率,0.5,0.1,3.94,20210930,,,,,,,-0.0007,0.292528867,0.198663313,-0.079569021,0.42517448
501065.SH,经典成长,汇添富基金,20181205,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,1.5,0.25,13.82,20210930,,,,,,,-0.0008,0.419693301,0.825347835,-0.117512355,1.28393559
501067.SH,富时AH50LOF,招商基金,20181203,股票型,被动指数型,富时中国A-H50指数收益率*95%+同期银行活期存款利率(税后)*5%,0.8,0.15,0.18,20210930,,,,,,,0.001,0.292836447,0.175888717,-0.090956887,0.3832
501068.SH,AH50LOF,招商基金,20181203,股票型,被动指数型,富时中国A-H50指数收益率*95%+同期银行活期存款利率(税后)*5%,0.8,0.15,0.06,20210930,,,,,,,0.0007,0.287627424,0.171220118,-0.094632207,0.3662
512260.SH,中证500低波ETF,华安基金,20181130,股票型,被动指数型,中证500行业中性低波动指数收益率,0.5,0.1,1.41,20210930,,,,,,,-0.0073,0.20116853,0.139718215,0.20941869,0.6436
510550.SH,方正中证500ETF,方正富邦基金,20181130,股票型,被动指数型,中证500指数收益率,0.5,0.1,0.2,20210930,,,,,,,-0.0003,0.251125563,0.241503399,0.152206119,0.7888
512040.SH,价值100ETF,富国基金,20181107,股票型,被动指数型,中证国信价值指数收益率,0.6,0.1,2.03,20210930,,,,,,,-0.0494,0.235851041,0.268641471,0.26677402,0.888
512920.SH,MSCIETF新华,新华基金,20181107,股票型,被动指数型,MSCI中国A股国际指数收益率,0.5,0.1,0.17,20210930,,,,,,,-0.0641,0.3879688,0.400923788,0.019452687,0.8552
501309.SH,港股通LOF,国泰基金,20181106,股票型,被动指数型,经人民币汇率调整的恒生港股通指数收益率*95%+银行活期存款利率(税后)*5%,0.75,0.2,0.34,20210930,,,,,,,0.0171,0.04472184,0.129363063,-0.135954682,0.0372
501066.SH,东方红恒元,东证资管,20181102,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,1.5,0.25,25.16,20210930,,,,,,,-0.0204,0.502144608,0.488204501,-0.124257652,0.917
159961.SZ,深100ETF方正富邦,方正富邦基金,20181102,股票型,被动指数型,深证100价格指数收益率,0.5,0.1,6.71,20210930,,,,,,,-0.0405,0.563255523,0.518698753,0.009217804,1.2992
161132.SZ,易方达科顺定开,易方达基金,20181026,混合型,灵活配置型,中证800指数收益率*40%+中债总指数收益率*40%+中证港股通综合指数收益率*20%,1.5,0.25,5.7,20210930,,,,,,,-0.0055,0.313486875,0.746707504,-0.127783623,0.9897
501310.SH,价值基金LOF,华宝基金,20181025,股票型,被动指数型,标普沪港深中国增强价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.75,0.15,1.49,20210930,,,,,,,-0.0454,0.068374259,-0.147216168,0.038336431,-0.1062
512820.SH,银行业ETF,汇添富基金,20181023,股票型,被动指数型,中证银行指数收益率,0.5,0.1,7.35,20210930,,,,,,,-0.0674,0.254664379,-0.008717204,-0.01094922,0.1472
159959.SZ,央企ETF,银华基金,20181022,股票型,被动指数型,中证央企结构调整指数收益率,0.15,0.05,25.86,20210930,,,,,,,-0.0353,0.090183477,0.158124941,0.19318555,0.4533
512960.SH,央调ETF,博时基金,20181019,股票型,被动指数型,中证央企结构调整指数收益率,0.15,0.05,74.98,20210930,,,,,,,-0.0851,0.09443655,0.157195646,0.175455252,0.362
512950.SH,央企改革ETF,华夏基金,20181019,股票型,被动指数型,中证央企结构调整指数收益率,0.15,0.05,71.86,20210930,,,,,,,-0.0777,0.089558712,0.155836402,0.174343521,0.364
511270.SH,10年地方债ETF,海富通基金,20181012,债券型,被动指数型,上证10年期地方政府债指数收益率,0.25,0.1,7.07,20210930,,,,,,,0.0375,0.053711593,0.02635061,0.0466518,0.17358545
159960.SZ,H股ETF港股通,平安基金,20180921,股票型,被动指数型,恒生中国企业指数收益率(经汇率调整),0.5,0.1,4.86,20210930,,,,,,,-0.077,0.162387607,-0.052842498,-0.178419099,-0.16502733
501062.SH,南方瑞合LOF,南方基金,20180906,混合型,混合型,沪深300指数收益率*40%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*20%,1.5,0.25,7.51,20210930,,,,,,,-0.0433,0.264998066,0.400247032,0.114007923,0.8872193
510600.SH,申万上证50ETF,申万菱信基金,20180903,股票型,被动指数型,上证50指数,0.5,0.1,0.58,20210930,,,,,,,-0.0691,0.398803545,0.266574887,-0.041970305,0.58021525
501061.SH,金选300C类LOF,中金基金,20180830,股票型,被动指数型,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.15,0.09,20210930,,,,,,,-0.0674,0.373820755,0.273351541,0.116435838,0.8218
501060.SH,金选300A类LOF,中金基金,20180830,股票型,被动指数型,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.15,0.87,20210930,,,,,,,-0.0666,0.379753615,0.276630435,0.119199659,0.8403
160726.SZ,嘉实瑞享定开,嘉实基金,20180803,混合型,灵活配置型,沪深300指数收益率*50%+恒生指数收益率*40%(人民币计价)+中债综合财富指数收益率*10%,2,0.25,28.13,20210930,,,,,,,-0.0584,0.483040936,0.532803061,-0.035080025,1.06295424
512770.SH,战略新兴ETF,华夏基金,20180713,股票型,被动指数型,中国战略新兴产业成份指数(简称:新兴成指)指数收益率,0.5,0.1,4.47,20210930,,,,,,,-0.188,0.442097507,0.807715235,0.072734125,1.2772
501059.SH,国企红利LOF,西部利得基金,20180711,股票型,增强指数型,中证国有企业红利指数收益率*90%+商业银行活期存款利率(税后)*10%,1,0.25,1.06,20210930,,,,,,,-0.0177,0.298350977,0.237083497,0.173902022,0.8523
501189.SH,嘉实产业优选LOF,嘉实基金,20180705,混合型,灵活配置型,沪深300指数收益率*45%+恒生指数收益率(人民币计价)*45%+中债综合财富指数收益率*10%,1.5,0.25,18.44,20210930,,,,,,,0.0197,0.042676347,0.11413248,0.010809898,0.1969
161728.SZ,招商优选LOF,招商基金,20180705,混合型,灵活配置型,沪深300指数收益率*60%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*20%,1.5,0.25,27.67,20210930,,,,,,,0.026,0.05265724,0.063825845,-0.000870777,0.1474
501188.SH,添富核心精选LOF,汇添富基金,20180705,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,1.5,0.25,29.12,20210930,,,,,,,0.029,0.059406903,0.107011747,-0.090117725,0.0975
160142.SZ,南方优势产业LOF,南方基金,20180705,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,1.5,0.25,28.35,20210930,,,,,,,0.0294,0.066096423,0.042943107,0.023341201,0.1706
501186.SH,华夏兴融LOF,华夏基金,20180705,混合型,灵活配置型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.2,14.85,20210930,,,,,,,0.0264,0.05790038,0.008476919,-0.00895386,0.0847
161131.SZ,易方达科润LOF,易方达基金,20180705,混合型,混合型,沪深300指数收益率*45%+中证港股通综合指数收益率*35%+中债总指数收益率*20%,1.5,0.25,32.72,20210930,,,,,,,0.0258,0.062804759,0.042851899,0.000527937,0.1371
164824.SZ,印度基金LOF,工银瑞信基金,20180615,股票型,股票型,中信证券印度ETP指数收益率*90%+人民币活期存款收益率(税后)*10%,1.6,0.2,2.33,20210930,,,,,,,-0.0488,0.043697479,0.051529791,0.16835758,0.2207
512360.SH,平安MSCI国际ETF,平安基金,20180615,股票型,被动指数型,MSCI中国A股国际指数(MSCI China A International Index)收益率,0.5,0.1,2.59,20210930,,,,,,,-0.154,0.395390071,0.429817874,0.089815747,0.8395
512390.SH,平安MSCI低波ETF,平安基金,20180607,股票型,被动指数型,MSCI中国A股低波动指数(MSCI China A International Minimum Volatility Index)收益率,0.5,0.1,2.99,20210930,,,,,,,-0.1714,0.33727525,0.319166215,0.0348021,0.51277719
161039.SZ,1000增强LOF,富国基金,20180531,股票型,增强指数型,中证1000指数收益率*95%+银行人民币活期存款利率(税后)*5%,1,0.15,23.97,20210930,,,,,,,-0.1546,0.413148871,0.40180738,0.27326449,1.1331
501058.SH,新能源车LOFC,汇添富基金,20180523,股票型,被动指数型,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,1,0.1,62.68,20210930,,,,,,,-0.234,0.338989688,1.067362059,0.426227189,2.0246
501057.SH,新能源车LOF,汇添富基金,20180523,股票型,被动指数型,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,1,0.1,90.93,20210930,,,,,,,-0.2319,0.342403333,1.072543885,0.429808142,2.0555
512090.SH,MSCIA股ETF易方达,易方达基金,20180517,股票型,被动指数型,MSCI中国A股国际通指数(MSCI China A Inclusion RMB Index)收益率,0.15,0.05,5.89,20210930,,,,,,,-0.1693,0.392753972,0.467980296,0.064288237,0.8078
513900.SH,港股通100ETF,华安基金,20180427,股票型,被动指数型,中华交易服务港股通精选100指数收益率(经汇率调整),0.6,0.1,2.52,20210930,,,,,,,-0.0953,0.143655049,0.091912483,-0.145451293,-0.0447
512280.SH,景顺MSCIA股ETF,景顺长城基金,20180427,股票型,被动指数型,MSCI中国A股国际通指数收益率,0.5,0.1,1.78,20210930,,,,,,,-0.1874,0.372708256,0.417622804,0.120392033,0.7719
512520.SH,MSCIETF,华泰柏瑞基金,20180426,股票型,被动指数型,MSCI中国A股国际通指数收益率,0.15,0.05,6.5,20210930,,,,,,,-0.1845,0.418710152,0.450868551,0.05903026,0.7779
512780.SH,京津冀ETF,广发基金,20180419,股票型,被动指数型,中证京津冀协同发展主题指数收益率,0.5,0.1,0.15,20210930,,,,,,,-0.3131,0.129346719,0.118139655,0.134462496,-0.0154
512180.SH,MSCIA股ETF基金,建信基金,20180419,股票型,被动指数型,MSCI中国A股国际通指数收益率,0.5,0.1,1.89,20210930,,,,,,,-0.1862,0.370561494,0.361990139,0.106496413,0.6811
501307.SH,银河高股息LOF,银河基金,20180410,股票型,被动指数型,中证沪港深高股息指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.18,0.19,20210930,,,,,,,-0.1007,0.148744511,-0.024504999,0.019594051,0.0147
512160.SH,MSCI中国A股ETF,南方基金,20180403,股票型,被动指数型,MSCI中国A股国际通指数收益率,0.5,0.1,5.63,20210930,,,,,,,-0.1696,0.402889825,0.433181701,0.044077135,0.7434
162416.SZ,香港本地LOF,华宝基金,20180330,股票型,被动指数型,经人民币汇率调整的恒生香港35指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.75,0.15,0.24,20210930,,,,,,,-0.0532,0.101436935,-0.035562428,-0.050200401,-0.0521
510590.SH,平安中证500ETF,平安基金,20180323,股票型,被动指数型,中证500指数收益率,0.5,0.1,13.22,20210930,,,,,,,-0.2899,0.273010111,0.261370358,0.189968121,0.35684211
169106.SZ,东方红创优定开,东证资管,20180322,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2,14.32,20210930,,,,,,,0.0197,0.15185598,0.104084792,0.04329829,0.35241858
511310.SH,10年国债ETF,富国基金,20180319,债券型,被动指数型,中证10年期国债指数收益率,0.25,0.05,0.27,20210930,,,,,,,0.064,0.0270701,0.017762907,0.047148432,0.164872
159954.SZ,H股ETF,南方基金,20180208,股票型,被动指数型,恒生中国企业指数收益率(估值汇率调整),0.5,0.1,2.58,20210930,,,,,,,-0.0834,0.162577365,-0.069303166,-0.194892748,-0.2118
159956.SZ,创业板ETF建信,建信基金,20180206,股票型,被动指数型,创业板指数收益率,0.5,0.1,0.98,20210930,,,,,,,-0.2912,0.447906387,0.67721519,0.147227866,0.9761
501054.SH,东方红睿泽,东证资管,20180131,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,1.5,0.25,135.81,20210930,,,,,,,-0.1888,0.443567288,0.655177228,-0.08629812,0.7698898
163417.SZ,兴全合宜LOF,兴证全球基金,20180123,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,1.5,0.25,250.83,20210930,,,,,,,-0.1676,0.368648649,0.717746182,-0.000357654,0.9565
510380.SH,国寿300ETF,国寿安保基金,20180119,股票型,被动指数型,沪深300指数,0.5,0.1,28.19,20210930,,,,,,,-0.2358,0.381837215,0.291193182,-0.024642464,0.3299
512980.SH,传媒ETF,广发基金,20171227,股票型,被动指数型,中证传媒指数收益率,0.5,0.1,46.14,20210930,,,,,,0.0025,-0.346207585,0.274420024,0.034371257,-0.006715295,-0.1421
510390.SH,平安沪深300ETF,平安基金,20171225,股票型,被动指数型,沪深300指数收益率,0.5,0.1,16.41,20210930,,,,,,0.0009,-0.267312881,0.384583077,0.327385477,-0.019159079,0.32189312
159958.SZ,创业板ETF工银,工银瑞信基金,20171225,股票型,被动指数型,创业板指数收益率,0.5,0.1,2.62,20210930,,,,,,0.0009,-0.275634619,0.447096151,0.642516683,0.117701683,0.9258
510800.SH,50ETF基金,建信基金,20171222,股票型,被动指数型,上证50指数收益率,0.5,0.1,6.47,20210930,,,,,,0.0012,-0.195024478,0.408137948,0.294159105,-0.062899932,0.3766
501053.SH,东方红目标优选,东证资管,20171218,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2,7.96,20210930,,,,,,0.0006,0.022893132,0.156638228,0.099240845,0.068669344,0.38971092
161014.SZ,富国汇利定开,富国基金,20171211,债券型,债券型,中债综合指数收益率,0.5,0.15,5.43,20210930,,,,,,0.001398601,0.083814491,0.077464979,0.045598489,0.068258536,0.305722517
159957.SZ,创业板ETF华夏,华夏基金,20171208,股票型,被动指数型,创业板指数,0.5,0.1,2.82,20210930,,,,,,0.0026,-0.267032419,0.451639233,0.691968888,0.156466353,1.088
501047.SH,证券公司LOF,汇添富基金,20171204,股票型,被动指数型,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,9.97,20210930,,,,,,-0.0111,-0.267320724,0.455701451,0.20072161,-0.046259687,0.2061
501048.SH,证券公司LOFC,汇添富基金,20171204,股票型,被动指数型,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,11.41,20210930,,,,,,-0.0113,-0.267981791,0.466168535,0.197810495,-0.0486133,0.2075
501051.SH,圆信永丰汇利LOF,圆信永丰基金,20171130,混合型,混合型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.15,3.38,20210930,,,,,,0.0127,-0.22121272,0.500950932,0.502703159,0.217943673,1.1666
501305.SH,港股高股息LOF,汇添富基金,20171124,股票型,被动指数型,中证港股通高股息投资指数收益率*95%+银行活期存款利率(税后)*5%,0.75,0.1,0.95,20210930,,,,,,0.004,-0.137889808,0.162171711,-0.144608837,-0.017414998,-0.1706
501306.SH,港股高股息LOFC,汇添富基金,20171124,股票型,被动指数型,中证港股通高股息投资指数收益率*95%+银行活期存款利率(税后)*5%,0.75,0.1,1.13,20210930,,,,,,0.0036,-0.141219853,0.157876064,-0.147993055,-0.021457684,-0.1837
160644.SZ,港美互联网LOF,鹏华基金,20171116,股票型,股票型,中证海外中国互联网指数(人民币计价)*95%+人民币活期存款利率(税后)*5%,1.5,0.3,2.01,20210930,,,,,,-0.0304,-0.239273927,0.272616468,0.473190327,-0.115498882,0.22446527
501049.SH,东方红睿玺,东证资管,20171115,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,1.5,0.25,161.21,20210930,,,,,,0.0332,-0.235237173,0.5771472,0.4513151,-0.116289948,0.59676447
166024.SZ,中欧恒利定开,中欧基金,20171101,混合型,混合型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,4.39,20210930,,,,,,0.008,-0.191407025,0.272213346,0.085122517,0.315843748,0.47811206
160140.SZ,美国REIT精选LOF,南方基金,20171026,股票型,被动指数型,道琼斯美国精选REIT指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.8,0.25,0.83,20210930,,,,,,-0.0043,-0.015163687,0.213038425,-0.174140443,0.374377071,0.34655939
501046.SH,财通福鑫定开混合,财通基金,20171023,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25,3.18,20210930,,,,,,0.0144,-0.159140209,0.71919334,0.570824524,0.160465419,1.6729
501040.SH,添富睿丰LOFC,汇添富基金,20170929,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.2,0.2,0.31,20210930,,,,,,0.0231,0.010849379,0.057521268,0.161806381,-0.001101582,0.2695
501039.SH,添富睿丰LOF,汇添富基金,20170929,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.2,0.2,0.16,20210930,,,,,,0.0241,0.015037594,0.061850712,0.166410001,0.002873563,0.2913
168002.SZ,国寿精选LOF,国寿安保基金,20170927,混合型,灵活配置型,沪深300指数收益率*50%+中债综合(全价)指数收益率*50%,0.6,0.1,3.09,20210930,,,,,,0.0188,-0.069710358,0.397551858,0.981701521,0.124315466,1.95003888
501303.SH,恒生中型股LOF,广发基金,20170921,股票型,被动指数型,人民币计价的恒生综合中型股指数收益率*95%+人民币活期存款收益率(税后)*5%,0.5,0.1,0.25,20210930,,,,,,0.0048,-0.193869427,0.175322238,0.133624361,-0.116182962,-0.059
501043.SH,沪深300LOF,汇添富基金,20170906,股票型,被动指数型,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,3.18,20210930,,,,,,0.0326,-0.21286074,0.386366433,0.370018639,0.001684374,0.5462
501045.SH,沪深300LOFC,汇添富基金,20170906,股票型,被动指数型,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,0.86,20210930,,,,,,0.0326,-0.21371163,0.384406947,0.366548043,-0.00078125,0.5348
512200.SH,房地产ETF,南方基金,20170825,股票型,被动指数型,中证全指房地产指数收益率,0.5,0.1,16.04,20210930,,,,,,-0.0301,-0.269896907,0.294449936,-0.065350207,-0.060464573,-0.1951
511670.SH,华泰天天金ETF,华泰证券资管,20170811,货币市场型,货币型,同期七天通知存款利率(税后),0.2,0.09,0.12,20210930,,,,,,0.01523306,0.034332165,0.029106407,0.022608291,0.021552354,0.12803655
501038.SH,银华明择,银华基金,20170811,混合型,混合型,沪深300指数收益率*55%+中国债券总指数收益率*45%,1.5,0.25,5.32,20210930,,,,,,0.1314,-0.235881573,0.527813114,0.822950571,-0.006020845,1.3938
160924.SZ,恒生指数LOF,大成基金,20170810,股票型,被动指数型,恒生指数收益率*95%+人民币活期存款利率(税后)*5%,1,0.2,0.63,20210930,,,,,,0.048,-0.097328244,0.115508021,-0.071907958,-0.146694215,-0.174
501037.SH,中证500LOFC,汇添富基金,20170810,股票型,被动指数型,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,1.33,20210930,,,,,,-0.0496,-0.299842188,0.275882795,0.27664586,0.203136531,0.3042
501036.SH,中证500LOF,汇添富基金,20170810,股票型,被动指数型,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,2.59,20210930,,,,,,-0.0492,-0.298243769,0.278926859,0.279854682,0.206116656,0.3172
511620.SH,货币基金ETF,国泰基金,20170804,货币市场型,货币型,同期七天通知存款利率(税后),0.28,0.09,0.23,20210930,,,,,,0.00730122,0.009673363,0.008808258,0.011654369,0.014720115,0.05274187
511260.SH,十年国债ETF,国泰基金,20170804,债券型,被动指数型,上证10年期国债指数收益率,0.3,0.1,9.67,20210930,,,,,,-0.0155,0.076188541,0.025106222,0.019195166,0.051873876,0.16393
512400.SH,有色金属ETF,南方基金,20170803,股票型,被动指数型,中证申万有色金属指数收益率,0.5,0.1,43.84,20210930,,,,,,-0.0612,-0.396676608,0.283545198,0.405364512,0.321718704,0.3504
166023.SZ,中欧瑞丰LOF,中欧基金,20170731,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,41.42,20210930,,,,,,0.0591,-0.223113965,0.598736177,0.528926801,-0.029197078,0.95272746
512570.SH,证券ETF易方达,易方达基金,20170727,股票型,被动指数型,中证全指证券公司指数,0.5,0.1,1.16,20210930,,,,,,-0.0944,-0.248231653,0.450300984,0.211783762,-0.030743525,0.1602
161038.SZ,成长LOF,富国基金,20170721,混合型,混合型,中证500指数收益率*47.5%+创业板指数收益率*47.5%+银行活期存款利率(税后)*5%,0.9,0.25,1.4,20210930,,,,,,0.0219,-0.264872798,0.296606786,0.332922824,0.217585464,0.5814
501302.SH,恒生指数基金LOF,南方基金,20170721,股票型,被动指数型,经估值汇率调整的恒生指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,0.79,20210930,,,,,,0.0816,-0.07212963,0.134957541,-0.067872094,-0.117725753,-0.0767
512800.SH,银行ETF,华宝基金,20170718,股票型,被动指数型,中证银行指数,0.5,0.1,88.37,20210930,,,,,,0.0163,-0.120794806,0.267621392,0.008031774,-0.009543823,0.1312
159955.SZ,创业板ETF嘉实,嘉实基金,20170714,股票型,被动指数型,创业板指数收益率,0.5,0.1,0.19,20210930,,,,,,-0.0486,-0.290407221,0.427241838,0.657902909,0.117000687,0.7891
512560.SH,军工ETF易方达,易方达基金,20170714,股票型,被动指数型,中证军工指数,0.5,0.1,6.66,20210930,,,,,,-0.0581,-0.278958555,0.203619244,0.772032759,0.18314134,0.7152
512550.SH,A50ETF基金,嘉实基金,20170703,股票型,被动指数型,富时中国A50指数收益率,0.5,0.1,2.67,20210930,,,,,,0.1115,-0.197625259,0.456675261,0.360984994,-0.087470316,0.6139
