ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
011378.OF,创金合信积极成长C,创金合信基金,20210208,股票型,股票型,中证500指数收益率*80%+中证港股通综合指数收益率*10%+中证综合债指数收益率*10%,1.5,0.25,王先伟,0.13,20220930,,,,,,,,,,0.11109999999999998,-0.28953289532895327,-0.2106
011158.OF,弘毅远方港股通智选领航C,弘毅远方基金,20210208,混合型,混合型,恒生指数收益率(使用估值汇率折算)*75%+中债综合全价(总值)指数收益率*25%,1.5,0.25,许智程,0.75,20220930,,,,,,,,,,-0.20989999999999998,-0.15453740032907226,-0.33199999999999996
011095.OF,博时恒泽A,博时基金,20210208,混合型,混合型,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*20%+中证港股通综合指数(CNY)收益率*5%+银行活期存款利率(税后)*5%,0.8,0.2,张李陵,4.78,20220930,,,,,,,,,,0.02320000000000011,-0.02619233776387818,-0.0036000000000000476
011484.OF,申万菱信宜选A,申万菱信基金,20210208,混合型,混合型,中债综合指数收益率*70%+沪深300指数收益率*30%,0.6,0.2,唐俊杰,1.06,20220930,,,,,,,,,,0.07610000000000006,-0.0051110491590001484,0.0706
011157.OF,弘毅远方港股通智选领航A,弘毅远方基金,20210208,混合型,混合型,恒生指数收益率(使用估值汇率折算)*75%+中债综合全价(总值)指数收益率*25%,1.5,0.25,许智程,2.55,20220930,,,,,,,,,,-0.20630000000000004,-0.15043467305027083,-0.3257
011139.OF,广发聚鸿六个月持有C,广发基金,20210208,混合型,混合型,中证800指数收益率*65%+中证全债指数收益率*25%+人民币计价的恒生指数收益率*10%,1.5,0.25,李巍,0.56,20220930,,,,,,,,,,0.0394000000000001,-0.15547431210313647,-0.12219999999999998
011140.OF,广发聚鸿六个月持有E,广发基金,20210208,混合型,混合型,中证800指数收益率*65%+中证全债指数收益率*25%+人民币计价的恒生指数收益率*10%,1.5,0.25,李巍,0.09,20220930,,,,,,,,,,0.043199999999999905,-0.15212806748466254,-0.11550000000000005
011138.OF,广发聚鸿六个月持有A,广发基金,20210208,混合型,混合型,中证800指数收益率*65%+中证全债指数收益率*25%+人民币计价的恒生指数收益率*10%,1.5,0.25,李巍,10.81,20220930,,,,,,,,,,0.04689999999999994,-0.1486292864648008,-0.10870000000000002
010729.OF,中泰兴诚价值一年持有C,中泰资管,20210208,混合型,混合型,中证800指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率*20%,1.5,0.2,姜诚 田瑀,1.28,20220930,,,,,,,,,,0.18989999999999996,0.04084376838389779,0.23849999999999993
010503.OF,招商稳兴A,招商基金,20210205,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.5,0.05,张西林,1.22,20220930,,,,,,,,,,0.006199999999999983,-0.023255813953488347,-0.017199999999999993
011004.OF,永赢鑫盛,永赢基金,20210205,混合型,混合型,中债-综合指数(全价)收益率*80%+沪深300指数收益率*15%+恒生指数收益率(按估值汇率折算)*5%,0.4,0.05,徐沛琳 黄韵,4.46,20220930,,,,,,,,,,0.054200000000000026,-0.04135837601973068,0.010599999999999943
011477.OF,工银瑞信总回报C,工银瑞信基金,20210205,混合型,灵活配置型,沪深300指数收益率*55%+中债综合指数收益率*45%,1.5,0.25,王鹏 鄢耀,0.05,20220930,,,,,,,,,,0.0012652889076339576,-0.20640269587194615,-0.20539856600590473
011473.OF,工银瑞信战略转型主题C,工银瑞信基金,20210205,股票型,股票型,中证800指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,杜洋,2.82,20220930,,,,,,,,,,0.19956949569495697,-0.039477057164829514,0.15221402214022145
011438.OF,红塔红土盛昌优选A,红塔红土基金,20210205,混合型,混合型,沪深300指数收益率*65%+中债总指数(财富)收益率*35%,0.7,0.2,梁钧,0.14,20220930,,,,,,,,,,0.07429163000000005,-0.17251804335476392,-0.11104305999999997
011474.OF,工银瑞信信息产业C,工银瑞信基金,20210205,混合型,混合型,中证TMT产业主题指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,单文,0.91,20220930,,,,,,,,,,0.012200342465753508,-0.18397124127722564,-0.17401541095890405
010568.OF,海富通惠睿精选A,海富通基金,20210205,混合型,混合型,中债-综合全价(总值)指数收益率*70%+中证800指数收益率*25%+恒生指数收益率(经汇率调整)*5%,0.6,0.1,周雪军 李志 谈云飞,14.45,20220930,,,,,,,,,,0.11010000000000009,-0.02531303486172418,0.08200000000000007
011439.OF,红塔红土盛昌优选C,红塔红土基金,20210205,混合型,混合型,沪深300指数收益率*65%+中债总指数(财富)收益率*35%,0.7,0.2,梁钧,0.11,20220930,,,,,,,,,,0.07193150999999998,-0.17450712872504326,-0.11512818000000002
010504.OF,招商稳兴C,招商基金,20210205,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.5,0.05,张西林,0.0,20220930,,,,,,,,,,-0.0040999999999999925,-0.026207450547243712,-0.030200000000000005
011058.OF,景顺长城成长龙头一年持有A,景顺长城基金,20210205,混合型,混合型,中证800指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中证全债指数收益率*20%,1.5,0.25,杨锐文,51.58,20220930,,,,,,,,,,0.13149999999999995,-0.31992929739284137,-0.23050000000000004
011271.OF,汇添富价值成长均衡投资A,汇添富基金,20210205,混合型,混合型,沪深300指数收益率*60%+中债综合指数收益率*25%+恒生指数收益率(使用估值汇率折算)*15%,1.5,0.25,顾耀强,21.15,20220930,,,,,,,,,,-0.08860000000000001,-0.3121571209128813,-0.3731
010569.OF,海富通惠睿精选C,海富通基金,20210205,混合型,混合型,中债-综合全价(总值)指数收益率*70%+中证800指数收益率*25%+恒生指数收益率(经汇率调整)*5%,0.6,0.1,周雪军 李志 谈云飞,6.75,20220930,,,,,,,,,,0.10610000000000008,-0.02920169966549136,0.07380000000000009
010831.OF,国泰通利9个月持有C,国泰基金,20210205,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,1.0,0.2,程洲 程瑶,0.55,20220930,,,,,,,,,,0.0797000000000001,-0.028526442530332645,0.048899999999999944
011059.OF,景顺长城成长龙头一年持有C,景顺长城基金,20210205,混合型,混合型,中证800指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中证全债指数收益率*20%,1.5,0.25,杨锐文,6.32,20220930,,,,,,,,,,0.12539999999999996,-0.3240625555358094,-0.23929999999999996
010824.OF,天弘创新成长A,天弘基金,20210205,混合型,混合型,中证800指数收益率*70%+中证综合债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,1.5,0.15,周楷宁 陈国光,2.3,20220930,,,,,,,,,,-0.0027000000000000357,-0.16003208663391152,-0.1623
010830.OF,国泰通利9个月持有A,国泰基金,20210205,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,1.0,0.2,程洲 程瑶,10.33,20220930,,,,,,,,,,0.08549999999999991,-0.022570244127130327,0.06099999999999994
011272.OF,汇添富价值成长均衡投资C,汇添富基金,20210205,混合型,混合型,沪深300指数收益率*60%+中债综合指数收益率*25%+恒生指数收益率(使用估值汇率折算)*15%,1.5,0.25,顾耀强,0.31,20220930,,,,,,,,,,-0.09350000000000003,-0.3162713734142305,-0.3802
010825.OF,天弘创新成长C,天弘基金,20210205,混合型,混合型,中证800指数收益率*70%+中证综合债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,1.5,0.15,周楷宁 陈国光,0.92,20220930,,,,,,,,,,-0.006299999999999972,-0.16332897252691958,-0.16859999999999997
011052.OF,鹏华弘裕一年持有A,鹏华基金,20210204,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%(经汇率估值调整),0.7,0.2,李君,1.37,20220930,,,,,,,,,,0.05259999999999998,0.00617518525555762,0.05909999999999993
011053.OF,鹏华弘裕一年持有C,鹏华基金,20210204,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%(经汇率估值调整),0.7,0.2,李君,0.14,20220930,,,,,,,,,,0.048799999999999955,0.0020976353928298815,0.050999999999999934
011304.OF,工银瑞信创新成长A,工银瑞信基金,20210204,混合型,混合型,中证800指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*5%,1.5,0.25,单文,29.61,20220930,,,,,,,,,,-0.014100000000000001,-0.19221016330256618,-0.2036
010606.OF,创金合信鑫祥C,创金合信基金,20210204,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.8,0.1,闫一帆 黄弢,0.53,20220930,,,,,,,,,,0.049900000000000055,0.023049814268025524,0.07410000000000005
010605.OF,创金合信鑫祥A,创金合信基金,20210204,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.8,0.1,闫一帆 黄弢,0.08,20220930,,,,,,,,,,0.05499999999999994,0.027109004739336456,0.0835999999999999
011248.OF,嘉实品质回报,嘉实基金,20210204,混合型,混合型,沪深300指数收益率*65%+中债综合财富指数收益率*20%+恒生指数收益率*15%,1.5,0.25,常蓁,45.59,20220930,,,,,,,,,,-0.08030000000000004,-0.1638577797107752,-0.23099999999999998
011305.OF,工银瑞信创新成长C,工银瑞信基金,20210204,混合型,混合型,中证800指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*5%,1.5,0.25,单文,1.49,20220930,,,,,,,,,,-0.021299999999999986,-0.19852866046796774,-0.2156
011303.OF,易方达悦盈一年持有C,易方达基金,20210203,混合型,混合型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,0.6,0.15,王成,0.48,20220930,,,,,,,,,,0.021600000000000064,-0.031029757243539603,-0.010099999999999998
011363.OF,南方兴润价值一年持有A,南方基金,20210203,混合型,混合型,沪深300指数收益率*50%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,史博,67.01,20220930,,,,,,,,,,-0.1774,-0.11779722830051056,-0.2743
010561.OF,银华巨潮小盘价值ETF联接A,银华基金,20210203,股票型,被动指数型,巨潮小盘价值指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,张亦驰 谭跃峰,0.37,20220930,,,,,,,,,,0.2248000000000001,-0.13414435009797526,0.0605
011283.OF,华夏消费龙头C,华夏基金,20210203,混合型,混合型,"中证内地消费主题指数收益率*65%+中债综合指数收益率*20%+中证港股通大消费主题指数收益率*15%(如需调整汇率,指数收益率为人民币汇率调整后的)",1.5,0.25,黄文倩,1.25,20220930,,,,,,,,,,-0.1824,-0.2043786692759296,-0.34950000000000003
010417.OF,招商盛洋3个月定开,招商基金,20210203,混合型,混合型,沪深300指数收益率*90%+银行活期存款利率(税后)*10%,0.9,0.05,付斌,9.18,20220930,,,,,,,,,,-0.19989999999999997,-0.24459442569678788,-0.39559999999999995
010400.OF,富国融泰三个月定开,富国基金,20210203,混合型,混合型,沪深300指数收益率*90%+银行活期存款利率(税后)*10%,0.9,0.05,孙彬 杨栋,33.69,20220930,,,,,,,,,,0.057800000000000074,-0.16080544526375498,-0.11229999999999996
011282.OF,华夏消费龙头A,华夏基金,20210203,混合型,混合型,"中证内地消费主题指数收益率*65%+中债综合指数收益率*20%+中证港股通大消费主题指数收益率*15%(如需调整汇率,指数收益率为人民币汇率调整后的)",1.5,0.25,黄文倩,14.12,20220930,,,,,,,,,,-0.17869999999999997,-0.20029221965177155,-0.34319999999999995
011364.OF,南方兴润价值一年持有C,南方基金,20210203,混合型,混合型,沪深300指数收益率*50%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,史博,18.36,20220930,,,,,,,,,,-0.18179999999999996,-0.1230750427768272,-0.2825
011302.OF,易方达悦盈一年持有A,易方达基金,20210203,混合型,混合型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,0.6,0.15,王成,12.79,20220930,,,,,,,,,,0.0253000000000001,-0.0270164829805911,-0.0023999999999999577
011463.OF,长城量化精选C,长城基金,20210203,股票型,股票型,中证800指数收益率*90%+活期存款利率*10%,1.5,0.25,雷俊,1.53,20220930,,,,,,,,,,0.18719356019026712,-0.13930838932379952,0.021807537504573763
010628.OF,广发瑞轩三个月定开,广发基金,20210203,混合型,混合型,沪深300指数收益率*60%+中债综合财富(总值)指数收益率*40%,0.9,0.05,段涛 苗宇,18.3,20220930,,,,,,,,,,-0.09670000000000001,-0.16450791542123322,-0.24529999999999996
010863.OF,鹏华安裕5个月持有A,鹏华基金,20210203,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%(经汇率估值调整),0.5,0.1,杨雅洁,13.56,20220930,,,,,,,,,,0.07027303000000007,-0.028099502796963844,0.0401988900000001
011405.OF,银华稳健增长一年持有,银华基金,20210203,混合型,混合型,沪深300指数收益率*45%+中证港股通综合人民币指数收益率*35%+中债总指数收益率*20%,1.5,0.25,贲兴振,16.19,20220930,,,,,,,,,,-0.10550000000000004,-0.1485746226942425,-0.23839999999999995
011176.OF,平安恒鑫C,平安基金,20210202,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,0.8,0.2,刘斌斌,0.65,20220930,,,,,,,,,,0.06469999999999998,-0.07805015497323185,-0.018399999999999972
010885.OF,长盛优势企业精选A,长盛基金,20210202,混合型,混合型,中证800指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25,张谊然 郭堃,10.61,20220930,,,,,,,,,,0.03859999999999997,-0.21480839591758133,-0.1845
011087.OF,易方达瑞康C,易方达基金,20210202,混合型,灵活配置型,中债新综合指数(财富)收益率*60%+沪深300指数收益率*35%+中证港股通综合指数收益率*5%,0.6,0.1,杨康,4.1,20220930,,,,,,,,,,0.04160000000000008,0.008544546850998374,0.05049999999999999
010886.OF,长盛优势企业精选C,长盛基金,20210202,混合型,混合型,中证800指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25,张谊然 郭堃,0.75,20220930,,,,,,,,,,0.03479999999999994,-0.21791650560494774,-0.19069999999999998
011175.OF,平安恒鑫A,平安基金,20210202,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,0.8,0.2,刘斌斌,5.21,20220930,,,,,,,,,,0.0696000000000001,-0.07348541510845186,-0.009000000000000008
011470.OF,东吴新产业精选C,东吴基金,20210202,股票型,股票型,中证新兴产业指数收益率*60%+恒生综合指数收益率*20%+中国债券综合全价指数收益率*20%,1.5,0.25,刘瑞,0.11,20220930,,,,,,,,,,0.05083506719901031,-0.2074436774228073,-0.16715402350559525
010148.OF,浙商智选经济动能A,浙商基金,20210202,混合型,混合型,中证新型基础设施建设主题指数收益率*75%+上证国债指数收益率*20%+恒生指数收益率*5%,1.5,0.2,柴明 白玉,0.65,20220930,,,,,,,,,,0.17169999999999996,-0.30861141930528285,-0.18989999999999996
011220.OF,南方匠心优选A,南方基金,20210202,股票型,股票型,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*20%,1.5,0.25,李锦文,29.72,20220930,,,,,,,,,,-0.1622,-0.17486273573645258,-0.3087
011137.OF,广发盛兴C,广发基金,20210202,混合型,混合型,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中证全债指数收益率*20%,1.5,0.25,费逸,1.74,20220930,,,,,,,,,,0.1484000000000001,-0.27211772901428083,-0.16410000000000002
011221.OF,南方匠心优选C,南方基金,20210202,股票型,股票型,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*20%,1.5,0.25,李锦文,1.8,20220930,,,,,,,,,,-0.16669999999999996,-0.17988719548781953,-0.3166
010384.OF,宝盈基础产业C,宝盈基金,20210202,混合型,混合型,中证基建工程指数收益率*35%+中证新型基础设施建设主题指数收益率*35%+中证综合债券指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,赵国进,0.22,20220930,,,,,,,,,,0.13290000000000002,-0.34283696707564654,-0.25549999999999995
010149.OF,浙商智选经济动能C,浙商基金,20210202,混合型,混合型,中证新型基础设施建设主题指数收益率*75%+上证国债指数收益率*20%+恒生指数收益率*5%,1.5,0.2,柴明 白玉,4.36,20220930,,,,,,,,,,0.16749999999999998,-0.3114346895074947,-0.19610000000000005
011136.OF,广发盛兴A,广发基金,20210202,混合型,混合型,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中证全债指数收益率*20%,1.5,0.25,费逸,16.84,20220930,,,,,,,,,,0.15260000000000007,-0.26921742148186706,-0.15769999999999995
010588.OF,鹏扬先进制造C,鹏扬基金,20210202,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,1.5,0.25,邓彬彬,7.18,20220930,,,,,,,,,,0.3797999999999999,-0.3262791708943325,-0.07040000000000002
010587.OF,鹏扬先进制造A,鹏扬基金,20210202,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,1.5,0.25,邓彬彬,8.39,20220930,,,,,,,,,,0.3897999999999999,-0.3209094833789034,-0.05620000000000003
011341.OF,博时战略新材料主题C,博时基金,20210202,混合型,混合型,中证新材料主题指数收益率*70%+中债综合财富(总值)指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25,沙炜,0.61,20220930,,,,,,,,,,0.0484,-0.2190957649752003,-0.18130000000000002
011340.OF,博时战略新材料主题A,博时基金,20210202,混合型,混合型,中证新材料主题指数收益率*70%+中债综合财富(总值)指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25,沙炜,0.91,20220930,,,,,,,,,,0.05410000000000004,-0.21430604306991743,-0.17179999999999995
011086.OF,易方达瑞康A,易方达基金,20210202,混合型,灵活配置型,中债新综合指数(财富)收益率*60%+沪深300指数收益率*35%+中证港股通综合指数收益率*5%,0.6,0.1,杨康,4.17,20220930,,,,,,,,,,0.043500000000000094,0.010541447053186295,0.05449999999999999
010383.OF,宝盈基础产业A,宝盈基金,20210202,混合型,混合型,中证基建工程指数收益率*35%+中证新型基础设施建设主题指数收益率*35%+中证综合债券指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,赵国进,3.0,20220930,,,,,,,,,,0.1380999999999999,-0.3395132237940426,-0.24829999999999997
010832.OF,国泰合益A,国泰基金,20210201,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,1.0,0.25,戴计辉,5.67,20220930,,,,,,,,,,0.029400000000000093,-0.03604041189042173,-0.00770000000000004
011437.OF,中泰开阳价值优选C,中泰资管,20210201,混合型,灵活配置型,中证800指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,田瑀,2.34,20220930,,,,,,,,,,0.23150537634408594,-0.13337116912599314,0.06725806451612902
010968.OF,博道嘉丰C,博道基金,20210201,混合型,混合型,中证800指数收益率*65%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,张迎军,3.16,20220930,,,,,,,,,,-0.009499999999999953,-0.23654719838465427,-0.24380000000000002
011032.OF,东方红睿泽三年定开C,东证资管,20210201,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,1.5,0.25,孙伟,0.32,20220930,,,,,,,,,,-0.14471855455177196,-0.1958155596181191,-0.31219596942321054
010426.OF,国投瑞银开放视角精选C,国投瑞银基金,20210201,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,1.5,0.25,周思捷,0.59,20220930,,,,,,,,,,-0.0867,-0.27044782656301325,-0.3337
010967.OF,博道嘉丰A,博道基金,20210201,混合型,混合型,中证800指数收益率*65%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,张迎军,13.9,20220930,,,,,,,,,,-0.0022999999999999687,-0.23042998897464168,-0.23219999999999996
010425.OF,国投瑞银开放视角精选A,国投瑞银基金,20210201,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,1.5,0.25,周思捷,4.27,20220930,,,,,,,,,,-0.08330000000000004,-0.26759026944474745,-0.3286
010707.OF,安信平稳合盈一年持有A,安信基金,20210201,混合型,混合型,中债总指数(全价)收益率*85%+中证800指数收益率*10%+恒生指数收益率(经汇率调整)*5%,0.5,0.2,张竞 黄晓宾,5.25,20220930,,,,,,,,,,0.019099999999999895,-0.02521832989893038,-0.00660000000000005
010936.OF,交银施罗德均衡成长一年持有A,交银施罗德基金,20210201,混合型,混合型,沪深300指数收益率*65%+中证综合债券指数收益率*30%+恒生指数收益率*5%,1.5,0.25,刘鹏,44.88,20220930,,,,,,,,,,0.27160000000000006,-0.15504705095942126,0.07444216999999997
010708.OF,安信平稳合盈一年持有C,安信基金,20210201,混合型,混合型,中债总指数(全价)收益率*85%+中证800指数收益率*10%+恒生指数收益率(经汇率调整)*5%,0.5,0.2,张竞 黄晓宾,0.17,20220930,,,,,,,,,,0.017200000000000104,-0.027133307117577728,-0.010399999999999965
010937.OF,交银施罗德均衡成长一年持有C,交银施罗德基金,20210201,混合型,混合型,沪深300指数收益率*65%+中证综合债券指数收益率*30%+恒生指数收益率*5%,1.5,0.25,刘鹏,2.37,20220930,,,,,,,,,,0.26239999999999997,-0.16183545627376428,0.05809891999999994
010766.OF,国寿安保华丰C,国寿安保基金,20210201,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%+上证国债指数收益率*20%,0.8,0.2,宋易潞 李捷,0.0,20220930,,,,,,,,,,0.060899999999999954,-0.32708078046941275,-0.2861
010765.OF,国寿安保华丰A,国寿安保基金,20210201,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%+上证国债指数收益率*20%,0.8,0.2,宋易潞 李捷,0.45,20220930,,,,,,,,,,0.06380000000000008,-0.3226170332769318,-0.2794
010833.OF,国泰合益C,国泰基金,20210201,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,1.0,0.25,戴计辉,0.16,20220930,,,,,,,,,,0.02190000000000003,-0.043839906057344225,-0.02290000000000003
010166.OF,招商兴和优选1年持有,招商基金,20210201,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*25%+恒生综合指数收益率(经汇率调整后)*5%,1.5,0.25,付斌 王奇玮,10.67,20220930,,,,,,,,,,-0.24980000000000002,-0.1968808317781924,-0.39749999999999996
010197.OF,易方达核心优势C,易方达基金,20210128,股票型,股票型,沪深300指数收益率*70%+中证港股通综合指数收益率*15%+中债总指数收益率*15%,1.5,0.25,郭杰,10.31,20220930,,,,,,,,,,-0.12570000000000003,-0.12387052499142166,-0.23399999999999999
011430.OF,广发估值优势C,广发基金,20210128,混合型,混合型,沪深300指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%,1.5,0.25,张东一,0.03,20220930,,,,,,,,,,-0.18338198498748967,-0.18549725520234903,-0.33486238532110096
010483.OF,交银施罗德启道,交银施罗德基金,20210128,混合型,混合型,沪深300指数收益率*65%+中证综合债券指数收益率*30%+恒生指数收益率*5%,1.5,0.25,周中,32.65,20220930,,,,,,,,,,-0.05589999999999995,-0.24679589026586177,-0.28890000000000005
011102.OF,天弘中证光伏产业A,天弘基金,20210128,股票型,被动指数型,中证光伏产业指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,刘笑明,32.83,20220930,,,,,,,,,,0.38250000000000006,-0.18336347197106695,0.129
011103.OF,天弘中证光伏产业C,天弘基金,20210128,股票型,被动指数型,中证光伏产业指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,刘笑明,69.67,20220930,,,,,,,,,,0.3798999999999999,-0.18494093774911216,0.12470000000000003
010334.OF,华夏核心资产C,华夏基金,20210128,混合型,混合型,沪深300指数收益率*65%+中证港股通综合指数收益率*20%+上证国债指数收益率*15%,1.5,0.25,林晶,5.23,20220930,,,,,,,,,,-0.09930000000000005,-0.2826690351948484,-0.3539
010333.OF,华夏核心资产A,华夏基金,20210128,混合型,混合型,沪深300指数收益率*65%+中证港股通综合指数收益率*20%+上证国债指数收益率*15%,1.5,0.25,林晶,33.24,20220930,,,,,,,,,,-0.09350000000000003,-0.2775510204081632,-0.34509999999999996
010196.OF,易方达核心优势A,易方达基金,20210128,股票型,股票型,沪深300指数收益率*70%+中证港股通综合指数收益率*15%+中债总指数收益率*15%,1.5,0.25,郭杰,46.37,20220930,,,,,,,,,,-0.12250000000000005,-0.12034188034188026,-0.22809999999999997
010802.OF,长江量化消费精选C,长江资管,20210127,股票型,股票型,中证全指主要消费指数*50%+中证全指可选消费指数*40%+银行活期存款利率(税后)*10%,1.5,0.25,秦昌贵,0.13,20220930,,,,,,,,,,-0.1411,-0.13121434392828038,-0.2538
011324.OF,国泰价值精选C,国泰基金,20210127,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,1.5,0.25,王阳,0.02,20220930,,,,,,,,,,-0.05568401501080324,-0.17501605651894667,-0.22095447481141728
011453.OF,华泰柏瑞医疗健康C,华泰柏瑞基金,20210127,混合型,混合型,中证医药卫生指数收益率*65%+中债综合指数收益率*35%,1.5,0.25,谢峰,0.43,20220930,,,,,,,,,,-0.07678583228705484,-0.187960775892921,-0.2503138835657173
010801.OF,长江量化消费精选A,长江资管,20210127,股票型,股票型,中证全指主要消费指数*50%+中证全指可选消费指数*40%+银行活期存款利率(税后)*10%,1.5,0.25,秦昌贵,0.56,20220930,,,,,,,,,,-0.13629999999999998,-0.12608544633553317,-0.24519999999999997
010534.OF,广发均衡增长A,广发基金,20210127,混合型,混合型,中证全债指数收益率*55%+中证800指数收益率*40%+人民币活期存款利率(税后)*5%,1.2,0.2,李阳 洪志 王颂,26.25,20220930,,,,,,,,,,0.059900000000000064,-0.09510331163317304,-0.04090000000000005
011325.OF,国泰江源优势精选C,国泰基金,20210127,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25,郑有为,8.92,20220930,,,,,,,,,,0.1491969176492434,-0.2534335110680239,-0.14204809209915506
010535.OF,广发均衡增长C,广发基金,20210127,混合型,混合型,中证全债指数收益率*55%+中证800指数收益率*40%+人民币活期存款利率(税后)*5%,1.2,0.2,李阳 洪志 王颂,0.96,20220930,,,,,,,,,,0.057399999999999896,-0.09731416682428588,-0.045499999999999985
011041.OF,天弘国证生物医药ETF联接C,天弘基金,20210127,股票型,被动指数型,国证生物医药指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,沙川 贺雨轩,9.74,20220930,,,,,,,,,,-0.1542,-0.2634192480491842,-0.377
011040.OF,天弘国证生物医药ETF联接A,天弘基金,20210127,股票型,被动指数型,国证生物医药指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,沙川 贺雨轩,0.99,20220930,,,,,,,,,,-0.15269999999999995,-0.26189071167237116,-0.37460000000000004
010347.OF,农银汇理策略收益一年持有,农银汇理基金,20210127,混合型,混合型,沪深300指数收益率*75%+中证全债指数收益率*25%,1.5,0.25,张峰,53.33,20220930,,,,,,,,,,-0.03059999999999996,-0.2623272127088922,-0.28490000000000004
010704.OF,财通智选消费C,财通基金,20210127,股票型,股票型,中证内地消费主题指数收益率*80%+中债综合指数收益率*15%+恒生指数收益率*5%,1.5,0.1,朱海东 顾弘原,0.46,20220930,,,,,,,,,,-0.07089999999999996,-0.20934237434075986,-0.26539999999999997
