ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
515170.SH,食品饮料ETF,华夏基金,中国银行,股票型,20201230,,20210113,20201214,,21.0926,0.5,0.1,,1.0,0.1,,中证细分食品饮料产业主题指数收益率,L,被动指数型,契约型开放式,,20210113,20210113,E
515920.SH,智能消费ETF,博时基金,申万宏源证券,股票型,20201230,,20210120,20201214,,8.8641,0.5,0.1,,1.0,0.1,,中证智能消费主题指数,L,被动指数型,契约型开放式,,20210120,20210120,E
513550.SH,港股通50ETF,华泰柏瑞基金,招商银行,股票型,20201230,,20210113,20201222,,6.3899,0.5,0.1,,1.0,0.1,,中证港股通50指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20210113,20210113,E
159828.SZ,医疗ETF,国泰基金,华夏银行,股票型,20201224,,20210112,20201207,,4.2144,0.5,0.1,,1.0,0.1,,中证医疗指数收益率,L,被动指数型,契约型开放式,,20210112,20210112,E
515250.SH,智能汽车ETF,富国基金,中信建投证券,股票型,20201224,,20210108,20201201,,3.6994,0.5,0.1,,1.0,0.1,,中证智能汽车主题指数收益率,L,被动指数型,契约型开放式,,20210108,20210108,E
515710.SH,食品ETF,华宝基金,中国工商银行,股票型,20201224,,20210107,20201214,,8.651,0.5,0.1,,1.0,0.1,,中证细分食品饮料产业主题指数收益率,L,被动指数型,契约型开放式,,20210107,20210107,E
515290.SH,银行ETF天弘,天弘基金,招商证券,股票型,20201211,,20201228,20201207,,6.0809,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20201228,20201228,E
159825.SZ,农业ETF,富国基金,中国农业银行,股票型,20201210,,20201229,20201123,,15.1108,0.5,0.1,,1.0,0.1,,中证农业主题指数收益率,L,被动指数型,契约型开放式,,20201229,20201229,E
159827.SZ,农业50ETF,银华基金,中国建设银行,股票型,20201210,,20201218,20201123,,6.7872,0.5,0.1,,1.0,0.1,,中证农业主题指数,L,被动指数型,契约型开放式,,20201218,20201218,E
159824.SZ,新能车ETF,博时基金,华泰证券,股票型,20201210,,20210111,20201123,,6.2514,0.5,0.1,,1.0,0.1,,中证新能源汽车指数收益率,L,被动指数型,契约型开放式,,20210111,20210111,E
515790.SH,光伏ETF,华泰柏瑞基金,中国银行,股票型,20201207,,20201218,20201201,,17.1849,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20201218,20201218,E
515120.SH,创新药ETF,广发基金,中国银行,股票型,20201203,,20210104,20201116,,16.2199,0.5,0.1,,1.0,0.1,,中证创新药产业指数,L,被动指数型,契约型开放式,,20210104,20210104,E
515320.SH,电子50ETF,华安基金,中国银行,股票型,20201125,,20210108,20201102,,11.3931,0.5,0.1,,1.0,0.1,,中证电子50指数收益率,L,被动指数型,契约型开放式,,20210108,20210108,E
510860.SH,兴业上证50ETF,兴业基金,中国农业银行,股票型,20201113,20211229,20210112,20201019,,2.5297,0.5,0.1,,1.0,0.1,,上证50指数收益率,L,被动指数型,契约型开放式,,20210112,20210112,E
513300.SH,纳斯达克ETF,华夏基金,中国工商银行,股票型,20201022,,20201105,20201014,,7.0717,0.6,0.2,,1.0,0.1,,估值汇率调整后的纳斯达克100指数收益,L,被动指数型,契约型开放式,,20201105,20201105,E
501206.SH,添富创新未来,汇添富基金,浦发银行,混合型,20201013,,20210121,20200925,,120.035,1.5,0.2,,1.0,0.0001,,中证800指数收益率*55%+恒生指数收益率(使用估值汇率折算)*25%+中债综合指数收益率*20%,L,混合型,契约型开放式,,,,E
501207.SH,华夏创新未来,华夏基金,浦发银行,混合型,20201013,,20210121,20200925,,120.0315,1.5,0.2,,1.0,0.0001,,中证800指数收益率*70%+上证国债指数收益率*20%+经汇率调整的恒生指数收益率*10%,L,混合型,契约型开放式,,,,E
501208.SH,中欧创新未来,中欧基金,浦发银行,混合型,20201009,,20210121,20200925,,120.0182,1.5,0.2,,1.0,0.0001,,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,,,E
501205.SH,鹏华创新未来,鹏华基金,浦发银行,混合型,20200930,,20210121,20200925,,120.0029,1.5,0.2,,1.0,0.0001,,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,,,E
501203.SH,易方达创新未来,易方达基金,浦发银行,混合型,20200929,,20210121,20200925,,120.0,1.5,0.2,,1.0,0.0001,,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,,,E
159821.SZ,BOCI创业板ETF,中银证券,中国工商银行,股票型,20200929,,20201029,20200914,,2.1792,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20201029,20201029,E
159822.SZ,新经济ETF,银华基金,中国工商银行,股票型,20200929,,20201023,20200911,,9.0223,0.25,0.1,,1.0,0.1,,标普中国新经济行业(A股上限)指数收益率,L,被动指数型,契约型开放式,,20201023,20201023,E
588050.SH,科创ETF,工银瑞信基金,中国农业银行,股票型,20200928,,20201116,20200922,,52.4263,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20201116,20201116,E
588000.SH,科创50ETF,华夏基金,招商银行,股票型,20200928,,20201116,20200922,,51.2339,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20201116,20201116,E
588090.SH,科创板ETF,华泰柏瑞基金,中国建设银行,股票型,20200928,,20201116,20200922,,54.9874,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20201116,20201116,E
588080.SH,科创板50ETF,易方达基金,中国工商银行,股票型,20200928,,20201116,20200922,,51.0559,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20201116,20201116,E
159823.SZ,H股ETF基金,嘉实基金,招商银行,股票型,20200924,,20201023,20200914,,2.9636,0.15,0.05,,1.0,0.1,,恒生中国企业指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20201023,20201023,E
162720.SZ,广发创业板定开,广发基金,中国建设银行,混合型,20200924,,20210325,20200911,,8.8063,1.5,0.25,,1.0,0.0001,,创业板指数收益率*80%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,,,E
515530.SH,泰康中证500ETF,泰康资产,招商银行,股票型,20200918,,20201109,20200824,,2.44,0.4,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20201109,20201109,E
515760.SH,浙江国资ETF,华夏基金,中国农业银行,股票型,20200917,,20201012,20200610,,10.4789,0.45,0.05,,1.0,0.1,,中证浙江国资创新发展指数收益率,L,被动指数型,契约型开放式,,20201012,20201012,E
510370.SH,兴业沪深300ETF,兴业基金,中信银行,股票型,20200911,,20201027,20200824,,2.1626,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20201027,20201027,E
160529.SZ,创业板博时定开,博时基金,中国银行,混合型,20200903,,20210317,20200817,,5.9216,1.5,0.25,,1.0,0.001,,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,,,E
160143.SZ,创业板定开南方,南方基金,中国农业银行,混合型,20200901,,20210317,20200814,,7.6276,1.5,0.25,,1.0,0.0001,,创业板指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,,,E
518890.SH,中银上海金ETF,中银基金,招商银行,商品型,20200828,,20200928,20200717,,2.9529,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20200928,20200928,E
502056.SH,医疗基金LOF,广发基金,北京银行,股票型,20200826,,20150731,20200826,,0.5931,0.5,0.15,,1.0,,,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200831,20200831,E
510760.SH,上证综指ETF,国泰基金,上海银行,股票型,20200821,,20200909,20200810,,13.135,0.5,0.1,,1.0,0.1,,上证综合指数收益率,L,被动指数型,契约型开放式,,20200909,20200909,E
168207.SZ,创业定开,中融基金,交通银行,混合型,20200821,,20210226,20200723,,3.6222,1.5,0.25,,1.0,0.0001,,创业板创新指数收益率*70%+中债综合财富指数收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,,,E
161914.SZ,创业板2年定开,万家基金,中国农业银行,混合型,20200814,,20210301,20200806,,15.2304,1.5,0.25,,1.0,0.001,,创业板综合指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,,,E
515500.SH,中证长三角领先,海富通基金,中国银行,股票型,20200813,,20200918,20200506,,4.344,0.15,0.05,,1.0,0.1,,中证长三角领先指数收益率,L,被动指数型,契约型开放式,,20200918,20200918,E
159820.SZ,中证500ETF天弘,天弘基金,国泰君安,股票型,20200807,,20200824,20200720,,3.3391,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20200824,20200824,E
161121.SZ,银行LOF易方达,易方达基金,中国建设银行,股票型,20200807,,20200818,20200807,,3.4316,0.5,0.1,,1.0,,,中证银行指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200807,20200807,E
518860.SH,黄金ETFAU,建信基金,交通银行,商品型,20200805,,20200907,20200713,,2.62,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率,L,黄金现货合约,契约型开放式,,20200907,20200907,E
159808.SZ,创业板ETF融通,融通基金,中国建设银行,股票型,20200805,,20200904,20200430,,6.7348,0.3,0.1,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20200904,20200904,E
513990.SH,港股通ETF,招商基金,兴业银行,股票型,20200803,,20200818,20200428,,2.32,0.2,0.05,,1.0,0.1,,上证港股通指数收益率,L,被动指数型,契约型开放式,,20200818,20200818,E
506001.SH,万家科创板,万家基金,中国工商银行,混合型,20200803,,20210203,20200724,,12.2179,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*75%+中债综合指数收益率*25%,L,混合型,契约型开放式,,,,E
511360.SH,短融ETF,海富通基金,兴业银行,债券型,20200803,,20200925,20200430,,5.1146,0.15,0.05,,1.0,0.1,,中证短融指数收益率,L,被动指数型,契约型开放式,,20200925,20200925,E
159815.SZ,浙江100ETF,招商基金,浙商银行,股票型,20200803,,20200818,20200428,,2.4604,0.3,0.1,,1.0,0.1,,中证浙江100指数收益率,L,被动指数型,契约型开放式,,20200818,20200818,E
159816.SZ,0-4地债ETF,鹏华基金,兴业银行,债券型,20200730,,20200904,20200430,,24.6075,0.15,0.05,,1.0,0.1,,中证0-4年期地方政府债指数收益率,L,被动指数型,契约型开放式,,20200904,20200904,E
506005.SH,科创板博时,博时基金,中国工商银行,混合型,20200729,,20210129,20200724,,25.0968,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,,,E
506003.SH,富国科创板,富国基金,招商银行,混合型,20200729,,20210129,20200724,,29.6626,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生港股通指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,,,E
506002.SH,易方达科创板,易方达基金,中国建设银行,混合型,20200728,,20210128,20200724,,29.6622,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,,,E
506006.SH,汇添富科创板,汇添富基金,中国工商银行,混合型,20200728,,20210128,20200724,,29.7515,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,,,E
506000.SH,科创板基金,南方基金,招商银行,混合型,20200728,,20210128,20200724,,29.6703,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,,,E
159819.SZ,人工智能ETF,易方达基金,中国工商银行,股票型,20200727,,20200923,20200720,,61.5523,0.15,0.05,,1.0,0.1,,中证人工智能主题指数收益率,L,被动指数型,契约型开放式,,20200923,20200923,E
512350.SH,福建ETF,兴业基金,招商银行,股票型,20200727,20211224,20200910,20200420,,2.1883,0.5,0.1,,1.0,0.1,,中证福建50指数收益率,L,被动指数型,契约型开放式,,20200910,20200910,E
160325.SZ,华夏创业板定开,华夏基金,中国工商银行,混合型,20200724,,20210128,20200716,,26.916,1.5,0.25,,1.0,0.0001,,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,,,E
501201.SH,科创红土,红土创新基金,中国工商银行,混合型,20200723,,20210305,20200616,,2.3545,1.5,0.25,,1.0,0.001,,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,,,E
515260.SH,电子ETF,华宝基金,中国建设银行,股票型,20200717,,20200731,20200701,,29.1928,0.5,0.1,,1.0,0.1,,中证电子50指数收益率,L,被动指数型,契约型开放式,,20200731,20200731,E
501202.SH,科创华泰,华泰证券资管,中国银行,混合型,20200717,,20201116,20200618,,9.2827,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
160926.SZ,创业板定开,大成基金,中国农业银行,混合型,20200716,,20210118,20200707,,24.8045,1.5,0.25,,1.0,0.0001,,创业板综合指数收益率*60%+中债综合全价指数收益率*30%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,,,E
515610.SH,中银中证800ETF,中银基金,中信银行,股票型,20200716,,20200818,20200430,,3.7786,0.45,0.05,,1.0,0.1,,中证800指数收益率,L,被动指数型,契约型开放式,,20200818,20200818,E
166027.SZ,中欧创业定开,中欧基金,中国建设银行,混合型,20200716,,20210129,20200707,,16.903,1.5,0.25,,1.0,0.0001,,创业板指数收益率*70%+中证短债指数收益率*20%+中证港股通指数收益率*10%,L,混合型,契约型开放式,,,,E
161040.SZ,创业富国定开,富国基金,中国农业银行,混合型,20200714,,20210128,20200707,,28.9092,1.5,0.25,,1.0,0.001,,创业板指数收益率*55%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,,,,E
159999.SZ,永赢中证500ETF,永赢基金,中国银行,股票型,20200714,,20200812,20200608,,3.4234,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20200812,20200812,E
511180.SH,上证可转债ETF,海富通基金,中信证券,债券型,20200713,,20200826,20200508,,6.026,0.25,0.05,,1.0,0.1,,上证投资级可转债及可交换债券指数收益率,L,被动指数型,契约型开放式,,20200826,20200826,E
518600.SH,上海金ETF,广发基金,招商银行,商品型,20200708,,20200805,20200618,,6.0706,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20200805,20200805,E
518680.SH,金ETF,富国基金,浦发银行,商品型,20200706,,20200728,20200611,,3.5589,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20200728,20200728,E
510570.SH,兴业中证500ETF,兴业基金,中国银行,股票型,20200630,,20200812,20200506,,2.1806,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20200812,20200812,E
515560.SH,证券ETF建信,建信基金,中信证券,股票型,20200629,,20200720,20200428,,29.7788,0.2,0.05,,1.0,0.1,,中证全指证券公司指数,L,被动指数型,契约型开放式,,20200720,20200720,E
512320.SH,工银MSCI中国ETF,工银瑞信基金,中信建投证券,股票型,20200629,,20200807,20200601,,6.5904,0.5,0.1,,1.0,0.1,,MSCI中国A股人民币指数收益率,L,被动指数型,契约型开放式,,20200807,20200807,E
159814.SZ,创业大盘ETF,西部利得基金,中国农业银行,股票型,20200619,,20200717,20200525,,4.084,0.5,0.1,,1.0,0.1,,创业板大盘指数收益率,L,被动指数型,契约型开放式,,20200717,20200717,E
159810.SZ,浦银创业板ETF,浦银安盛基金,中国工商银行,股票型,20200612,,20200710,20200319,,2.6648,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20200710,20200710,E
515830.SH,工银中证800ETF,工银瑞信基金,兴业银行,股票型,20200601,,20200717,20200327,,3.9108,0.45,0.07,,1.0,0.1,,中证800指数收益率,L,被动指数型,契约型开放式,,20200717,20200717,E
513080.SH,法国CAC40ETF,华安基金,中国银行,股票型,20200529,,20200612,20200330,,2.5692,0.5,0.15,,1.0,0.1,,法国CAC40指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20200612,20200612,E
515100.SH,低波红利ETF,景顺长城基金,交通银行,股票型,20200522,,20200703,20200427,,12.7694,0.5,0.1,,1.0,0.1,,中证红利低波动100指数收益率,L,被动指数型,契约型开放式,,20200703,20200703,E
501200.SH,科创加银,民生加银基金,招商银行,混合型,20200515,,20201221,20200317,,3.2491,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生互联网科技业指数收益率*10%,L,灵活配置型,契约型开放式,,,,E
515820.SH,沪深800ETF,富国基金,中国工商银行,股票型,20200513,,20200529,20200327,,2.4853,0.15,0.05,,1.0,0.1,,中证800指数收益率,L,被动指数型,契约型开放式,,20200529,20200529,E
515770.SH,上投摩根MSCIAETF,上投摩根基金,平安银行,股票型,20200513,,20200619,20200413,,7.4473,0.15,0.05,,1.0,0.1,,MSCI中国A股人民币指数收益率,L,被动指数型,契约型开放式,,20200619,20200619,E
510690.SH,兴业金融ETF,兴业基金,招商银行,股票型,20200508,20211217,20200622,20200302,,2.9584,0.5,0.1,,1.0,0.1,,上证180金融股指数收益率,L,被动指数型,契约型开放式,,20200622,20200622,E
167508.SZ,安信价值发现定开,安信基金,中国工商银行,混合型,20200430,,20200608,20200401,,4.0178,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+中债总指数(全价)收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,,,E
515190.SH,中银证券500ETF,中银证券,招商银行,股票型,20200430,,20200527,20200330,,2.5147,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20200527,20200527,E
515780.SH,浦银MSCI中国ETF,浦银安盛基金,中国银行,股票型,20200430,,20200529,20200320,,5.5479,0.15,0.05,,1.0,0.1,,MSCI中国A股人民币指数收益率,L,被动指数型,契约型开放式,,20200529,20200529,E
159812.SZ,黄金基金ETF,前海开源基金,中国建设银行,商品型,20200429,,20200529,20200407,,3.1717,0.5,0.1,,1.0,0.1,,上海黄金交易所Au99.99现货实盘合约收益率,L,黄金现货合约,契约型开放式,,20200529,20200529,E
159988.SZ,粤债ETF,平安基金,中国银行,债券型,20200429,,20200529,20200224,,6.6149,0.15,0.05,,1.0,0.1,,中债-0-5年广东省地方政府债指数,L,被动指数型,契约型开放式,,20200529,20200529,E
515960.SH,医药健康ETF,嘉实基金,中国银行,股票型,20200424,,20200610,20200325,,3.4399,0.5,0.1,,1.0,0.1,,中证医药健康100策略指数收益率,L,被动指数型,契约型开放式,,20200610,20200610,E
518660.SH,黄金ETF基金,工银瑞信基金,中国农业银行,商品型,20200424,,20200529,20200323,,5.6667,0.5,0.1,,1.0,0.1,,上海黄金交易所Au99.99现货实盘合约收盘价收益率,L,黄金现货合约,契约型开放式,,20200529,20200529,E
159813.SZ,半导体ETF,鹏华基金,申万宏源证券,股票型,20200417,,20200525,20200325,,5.5974,0.5,0.1,,1.0,0.1,,国证半导体芯片指数收益率,L,被动指数型,契约型开放式,,20200525,20200525,E
515670.SH,中银中证100ETF,中银基金,中信证券,股票型,20200417,,20200520,20200320,,3.1982,0.45,0.09,,1.0,0.1,,中证100指数收益率,L,被动指数型,契约型开放式,,20200520,20200520,E
515930.SH,永赢沪深300ETF,永赢基金,中国工商银行,股票型,20200413,,20200508,20200323,,2.8191,0.15,0.05,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20200508,20200508,E
518850.SH,黄金ETF9999,华夏基金,中国建设银行,商品型,20200413,,20200605,20200327,,3.3362,0.5,0.1,,1.0,0.1,,上海黄金交易所黄金现货实盘合约Au99.99价格收益率,L,黄金现货合约,契约型开放式,,20200605,20200605,E
501099.SH,平安科技创新,平安基金,平安银行,混合型,20200410,,20200701,20200305,,2.0456,1.5,0.25,,1.0,0.01,,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*20%+恒生指数收益率(经汇率估值调整)*15%,L,灵活配置型,契约型开放式,,,,E
510200.SH,上证券商ETF,汇安基金,兴业证券,股票型,20200409,,20200508,20200316,,2.0389,0.5,0.1,,1.0,0.1,,上证证券行业指数,L,被动指数型,契约型开放式,,20200508,20200508,E
168701.SZ,金融科技LOF,合煦智远基金,申万宏源证券,股票型,20200403,,20200506,20200302,,5.2143,0.5,0.1,,1.0,0.001,,国证香蜜湖金融科技指数,L,被动指数型,契约型开放式,,20200506,20200506,E
515130.SH,沪深300ETF博时,博时基金,中国建设银行,股票型,20200403,,20200511,20200309,,2.6546,0.15,0.05,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20200511,20200511,E
515280.SH,银行龙头ETF,富国基金,中信证券,股票型,20200401,,20200417,20200311,,3.1262,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20200417,20200417,E
164508.SZ,国富中证100LOF,国海富兰克林基金,中国银行,股票型,20200327,,20200422,20200327,,1.3414,0.85,0.15,,1.0,,,中证100指数收益率*95%+银行同业存款利率*5%,L,增强指数型,契约型开放式,,20200330,20200330,E
159811.SZ,5G50ETF,博时基金,中信建投证券,股票型,20200327,,20200422,20200316,,13.4434,0.45,0.1,,1.0,0.1,,中证5G产业50指数收益率,L,被动指数型,契约型开放式,,20200422,20200422,E
501098.SH,科创建信,建信基金,中国农业银行,混合型,20200326,,20200427,20200305,,3.0917,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*45%+恒生指数收益率(使用估值汇率折算)*5%,L,灵活配置型,契约型开放式,,,,E
501097.SH,科创国寿,国寿安保基金,中国民生银行,混合型,20200326,,20200828,20200312,,3.3005,1.2,0.2,,1.0,0.001,,中证全债指数收益率*60%+中国战略新兴产业成份指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
159992.SZ,创新药ETF,银华基金,上海银行,股票型,20200320,,20200410,20200302,,49.1638,0.5,0.05,,1.0,0.1,,中证创新药产业指数,L,被动指数型,契约型开放式,,20200410,20200410,E
515690.SH,股息ETF,鹏华基金,中信证券,股票型,20200320,,20200513,20200224,,2.2309,0.2,0.1,,1.0,0.1,,中证高股息龙头指数收益率,L,被动指数型,契约型开放式,,20200513,20200513,E
501096.SH,国联安科创,国联安基金,中国建设银行,混合型,20200320,,20200722,20200225,,5.5603,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,L,灵活配置型,契约型开放式,,,,E
159998.SZ,计算机ETF,天弘基金,中信证券,股票型,20200320,,20200413,20200302,,2.8786,0.5,0.1,,1.0,0.1,,中证计算机主题指数收益率,L,被动指数型,契约型开放式,,20200413,20200413,E
160527.SZ,博时研究优选,博时基金,中国银行,混合型,20200320,,20200619,20200309,,20.5379,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,灵活配置型,契约型开放式,,,,E
515890.SH,红利ETF博时,博时基金,招商银行,股票型,20200320,,20200420,20200224,,3.1244,0.15,0.05,,1.0,0.1,,中证红利指数收益率,L,被动指数型,契约型开放式,,20200420,20200420,E
159991.SZ,创大盘ETF,招商基金,中信建投证券,股票型,20200320,,20200424,20200302,,3.3973,0.2,0.1,,1.0,0.1,,创业板大盘指数收益率,L,被动指数型,契约型开放式,,20200424,20200424,E
515510.SH,500成长ETF,嘉实基金,中国银行,股票型,20200316,,20200506,20200203,,2.3553,0.5,0.1,,1.0,0.1,,中证500成长估值指数收益率,L,被动指数型,契约型开放式,,20200506,20200506,E
515950.SH,医药龙头ETF,富国基金,招商银行,股票型,20200316,,20200401,20200121,,2.772,0.5,0.1,,1.0,0.1,,中证医药50指数收益率,L,被动指数型,契约型开放式,,20200401,20200401,E
159807.SZ,科技ETF,易方达基金,中国银行,股票型,20200316,,20200330,20200309,,15.0003,0.15,0.05,,1.0,0.1,,中证科技50指数收益率,L,被动指数型,契约型开放式,,20200330,20200330,E
513090.SH,香港证券ETF,易方达基金,招商银行,股票型,20200313,,20200326,20200224,,10.1999,0.15,0.05,,1.0,0.1,,中证香港证券投资主题指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20200326,20200326,E
501095.SH,中银证券科技创新,中银证券,中国农业银行,混合型,20200312,,20200708,20200227,,8.8468,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*55%+中债综合全价指数收益率*45%,L,灵活配置型,契约型开放式,,,,E
159806.SZ,新能源车ETF,国泰基金,浦发银行,股票型,20200310,,20200320,20200302,,23.607,0.5,0.1,,1.0,0.1,,中证新能源汽车指数收益率,L,被动指数型,契约型开放式,,20200320,20200320,E
501093.SH,华夏翔阳LOF,华夏基金,中国银行,混合型,20200306,,20210108,20200217,,21.2042,1.5,0.25,,1.0,0.0001,,中证800指数收益率*50%+中债综合指数收益率*30%+经汇率调整的恒生指数收益率*20%,L,混合型,契约型开放式,,,,E
159805.SZ,传媒ETF,鹏华基金,中国建设银行,股票型,20200306,,20200417,20200217,,24.6245,0.5,0.1,,1.0,0.1,,中证传媒指数收益率,L,被动指数型,契约型开放式,,20200417,20200417,E
159978.SZ,大湾区ETF,建信基金,招商银行,股票型,20200306,,20200414,20200120,,8.6692,0.3,0.1,,1.0,0.1,,中证沪港深粤港澳大湾区发展主题指数,L,被动指数型,契约型开放式,,20200414,20200414,E
511380.SH,可转债ETF,博时基金,招商银行,债券型,20200306,,20200407,20200210,,6.0187,0.15,0.05,,1.0,0.1,,中证可转债及可交换债券指数收益率,L,被动指数型,契约型开放式,,20200407,20200407,E
159804.SZ,创中盘88ETF,国寿安保基金,中信证券,股票型,20200304,,20200331,20200219,,3.499,0.3,0.1,,1.0,0.1,,国证创业板中盘精选88指数,L,被动指数型,契约型开放式,,20200331,20200331,E
515630.SH,证保ETF,鹏华基金,中国建设银行,股票型,20200228,,20200403,20200113,,6.8572,0.5,0.1,,1.0,0.1,,中证800证券保险指数收益率,L,被动指数型,契约型开放式,,20200403,20200403,E
159996.SZ,家电ETF,国泰基金,浦发银行,股票型,20200227,,20200316,20200210,,9.3255,0.5,0.1,,1.0,0.1,,中证全指家用电器指数收益率,L,被动指数型,契约型开放式,,20200316,20200316,E
159997.SZ,电子ETF,天弘基金,海通证券,股票型,20200227,,20200320,20200210,,11.5431,0.5,0.1,,1.0,0.1,,中证电子指数收益率,L,被动指数型,契约型开放式,,20200320,20200320,E
159983.SZ,粤港澳大湾区ETF,华夏基金,招商银行,股票型,20200225,,20200423,20200204,,4.3675,0.3,0.1,,1.0,0.1,,粤港澳大湾区创新100指数收益率,L,被动指数型,契约型开放式,,20200423,20200423,E
